username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	38793024	497087
adamelis	219652435	48209385
addys	15626671	1579966
adria	1550977	278836
adrianamg	197084530	5560174
aleyda	129482241	9199397
alicia	101550405	4188512
alina	19154472	1458939
amarilys	0	0
ambar	95500501	6383962
ana.laura	512356	202775
anagloria	64435168	7076303
anamayra	0	0
ananidia	0	0
anapilar	114469	22494
angelica	0	0
ankumu	142137843	1657296
annerys	0	0
antonio	0	0
aracelys	87216891	11598685
ariadna	0	0
arismary	3360559	750425
arletys	0	0
armando	12168579	915295
arnaldo	0	0
arodriguez	24318	25765
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	6874862	384442
b.peon	0	0
barbara	0	0
belar	170067447	8623677
belkis	219097	84420
berta	0	0
biorkys	0	0
blanca	152288	30303
bmazon	0	0
bobrador	0	0
camila	10652521	254477
camilav	0	0
campos	0	0
canfux	145328425	11991429
carmen	271557796	15792990
carmen.fdez	0	0
carmenevelyn	17196156	861582
cary	64398704	347381
celeste	105942356	11868367
chavely	0	0
csanchez	166948829	7152208
cvarela	480637	70475
dailen	4899470	346558
dalia	6405334	122674
dalila	0	0
danay	45975717	896388
danayd	0	0
dayamim	54839484	9856217
dayanira	118172544	9536617
daylin	0	0
dbcruz	0	0
deneb	208996992	11414125
denys	0	0
dergis	0	0
dhernandez	0	0
diadelis	9672692	2767027
dianalay	283722763	19826137
dianapr	5862702	243899
directora	0	0
dorian	486	301
dulce	0	0
dunia	18824069	1206678
dunia.glez	289944747	4215177
e.suarez	1479760	126065
ealcolea	678152	219323
eileen	95639502	5345053
elva	0	0
epelaez	0	0
eperez	0	0
erich	56008893	1489527
evelyn	0	0
evelyn.mayo	0	0
fabien	0	0
faselis	36701886	2353993
fausto	190843648	1478349
francis	0	0
frank.tb	67061292	2938426
gilberto	0	0
giset	33923892	2251080
gretel	0	0
grethel	19603043	1361590
hendrik	0	0
hendrikr	0	0
heredia	14378213	963184
humberto	0	0
idalis	0	0
ileanagr	0	0
ileanasl	19572869	628577
ileanat	4691185	434909
imanuel	13701318	144106
isac	71016021	8014797
ismaray	152031795	5302895
ismary	487	351
ivan.castellanos	0	0
ivonne	0	0
ivonnerv	33308566	2669965
jacome	0	0
jacque	0	0
janette	0	0
jasiel	134591864	5582660
javi.lopez	0	0
jcarrillo	0	0
jcasamayor	309757679	4844501
jfalcon	1182481700	14541605
jorge	52666604	1680372
jpuñales	24670391	7613677
jvr	110935024	5144485
karenriera	0	0
kenia	261253	95737
ksantos	0	0
laura.rivas	225667251	17044456
lazaro	0	0
lazaro.pina	117167394	5953361
lbcubas	3305537	224836
leandy	0	0
leanie	0	0
lenier	0	0
leonardo	106282655	2958295
leyla	0	0
lgarcia	0	0
liana	287986	66314
liena	0	0
liliana	0	0
liris	0	0
lisette	160597918	3808687
lisi	114453312	4691378
lissy	0	0
llilian	1464162	118613
lmaria	0	0
loida	115792454	4793298
lorena	0	0
luis	5065337	505234
madai	0	0
magda	187441404	13034863
manresa	8840796	559174
manuel	0	0
mariam	91140771	9447347
marieladp	0	0
marilyn	0	0
mario	222656312	16008670
marlenin	0	0
marlon	71660076	1329978
marthah	90814858	954072
maydelin	681181	103776
maydelin.ds	0	0
mayelis	0	0
maylen	25262415	2030120
mayra	0	0
mbravo	67629900	4271066
mcreyes	0	0
melba	0	0
melissa	36264298	4211663
mercedes	0	0
merleneg	35725025	747619
mfumero	50284366	1446106
mhcollazo	0	0
miriam	47420563	3393869
mirta	0	0
mirza	0	0
mylene	0	0
naisy	181115917	7925048
natacha	0	0
nestor	0	0
nieves	98298318	11728121
niovis	22710638	1343972
noaris	196901798	25897624
nod32	0	0
obriel	6494437	373531
ocastro	0	0
oisis	0	0
olga	0	0
olguita	1305020	248799
orisel	0	0
orlando	101812107	3917398
orlandos	0	0
oxana	23819677	1396940
piqueras	72332150	3390805
pmando	0	0
racarreras	0	0
rachel	427291	119137
rafadiaz	0	0
raidel	0	0
raisi	94623143	6571802
rancol	108527422	8962613
raul	15404892	332400
raulc	0	0
regla	0	0
rene	321826	96392
rfuentes	62841659	4598692
roberto	0	0
rodolfo	7036663	3521104
rodrigo	0	0
rosa	1457059341	412562
roseli	0	0
rquintanilla	912571142	37448423
rromero	0	0
salon6	0	0
sarah	0	0
segurmatica	481122	3239
seprot	0	0
servidores	83009578	171051
silvita	0	0
sistemas	0	0
somja	143892845	4395074
sonia	0	0
susel	303932162	10671329
tamara.glez	0	0
torresvinent	111345361	1458469
urbano	224955297	7681746
veronica	199228709	1630738
violeta	0	0
virgilio	631896	71050
vladimir	0	0
wendy	0	0
xiomara	0	0
yadica	102328442	864748
yadiley	1364897	237970
yadira	49121560	1485574
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	28264004	1444493
yamilacv	667680	187660
yamilaloli	434119	71975
yanisel	22642152	5294157
yarmas	0	0
yborjas	0	0
yelenies	17849093	296775559
yency	0	0
ygonzalez	152786153	8560549
ygordo	0	0
ygutierrez	5350199	743016
yisel	0	0
ylima	27686988	2127423
yolaine	0	0
yperez	15302029	863384
yudith	0	0
yuliet	33712756	3965870
yumara	14427869	608273
yumy	0	0
yunier	119017406	2546680
yusmari	0	0
zenia	54725860	1769283
zulema	0	0
meylin	40076819	3906636
daryll	0	0
jennifer	29924385	1263302
