username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aalfonso	140282613	17003889
aaronvega	135351739	6936019
adalberto	0	0
adamelis	529270	159699
addys	123333788	6349281
adria	444246	118943
adrianamg	310947405	3672265
aleyda	46468254	1421008
alicia	51947355	1375141
alida	333158	53859
alina	22187292	3131322
amarilys	0	0
amarrero	0	0
ambar	156060476	9563219
amorgado	0	0
ana.laura	0	0
anagloria	49488376	6941442
anamayra	0	0
ananidia	0	0
anapilar	0	0
anaraime	0	0
angelica	0	0
ankumu	17742583	4986546
annerys	19085941	628497
aracelys	172464877	6539533
ariadna	49540806	2115831
arismary	37452229	4907647
arletys	0	0
armando	0	0
arnaldo	0	0
arodriguez	145502365	11842352
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	0	0
b.peon	0	0
barbara	0	0
belar	123139253	15041084
belkis	16101470	838012
berta	0	0
biorkys	0	0
blanca	0	0
bmazon	0	0
bobrador	0	0
campos	0	0
carmen	28385875	4253426
carmen.fdez	0	0
cary	1543636	125420
celeste	9115712	1229354
charly	0	0
chavely	0	0
cvarela	0	0
dailen	0	0
dainik	0	0
dalia	1756819	417854
danay	25919517	2335275
danayd	0	0
dayamim	297124366	17468925
dayanira	0	0
daylin	0	0
dbcruz	89841889	4320363
deneb	0	0
denys	0	0
dergis	0	0
dgmitjams	0	0
dhernandez	0	0
diadelis	5282389	374037
dianalay	0	0
dianapr	0	0
dorian	0	0
dulce	0	0
dunia	0	0
dunia.glez	0	0
e.suarez	9570170	1965537
ealcolea	0	0
eileen	21645577	2243339
elenalaviellez	0	0
eloina	0	0
elsanchez	0	0
elva	0	0
epelaez	0	0
eperez	0	0
erich	202141	17042
estrella	0	0
evelyn.mayo	0	0
fabien	0	0
faselis	41367563	2347345
fausto	161798785	1729194
gabriel	0	0
gilberto	0	0
giset	101583209	6825058
gretel	574527	93398
hendrik	0	0
heredia	0	0
herminio	114222209	8774596
humberto	0	0
idalis	0	0
ileanagr	1609704	135767
ileanasl	0	0
ileanat	0	0
imanuel	0	0
isac	0	0
ismaray	38626725	4565701
ismary	5960983	224356
ivonne	0	0
ivonnerv	54318543	4172220
jacome	181008722	2551430
jacque	0	0
janette	0	0
javi.lopez	0	0
jcarrillo	1332647583	18490895
jcasamayor	0	0
jessica	152524583	4761969
jfalcon	3487070092	39587374
jorge	0	0
jpuñales	234992172	10550772
jrodriguez	0	0
jvr	99981702	7962749
karen	0	0
karenriera	0	0
kenia	0	0
ksantos	0	0
laura.rivas	32435167	3019361
lazaro	0	0
lazaro.pina	287829792	26783039
lbcubas	0	0
leandy	97233059	9482700
leanie	0	0
leonardo	0	0
leyla	115122927	9161834
lgarcia	0	0
liana	3738217	207289
liena	43846838	5384900
liliana	0	0
liris	0	0
lisandra	282881	125146
lisette	32615071	1566367
lisi	0	0
lissy	0	0
llilian	0	0
lmaria	0	0
loida	0	0
lorena	346378774	11013560
luis	113882054	7798631
madai	0	0
magda	0	0
manresa	37451287	1434754
manuel	0	0
mariam	0	0
marieladp	0	0
marilyn	0	0
mario	494741761	29599846
marlenin	0	0
maydelin	4299308	343477
maydelin.ds	0	0
mayelin	4863	1061
mayelis	0	0
maylen	204309530	9939477
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
mercedes	0	0
merleneg	59117774	4150960
meylin	191559449	18607540
mhcollazo	0	0
miriam	49763473	2986861
mirta	0	0
mirza	0	0
mylene	0	0
naisy	0	0
natacha	0	0
nestor	0	0
nieves	0	0
niovis	1607705	140918
noaris	51747980	3343546
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	4955570	194171
olguita	0	0
olivia	0	0
orisel	193363458	6828833
orlando	0	0
osmar	110530887	1821214
oxana	0	0
piqueras	0	0
pmando	0	0
rafadiaz	154323480	3009039
raidel	0	0
raisi	94297754	5958343
rancol	0	0
raul	310107772	4509991
raulc	0	0
rcaballero	0	0
regla	100531272	3618816
rene	0	0
reynaldo	3432312450	32547446
rfuentes	0	0
rizene	0	0
roberto	217212227	8615099
rodolfo	0	0
rodrigo	0	0
rosa	12592389	1091001
roseli	0	0
rquintanilla	294471184	20104497
rromero	0	0
salon6	0	0
sarah	0	0
seprot	0	0
servidores	77079129	656569
sheila	0	0
silvita	0	0
sistemas	7586	312
sonia	0	0
susel	0	0
tamara.glez	0	0
urbano	76823652	3709475
veronica	0	0
violeta	24985057	2625579
vladimir	3570016	218128
wendy	0	0
xiomara	0	0
yadica	148165926	9120819
yadiley	0	0
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	0	0
yamilacv	0	0
yamilaloli	0	0
yamira	0	0
yania	0	0
yanisel	0	0
yarmas	3295441	139772
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	310014794	4558893
ygordo	127615608	7450940
ygutierrez	79045845	2039148
yisel	0	0
ylima	0	0
yolaine	10344227	1089972
yperez	0	0
yudith	0	0
yuliet	0	0
yumara	0	0
yumy	101546021	11614007
yunier	152193956	5143592
yusmari	0	0
zenia	1045814	154343
zulema	0	0
