username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aalfonso	0	0
aaronvega	0	0
adalberto	0	0
adamelis	129944838	5331981
adria	0	0
adrianamg	0	0
aenor	0	0
aleyda	22844	12931
alida	129118068	19350743
alina	0	0
amarilys	0	0
amarrero	155674773	1676588
ambar	0	0
amorgado	5899733981	0
ana.laura	5304095	13429860
anagloria	67774685	3233734
anamayra	0	0
ananidia	0	0
anapilar	33380799	2181786
anaraime	181708	38855
angelica	0	0
ankumu	0	0
annerys	0	0
aracelys	0	0
ariadna	0	0
arismary	0	0
arletys	246977576	6900462
armando	217142474	2868708
arnaldo	0	0
arodriguez	39966356	490240
atorrella	0	0
aymara	0	0
ayme	28861911	3609731
b.peon	0	0
barbara	0	0
belar	0	0
belkis	9066285	338894
berta	0	0
biorkys	10510048	219792
blanca	0	0
bmazon	42820096	1233089
bobrador	0	0
campos	14364654	800997
carmen	3588103	577524
carmen.fdez	0	0
cary	3173348	218381
celeste	0	0
charly	0	0
chavely	0	0
cvarela	0	0
dailen	166523417	18334478
dainik	0	0
dalia	0	0
danay	0	0
danayd	0	0
dayamim	6061687	1872833
dayanira	6230504	50920
daylin	0	0
dbcruz	0	0
deneb	0	0
denys	0	0
dergis	6141153	1092702
dgmitjams	0	0
dhernandez	0	0
diadelis	246305268	31386925
dianalay	0	0
dianapr	0	0
dorian	0	0
dulce	0	0
dunia	0	0
dunia.glez	2223095	114359
e.suarez	13394217	588191
ealcolea	16752073	426030
eileen	0	0
elenalaviellez	0	0
eloina	0	0
elsanchez	0	0
elva	0	0
epelaez	0	0
eperez	0	0
erich	15051767	1209877
estrella	0	0
evelyn.mayo	0	0
fabien	0	0
faselis	22949130	936015
fausto	0	0
gabriel	0	0
gilberto	0	0
giset	0	0
gretel	0	0
hendrik	0	0
heredia	0	0
herminio	0	0
humberto	0	0
idalis	0	0
ileanagr	11414482	1383061
ileanasl	0	0
ileanat	4314425	818616
imanuel	2013553	52631
isac	41533545	10050753
ismaray	0	0
ismary	11387579	1899001
ivonne	122175	21833
ivonnerv	0	0
jacome	67405757	2686198
jacque	0	0
janette	78809	57729
javi.lopez	146850520	236980
jcarrillo	2640404531	10070853
jcasamayor	0	0
jessica	0	0
jfalcon	0	0
jorge	2292088	503830
jpuñales	79662211	3364217
jrodriguez	0	0
jvr	75754205	2197384
karen	0	0
karenriera	89209015	3558999
kenia	0	0
ksantos	0	0
laura.rivas	3851	553
lazaro	0	0
lazaro.pina	0	0
lbcubas	0	0
leandy	0	0
leanie	841474	43474
leonardo	312423754	2213037
leyla	0	0
lgarcia	52396318	8201628
liana	12620	6910
liena	13805527	1890155
liliana	0	0
liris	0	0
lisandra	0	0
lisi	0	0
lissy	0	0
llilian	0	0
lmaria	0	0
loida	0	0
lorena	28930331	324568
luis	128565604	5707565
madai	0	0
magda	0	0
manresa	0	0
manuel	15500037	710064
mariam	15639233	2384695
marieladp	0	0
marilyn	0	0
mario	68597049	4596472
marlenin	0	0
maydelin	0	0
maydelin.ds	0	0
mayelin	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
mercedes	0	0
merleneg	0	0
meylin	0	0
mhcollazo	0	0
miriam	0	0
mirta	255903559	2280977
mirza	0	0
mylene	0	0
naisy	0	0
natacha	0	0
nestor	0	0
nieves	27335227	2093476
niovis	0	0
noaris	1708493	562781
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	0	0
olguita	0	0
olivia	0	0
orisel	0	0
orlando	0	0
osmar	160578467	5073949
oxana	0	0
piqueras	0	0
pmando	0	0
rafadiaz	0	0
raisi	80203966	8804422
rancol	0	0
raul	33587776	1872669
raulc	0	0
rcaballero	0	0
regla	0	0
rene	0	0
reynaldo	273480358	7992905
rfuentes	0	0
rizene	0	0
roberto	0	0
rodolfo	818455	664254
rodrigo	0	0
rosa	12061076	1444308
roseli	0	0
rquintanilla	0	0
rromero	309980761	4642012
salon6	0	0
sarah	0	0
seprot	0	0
servidores	48667302	464608
sheila	0	0
silvita	0	0
sistemas	9261520	5334
sonia	0	0
susel	0	0
tamara.glez	0	0
urbano	0	0
veronica	0	0
violeta	0	0
vladimir	0	0
wendy	0	0
xiomara	0	0
yadica	15070410	2265694
yadiley	6666568	3051166
yadira	6072338	173281
yahimara	312334476	2295187
yailin	0	0
yalina	946271	85182
yamila	78505791	9872962
yamilacv	56575126	2838084
yamilaloli	0	0
yamira	0	0
yania	0	0
yanisel	0	0
yarmas	0	0
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	8882732	561535
ygordo	0	0
ygutierrez	76280439	2113675
yisel	0	0
ylima	0	0
yolaine	46463794	963767
yperez	0	0
yudith	45171307	2668952
yuliet	0	0
yumara	1977300	94627
yumy	0	0
yunier	0	0
yusmari	12050417	1012886
zenia	0	0
zulema	7315899	448152
