username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	588640	227664
addys	290530953	24105769
adria	42513841	2722713
adrianamg	0	0
aleyda	147523985	9796904
alicia	1043047	171883
alida	360368683	2952903
alina	18081622	1373991
amarilys	0	0
amarrero	11478862	831126
ambar	0	0
ana.laura	171700	37732
anagloria	107942554	9036928
anamayra	2855521	1130424
ananidia	17130047	1756411
anapilar	0	0
anaraime	312344428	2287919
angelica	0	0
ankumu	128331190	2392199
annerys	0	0
antonio	0	0
aracelys	268611050	16685746
ariadna	0	0
arismary	0	0
arletys	0	0
armando	0	0
arnaldo	44942051	3225077
arodriguez	126917515	393463
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	0	0
b.peon	3618047	520121
barbara	0	0
belar	250397240	29081302
belkis	53982102	1463800
berta	0	0
biorkys	32056830	4349494
blanca	0	0
bmazon	0	0
bobrador	0	0
campos	0	0
cantero	0	0
carmen	0	0
carmen.fdez	123747670	3151834
carmenevelyn	5428616	547065
cary	455729	137632
celeste	0	0
chavely	0	0
csanchez	149922812	5557897
cvarela	0	0
dailen	0	0
dainik	0	0
dalia	0	0
dalila	16868864	1919701
danay	62279786	1951581
danayd	0	0
dayamim	0	0
dayanira	0	0
daylin	0	0
dbcruz	0	0
deneb	131568384	10273175
denys	0	0
dergis	0	0
dgmitjams	0	0
dhernandez	0	0
diadelis	36115921	3474997
dianalay	0	0
dianapr	12961477	303054
directora	0	0
dorian	0	0
dulce	0	0
dunia	69572286	4061860
dunia.glez	0	0
e.suarez	5879026	274372
ealcolea	10452344	1887708
eileen	0	0
elenalaviellez	0	0
elva	6623074	615908
epelaez	0	0
eperez	37615772	3113058
erich	305074692	9537055
evelyn	41600817	1857029
evelyn.mayo	0	0
fabien	3137532	471627
faselis	27525221	1554582
fausto	66090735	4917933
gabriel	0	0
gilberto	44637039	2162200
giset	72965069	4037601
gretel	0	0
grethel	0	0
hendrik	0	0
heredia	0	0
herminio	209159798	4535076
humberto	0	0
idalis	4923427	225677
ileanagr	6047403	524642
ileanasl	8100397	126978
ileanat	26330115	2953203
imanuel	158591008	7123163
isac	0	0
ismaray	121653268	2194199
ismary	4399915	117085
ivan.castellanos	0	0
ivonne	0	0
ivonnerv	0	0
jacome	0	0
jacque	13439546	710044
janette	0	0
javi.lopez	1258394422	10886586
jcarrillo	0	0
jcasamayor	0	0
jfalcon	3443864513	43366276
jorge	0	0
jpuñales	188466766	7907203
jrodriguez	311382216	3245994
jvr	112759678	9237640
karenriera	1436222	91850
kenia	0	0
ksantos	0	0
laura.rivas	320584	94711
lazaro	0	0
lazaro.pina	299607792	14967162
lbcubas	0	0
leandy	0	0
leanie	293078188	21518977
lenier	50170759	6116743
leonardo	5542018	249746
leyla	0	0
lgarcia	69436467	5954589
liana	0	0
liena	0	0
liliana	285250891	29322320
liris	0	0
lisette	99638452	5207828
lisi	0	0
lissy	509	351
llilian	0	0
lmaria	0	0
loida	290252	42459
lorena	0	0
luis	146117074	6607607
madai	0	0
magda	0	0
manresa	310431191	4157021
manuel	16844909	1181876
mariam	44425359	5924006
marieladp	14685798	436150
marilyn	0	0
mario	267418757	18709264
marlenin	0	0
marthah	0	0
maydelin	0	0
maydelin.ds	0	0
mayelin	0	0
mayelis	394118	67769
maylen	0	0
mayra	0	0
mbravo	9438954	182052
mcreyes	0	0
melba	26290008	1369300
mercedes	0	0
merleneg	0	0
meylin	282423073	19620892
mhcollazo	47551209	3352499
miriam	0	0
mirta	211793468	2402942
mirza	145475597	5585915
mylene	36754317	175675
naisy	0	0
natacha	0	0
nestor	17829731	1442657
nieves	208668541	13701615
niovis	1412846	174504
noaris	404512	129979
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	373580624	19418680
olguita	11054617	683095
orisel	0	0
orlando	0	0
osmar	0	0
oxana	0	0
piqueras	20380447	3985399
pmando	0	0
rafadiaz	154882473	2455494
raidel	0	0
raisi	119421177	5276071
rancol	60452647	6893185
raul	0	0
raulc	2962251	243512
rcaballero	0	0
regla	0	0
rene	608614	178299
reynaldo	369608637	3142832
rfuentes	0	0
rizene	0	0
roberto	310870152	3736531
rodolfo	0	0
rodrigo	29112651	1555399
rosa	0	0
roseli	25050231	1184686
rquintanilla	2411999351	25192917
rromero	0	0
salon6	0	0
sarah	48314820	3758862
seprot	0	0
servidores	798788161	1982171
silvita	37550339	2113257
sistemas	0	0
sonia	0	0
susel	240446461	13401783
tamara.glez	0	0
torresvinent	0	0
urbano	0	0
veronica	63192767	1073233
violeta	118398400	4313137
virgilio	141296578	2990250
vladimir	0	0
wendy	0	0
xiomara	0	0
yadica	2069441	74406
yadiley	23797479	1738669
yadira	0	0
yahimara	114024609	9168178
yailin	0	0
yalina	0	0
yamila	2198030	72354
yamilacv	0	0
yamilaloli	6804255	689314
yanisel	150621457	11393242
yarmas	12015430	722729
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	239825882	6705039
ygordo	37963193	3060779
ygutierrez	0	0
yisel	133490	38155
ylima	0	0
yolaine	154760212	10280612
yperez	0	0
yudith	48812106	4988385
yuliet	44410970	8661772
yumara	0	0
yumy	21751383	2592502
yunier	142889641	14397205
yusmari	0	0
zenia	140833338	7234762
zulema	0	0
hendrikr	0	0
francis	0	0
rachel	142943085	550775
