username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	143914725	13384020
adalberto	0	0
adamelis	0	0
addys	114590940	12034715
adria	3530839	443498
adrianamg	0	0
aleyda	0	0
alicia	95545283	4928994
alida	519424452	4888617
alina	8117792	777607
amarilys	0	0
amarrero	21556855	2713290
ambar	256286649	19999061
amorgado	0	0
ana.laura	6983698	484587
anagloria	181654640	18889817
anamayra	0	0
ananidia	111222043	5060198
anapilar	16807200	1965881
anaraime	43930284	4280831
angelica	0	0
ankumu	151640657	5661327
annerys	0	0
antonio	0	0
aracelys	173862362	16366310
ariadna	59845252	5388901
arismary	0	0
arletys	16112987	588413
armando	31964022	3315916
arnaldo	0	0
arodriguez	55629838	99380
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	60094588	6871168
b.peon	0	0
barbara	0	0
belar	104372723	10184606
belkis	236347032	56800371
berta	0	0
biorkys	0	0
blanca	251178	49814
bmazon	0	0
bobrador	0	0
campos	181508323	17399952
carmen	203382166	14698049
carmen.fdez	0	0
carmenevelyn	34847289	4613290
cary	2464303	115185
celeste	0	0
charly	0	0
chavely	0	0
csanchez	198309555	9744208
cvarela	0	0
dailen	0	0
dainik	0	0
dalia	191191267	6997292
dalila	0	0
danay	78755449	1620221
danayd	0	0
dayamim	235019702	18140827
dayanira	78604226	8750562
daylin	0	0
dbcruz	0	0
deneb	0	0
denys	0	0
dergis	56778105	7491247
dgmitjams	0	0
dhernandez	0	0
diadelis	166023147	70285830
dianalay	313563380	21322195
dianapr	0	0
dorian	0	0
dulce	0	0
dunia	0	0
dunia.glez	1362149	156008
e.suarez	27581386	3178756
ealcolea	73103255	2351096
eileen	0	0
elenalaviellez	18980368	2037923
elva	0	0
epelaez	0	0
eperez	0	0
erich	0	0
evelyn	13398617	392635
evelyn.mayo	0	0
fabien	509	351
faselis	11148093	766416
fausto	12391737	1028475
gabriel	0	0
gilberto	310741295	3837723
giset	0	0
gretel	0	0
grethel	0	0
hendrik	0	0
heredia	1842851	226828
herminio	0	0
humberto	0	0
idalis	0	0
ileanagr	85384076	6081864
ileanasl	1423815	235372
ileanat	14050354	1002751
imanuel	4560934	420433
isac	178204389	18601226
ismaray	0	0
ismary	0	0
ivan.castellanos	0	0
ivonne	0	0
ivonnerv	47652380	3117526
jacome	0	0
jacque	196138659	539026
janette	0	0
javi.lopez	7233423217	24430983
jcarrillo	2051587021	10804972
jcasamayor	0	0
jfalcon	0	0
jorge	691047170	21131032
jpuñales	295479113	19146775
jrodriguez	190563569	3028637
jvr	0	0
karenriera	0	0
kenia	0	0
ksantos	0	0
laura.rivas	52039698	2994566
lazaro	0	0
lazaro.pina	184103614	9783882
lbcubas	20604890	947268
leandy	73697833	4995220
leanie	134548469	16402228
leonardo	53325733	2149923
leyla	7761438	565519
lgarcia	129513490	10951626
liana	0	0
liena	102303645	6830454
liliana	286673004	27944203
liris	0	0
lisette	56426777	3789339
lisi	92684915	6363381
lissy	0	0
llilian	751299	183653
lmaria	0	0
loida	0	0
lorena	519128792	7013575
luis	109202551	9606664
madai	41213390	3482414
magda	0	0
manresa	12649418	660295
manuel	16926357	1278853
mariam	49713611	6494970
marieladp	0	0
marilyn	39365556	1699723
mario	117307555	8079878
marlenin	77066159	565578
marthah	109319664	1037642
maydelin	8167224	810916
maydelin.ds	0	0
mayelin	0	0
mayelis	0	0
maylen	277749873	36885194
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
mercedes	0	0
merleneg	16965557	412079
meylin	0	0
mhcollazo	49506090	3693350
miriam	0	0
mirta	73210129	1051250
mirza	0	0
mylene	17562994	592467
naisy	607624	135647
natacha	34683473	3572669
nestor	2489689	349230
nieves	0	0
niovis	25190790	499102470
noaris	22438691	2549080
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	0	0
olguita	0	0
orisel	0	0
orlando	5375064	347968
osmar	311517514	3102539
oxana	0	0
piqueras	0	0
pmando	0	0
rafadiaz	151591646	5749761
raidel	0	0
raisi	76867358	591338
rancol	7338052	362903
raul	0	0
raulc	11523179	739957
rcaballero	0	0
regla	100346593	9669660
rene	693617	266576
reynaldo	504694562	12506869
rfuentes	234682416	14990386
rizene	0	0
roberto	161810902	4385606
rodolfo	11112628	1882750
rodrigo	0	0
rosa	15025611	2060563
roseli	0	0
rquintanilla	3096958	426997
rromero	92960946	8488777
salon6	0	0
sarah	3863592	253127
seprot	0	0
servidores	249815321	766118
silvita	0	0
sistemas	0	0
sonia	0	0
susel	306198003	8411114
tamara.glez	0	0
urbano	209948712	13961430
veronica	25301691	4801624
violeta	131794532	15597740
virgilio	0	0
vladimir	0	0
wendy	0	0
xiomara	33345026	2406337
yadica	74052609	4409167
yadiley	1702261	232633
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	32688231	1123773
yamila	0	0
yamilacv	0	0
yamilaloli	0	0
yania	0	0
yanisel	24785950	5686434
yarmas	1367717	169745
yborjas	236410	117764
yelenies	0	0
yency	0	0
ygonzalez	259092621	10626504
ygordo	0	0
ygutierrez	270086093	8542080
yisel	927750	169904
ylima	149847109	7468499
yolaine	0	0
yperez	0	0
yudith	65940966	10166008
yuliet	90276967	11977695
yumara	13658705	9806972
yumy	0	0
yunier	136316283	20978055
yusmari	0	0
zenia	95096349	3916041
zulema	9442170	915904
