username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	14393652	2533429
addys	228158529	14947339
adria	0	0
adrianamg	0	0
aleyda	0	0
alicia	0	0
alida	0	0
alina	101868385	2474805
amarilys	0	0
amarrero	11131043	910621
ambar	150205297	8878196
ana.laura	390723	112961
anagloria	74791143	5829498
anamayra	220122	42577
ananidia	45779932	4775000
anapilar	0	0
anaraime	0	0
angelica	14096309	975503
ankumu	3046854	292198
annerys	0	0
antonio	0	0
aracelys	134551583	7439549
ariadna	509	351
arismary	291632956	14537880
arletys	293529876	21043036
armando	89209954	5994790
arnaldo	0	0
arodriguez	95825305	320290
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	12981158	979920
b.peon	0	0
babyr	0	0
barbara	0	0
belar	70409064	10679572
belkis	226185345	10275695
berta	0	0
biorkys	39864743	3042984
blanca	1769217	170365
bmazon	119682816	17755342
bobrador	0	0
camila	0	0
campos	0	0
cantero	8664391	588026
carmen	317630817	14698319
carmen.fdez	0	0
carmenevelyn	5498763	312268
cary	16320518	615867
celeste	105662213	40586608
chavely	0	0
csanchez	295172215	5895288
cvarela	34757307	464475
dailen	0	0
dainik	159745463	21438990
dalia	1070930	697617
dalila	96244326	2383753
danay	45778017	819003
danayd	99249712	380850
dayamim	89155895	27206271
dayanira	24811770	2282922
daylin	0	0
dbcruz	131111765	15892740
deneb	0	0
denys	0	0
dergis	0	0
dgmitjams	0	0
dhernandez	0	0
diadelis	72890296	6300459
dianalay	105970130	15501346
dianapr	0	0
directora	0	0
dorian	10244568	355260
dulce	0	0
dunia	0	0
dunia.glez	0	0
e.suarez	14754840	2824317
ealcolea	0	0
eileen	2205210	185336
elenalaviellez	168600023	8841456
elva	120111021	10721805
epelaez	0	0
eperez	294113752	20475827
erich	66477916	6713958
evelyn	66218645	329597
evelyn.mayo	0	0
fabien	0	0
faselis	44441104	2130108
fausto	0	0
francis	0	0
gabriel	0	0
gilberto	49340347	4408759
giset	0	0
gretel	409586	69097
grethel	0	0
hendrik	0	0
hendrikr	0	0
heredia	3893515	338511
herminio	0	0
humberto	0	0
idalis	0	0
ileanagr	258225	76672
ileanasl	0	0
ileanat	0	0
imanuel	162191	61984
isac	0	0
ismaray	125193159	12921720
ismary	0	0
ivan.castellanos	0	0
ivonne	12898931	217994
ivonnerv	0	0
jacome	0	0
jacque	0	0
janette	26615847	2859933
jasiel	161475042	2462977
javi.lopez	3723280145	6016888
jcarrillo	0	0
jcasamayor	249454468	3249098
jfalcon	4214573976	55650747
jorge	463706722	10727869
jpuñales	308151395	6459485
jvr	51296992	6241499
karenriera	19355	5564
kenia	0	0
ksantos	0	0
laura.rivas	87131	37126
lazaro	37554769	899761
lazaro.pina	299371496	15228616
lbcubas	3359075	226789
leandy	0	0
leanie	0	0
lenier	142771118	14516857
leonardo	45700770	869875
leyla	0	0
lgarcia	181034355	15551584
liana	997842	170173
liena	0	0
liliana	138070081	9953902
liris	0	0
lisette	0	0
lisi	267493607	14428861
lissy	0	0
llilian	520070	214405
lmaria	0	0
loida	544527	215618
lorena	2437245538	84912551
luis	61795517	8299415
madai	78186255	7191952
magda	0	0
manresa	306544472	8068175
manuel	14779664	1262124
mariam	0	0
marieladp	0	0
marilyn	310193355	4432557
mario	246375866	19517432
marlenin	0	0
marthah	9237269	140667
maydelin	152088841	10128231
maydelin.ds	0	0
mayelin	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
mercedes	0	0
merleneg	15356911	690166
meylin	197767144	16456638
mfumero	0	0
mhcollazo	20599644	2058771
miriam	43744879	5169073
mirta	219618436	2555557
mirza	0	0
mylene	0	0
naisy	1294885	131338
natacha	73236845	1507753
nestor	33631465	2315984
nieves	232968252	18481356
niovis	1489745	178435
noaris	0	0
nod32	0	0
obriel	25903079	2195758
ocastro	0	0
oisis	0	0
olga	5563260	592081
olguita	1404074	233753
orisel	0	0
orlando	248960	35386
osmar	0	0
oxana	0	0
piqueras	0	0
pmando	0	0
rachel	0	0
rafadiaz	153853391	3439107
raidel	55798646	4595462
raisi	91605745	9881097
rancol	25963617	1253254
raul	113008819	2779837
raulc	0	0
rcaballero	0	0
regla	0	0
rene	0	0
reynaldo	0	0
rfuentes	298574104	16029283
rizene	0	0
roberto	190676282	2516073
rodolfo	84324657	17480336
rodrigo	138360203	7691034
rosa	0	0
roseli	57464190	4407312
rquintanilla	135621990	11796344
rromero	87408854	7531416
salon6	0	0
sarah	0	0
seprot	0	0
servidores	169742163	3685969
silvita	0	0
sistemas	0	0
sonia	0	0
susel	90850979	7764396
tamara.glez	4377667	231795
torresvinent	156203702	1091944
urbano	150808871	4633486
veronica	0	0
violeta	62242149	3297752
virgilio	12517996	324358
vladimir	0	0
wendy	0	0
xiomara	6224288	267576
yadica	0	0
yadiley	23913	8754
yadira	209401742	12243672
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	59641264	3062885
yamilacv	0	0
yamilaloli	588996	91848
yanisel	97997750	14248574
yarmas	5343309	205321
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	307833021	6755040
ygordo	18001203	282052
ygutierrez	34175785	2303307
yisel	0	0
ylima	114799360	5753962
yolaine	129030335	8915455
yperez	119879580	11532469
yudith	101072077	10109630
yuliet	61256029	8571941
yumara	0	0
yumy	28190780	1287437
yunier	135546518	21739936
yusmari	147877869	8972924
zenia	192829430	6836453
zulema	0	0
