username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aalfonso	143145205	14170137
aaronvega	54836313	4488588
adalberto	0	0
adamelis	2404907	296950
adria	63882078	2845697
adrianamg	101532875	9445073
aleyda	97445497	2396244
alicia	0	0
alida	32966866	1789198
alina	0	0
amarilys	0	0
amarrero	154723374	2594448
ambar	0	0
amorgado	2582465873	27448963
ana.laura	0	0
anagloria	141084652	17168862
anamayra	33992017	3714968
ananidia	0	0
anapilar	73998631	5995309
anaraime	0	0
angelica	149643947	5198592
ankumu	0	0
annerys	0	0
aracelys	96811869	9487173
ariadna	340	351
arismary	100308787	11906671
arletys	0	0
armando	136240055	5266136
arnaldo	0	0
arodriguez	71511297	40948483
atorrella	14085583	684094
avossirini	0	0
aymara	444	352
ayme	0	0
b.peon	0	0
barbara	0	0
belar	98150024	7775431
belkis	12646851	527250
berta	0	0
biorkys	7367140	416178
blanca	18765920	917476
bmazon	0	0
bobrador	0	0
campos	0	0
carmen	131891091	5957878
carmen.fdez	0	0
cary	69531144	778695
celeste	147380655	14911731
charly	0	0
chavely	0	0
cvarela	35198403	1637292
dailen	0	0
dainik	279403739	20562960
dalia	0	0
danay	38671934	1039682
danayd	0	0
dayamim	0	0
dayanira	23191367	2197423
daylin	0	0
dbcruz	149737488	7608487
deneb	0	0
denys	50833627	3026795
dergis	34166104	2707988
dgmitjams	0	0
dhernandez	118252125	10995696
diadelis	46880005	8045101
dianalay	0	0
dianapr	17239060	680788
dorian	0	0
dulce	0	0
dunia	71404815	12126527
dunia.glez	0	0
e.suarez	14419239	2084498
ealcolea	0	0
eileen	201762115	30014844
elenalaviellez	0	0
eloina	0	0
elsanchez	0	0
elva	0	0
epelaez	0	0
eperez	111244854	4617116
erich	114494266	6688521
estrella	0	0
evelyn.mayo	0	0
fabien	0	0
faselis	43156716	4774475
fausto	67970235	8853505
gabriel	0	0
gilberto	311878558	2724065
giset	269221197	17000666
gretel	0	0
hendrik	0	0
heredia	5451462	575397
herminio	167098529	15827325
humberto	0	0
idalis	0	0
ileanagr	477774	128379
ileanasl	333372	13591
ileanat	2844290	417699
imanuel	96325859	3898087
isac	0	0
ismaray	39531338	3740648
ismary	3996994	97861
ivonne	13411792	898105
ivonnerv	0	0
jacome	1140716173	24126671
jacque	311423347	3181309
janette	0	0
javi.lopez	2319499167	8821201
jcarrillo	0	0
jcasamayor	272893002	4979785
jessica	145876296	11410504
jfalcon	0	0
jorge	65531997	4134051
jpuñales	511105673	13211014
jrodriguez	313736969	872270
jvr	205439474	12595457
karen	0	0
karenriera	0	0
kenia	312196373	2415913
ksantos	0	0
laura.rivas	158080673	7745537
lazaro	0	0
lazaro.pina	0	0
lbcubas	7410098	403955
leandy	206224547	2773559
leanie	38811651	2422809
leonardo	29741526	803819
leyla	0	0
lgarcia	142587009	12860105
liana	0	0
liena	78008152	11547201
liliana	0	0
liris	0	0
lisandra	140189458	433695
lisi	0	0
lissy	0	0
llilian	0	0
lmaria	0	0
loida	0	0
lorena	0	0
luis	73960845	4752099
madai	0	0
magda	67409808	7884940
manresa	0	0
mariam	190257559	9726311
marieladp	0	0
marilyn	0	0
mario	0	0
marlenin	0	0
maydelin	893577	262649
maydelin.ds	0	0
mayelin	76212942	8962950
mayelis	0	0
maylen	290757380	23815798
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	20328358	1209289
mercedes	156776281	574244
merleneg	100226554	3388900
meylin	78279991	6433646
mhcollazo	21861615	1365786
miriam	13499103	948139
mirta	0	0
mirza	0	0
mylene	2368236	194098
naisy	0	0
natacha	0	0
nestor	0	0
nieves	85897300	6433909
niovis	0	0
noaris	107184745	24555990
nod32	0	0
obriel	55958146	961658
ocastro	0	0
oisis	0	0
olga	0	0
olguita	3560465	171447
olivia	0	0
orisel	308842076	5753143
orlando	0	0
osmar	0	0
oxana	0	0
piqueras	0	0
pmando	0	0
rafadiaz	155422160	1901416
raidel	143053066	5549308
raisi	0	0
rancol	54660824	4386275
raul	0	0
raulc	0	0
rcaballero	0	0
regla	89649634	4585523
rene	34375352	3653040
reynaldo	442940462	31780240
rfuentes	368185	64633
rizene	0	0
roberto	57505203	4279018
rodolfo	118817167	6837413
rodrigo	0	0
rosa	12625696	223976
roseli	0	0
rquintanilla	0	0
rromero	307497271	7120507
salon6	0	0
sarah	0	0
seprot	0	0
servidores	186074893	765693
sheila	0	0
silvita	0	0
sistemas	775	156
sonia	0	0
susel	0	0
tamara.glez	65968565	3144707
urbano	136814525	6123179
veronica	0	0
violeta	257499356	29708735
vladimir	0	0
wendy	68519700	6176026
xiomara	89071228	5669733
yadica	142761600	14535938
yadiley	30633700	6811912
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	2798898	132291
yamila	132368974	13550529
yamilacv	0	0
yamilaloli	0	0
yamira	0	0
yania	0	0
yanisel	0	0
yarmas	7164550	336834
yborjas	0	0
yelenies	8805714	132637
yency	0	0
ygonzalez	0	0
ygordo	9365659	854265
ygutierrez	3056221	272288
yisel	0	0
ylima	0	0
yolaine	0	0
yperez	186631103	20989946
yudith	0	0
yuliet	0	0
yumara	6198	2562
yumy	77643044	7249886
yunier	148818439	8471649
yusmari	0	0
zenia	254551801	11319169
zulema	0	0
manuel	0	0
