username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aalfonso	145163638	12128003
aaronvega	0	0
adalberto	0	0
adamelis	0	0
addys	0	0
adria	0	0
adrianamg	8850411163	46323379
aleyda	0	0
alicia	64638556	2601274
alida	0	0
alina	0	0
amarilys	0	0
amarrero	0	0
ambar	141193016	10624686
amorgado	13423685403	39554521
ana.laura	22825747	2467142
anagloria	183314867	16801164
anamayra	0	0
ananidia	0	0
anapilar	58219026	4961731
anaraime	187945979	27061659
angelica	6980813	534133
ankumu	56713356	4246067
annerys	0	0
aracelys	0	0
ariadna	0	0
arismary	0	0
arletys	137013076	27454301
armando	0	0
arnaldo	0	0
arodriguez	132854240	29722081
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	0	0
b.peon	0	0
barbara	0	0
belar	157752140	13851009
belkis	235117990	8465626
berta	0	0
biorkys	0	0
blanca	0	0
bmazon	0	0
bobrador	0	0
campos	0	0
carmen	2509277	1621949
carmen.fdez	0	0
cary	0	0
celeste	0	0
charly	115193103	3368462
chavely	0	0
csanchez	0	0
cvarela	0	0
dailen	0	0
dainik	0	0
dalia	0	0
danay	191438183	6797850
danayd	21332628	1964761
dayamim	48508929	3090910
dayanira	58520882	18142041
daylin	27225359	1496509
dbcruz	113191242	7566506
deneb	43008104	3781305
denys	0	0
dergis	26913100	2782881
dgmitjams	0	0
dhernandez	0	0
diadelis	67446855	9399302
dianalay	0	0
dianapr	0	0
dorian	0	0
dulce	0	0
dunia	0	0
dunia.glez	0	0
e.suarez	19119363	2278825
ealcolea	0	0
eileen	6320037	818156
elenalaviellez	0	0
eloina	0	0
elsanchez	0	0
elva	0	0
epelaez	0	0
eperez	45070388	4159110
erich	0	0
estrella	0	0
evelyn	29689472	2343442
evelyn.mayo	0	0
fabien	18416402	758801
faselis	50967563	2591788
fausto	23600859	720124
gabriel	0	0
gilberto	241932275	3733346
giset	0	0
gretel	0	0
grethel	35616297	1827713
hendrik	0	0
heredia	0	0
herminio	39514190	1906308
humberto	0	0
idalis	0	0
ileanagr	91396671	8055778
ileanasl	5693542	329028
ileanat	113137649	3287413
imanuel	0	0
isac	0	0
ismaray	42887914	3173967
ismary	0	0
ivan.castellanos	105176018	2548805
ivonne	17311750	1780498
ivonnerv	244696100	11939450
jacome	0	0
jacque	0	0
janette	0	0
javi.lopez	0	0
jcarrillo	4860076	359695
jcasamayor	0	0
jessica	153797076	3492357
jfalcon	0	0
jorge	0	0
jpuñales	320958038	12505109
jrodriguez	0	0
jvr	0	0
karenriera	0	0
kenia	0	0
ksantos	0	0
laura.rivas	35086790	3195706
lazaro	0	0
lazaro.pina	299118844	15497588
lbcubas	1016981	127485
leandy	300566863	14040528
leanie	0	0
leonardo	0	0
leyla	53905664	5521789
lgarcia	0	0
liana	15207365	1118902
liena	15413122	3423077
liliana	0	0
liris	313943978	670851
lisandra	128916778	7543446
lisette	270583808	12087460
lisi	0	0
lissy	0	0
lmaria	0	0
loida	7477389	196387
lorena	1204195801	22299479
luis	115189150	5285640
madai	180350889	18522697
magda	0	0
manresa	53356031	1778437
manuel	0	0
mariam	0	0
marieladp	0	0
marilyn	12505394	563109
mario	0	0
marlenin	0	0
maydelin	0	0
maydelin.ds	0	0
mayelin	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	50234689	2879724
melba	0	0
mercedes	0	0
merleneg	0	0
meylin	0	0
mhcollazo	0	0
miriam	0	0
mirta	0	0
mirza	0	0
mylene	0	0
naisy	0	0
natacha	0	0
nestor	0	0
nieves	243644381	22935160
niovis	0	0
noaris	0	0
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	9676342	332185
olguita	0	0
olivia	0	0
orisel	0	0
orlando	13122568	381680
osmar	0	0
oxana	0	0
piqueras	0	0
pmando	0	0
rafadiaz	156059605	1278127
raidel	0	0
raisi	0	0
rancol	0	0
raul	133491752	1707880
raulc	6741744	110704
rcaballero	0	0
regla	0	0
rene	199358	25888
reynaldo	0	0
rfuentes	0	0
rizene	0	0
roberto	0	0
rodolfo	0	0
rodrigo	0	0
rosa	14084650	797763
roseli	0	0
rquintanilla	0	0
rromero	0	0
salon6	0	0
sarah	0	0
seprot	0	0
servidores	51402524	762927
sheila	0	0
silvita	43602980	2273917
sistemas	254861	1404
sonia	0	0
susel	71285819	5649271
tamara.glez	0	0
urbano	0	0
veronica	22938435	1818388
violeta	108056625	8152721
virgilio	0	0
vladimir	0	0
wendy	0	0
xiomara	285532	44453
yadica	145084494	12215873
yadiley	0	0
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	15026178	1041472
yamilacv	0	0
yamilaloli	841885	173206
yamira	0	0
yania	0	0
yanisel	0	0
yarmas	9814750	236525
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	301468941	13107820
ygordo	0	0
ygutierrez	1182604	85176
yisel	0	0
ylima	87249793	3310987
yolaine	88989928	6790470
yperez	0	0
yudith	0	0
yuliet	0	0
yumara	0	0
yumy	0	0
yunier	151540556	5796977
yusmari	61983863	4548161
zenia	0	0
zulema	117920829	8358389
