username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	293070230	6029140
adamelis	13064197	495940
addys	155147879	14603143
adria	128239	56468
adrianamg	34694982	3189805
aleyda	0	0
alicia	93102904	2730350
alina	40969112	3015490
amarilys	0	0
ambar	93349239	3496518
ana.laura	1318769	179210
anagloria	74995128	7457854
anamayra	0	0
ananidia	61717677	3054343
anapilar	0	0
angelica	34703110	3515031
ankumu	137362799	1641689
annerys	0	0
antonio	0	0
aracelys	104973599	13855377
ariadna	0	0
arismary	299703824	14919016
arletys	28905526	328768
armando	72952844	2980575
arnaldo	0	0
arodriguez	27792	29446
atorrella	0	0
avossirini	0	0
aymara	3372603	190208
ayme	177398140	6760864
b.peon	0	0
barbara	0	0
belar	88965528	3096727
belkis	55125984	2600725
berta	0	0
biorkys	193872310	10951357
blanca	18835092	770194
bmazon	0	0
bobrador	0	0
camila	848083	65664
camilav	0	0
campos	0	0
canfux	116732916	7954699
carmen	787931680	34619413
carmen.fdez	0	0
carmenevelyn	143325549	1450423
cary	0	0
celeste	0	0
chavely	0	0
csanchez	105882657	3422855
cvarela	794005	118754
dailen	94031637	5902122
dalia	0	0
dalila	0	0
danay	0	0
danayd	12839410	251679
dayamim	0	0
dayanira	151043048	11727674
daylin	0	0
dbcruz	0	0
deneb	125421791	10741325
denys	0	0
dergis	0	0
dhernandez	44113728	2854355
diadelis	37760846	1738974
dianalay	0	0
dianapr	116050000	2116568
directora	0	0
dorian	78733796	5684188
dulce	0	0
dunia	0	0
dunia.glez	0	0
e.suarez	10714998	484405
ealcolea	17934150	566762
eileen	132364376	8659480
elva	206529419	7867753
epelaez	0	0
eperez	0	0
erich	191744433	6883923
evelyn	0	0
evelyn.mayo	20099901	1112967
fabien	0	0
faselis	71772185	3573189
fausto	1044271331	4318189
francis	0	0
frank.tb	60972512	6614642
gilberto	311145134	3436070
giset	60130688	5968096
gretel	449695	100199
grethel	0	0
hendrik	0	0
hendrikr	0	0
heredia	6992185	491201
humberto	0	0
idalis	0	0
ileanagr	65891721	3444905
ileanasl	13385102	423834
ileanat	13256594	838558
imanuel	0	0
isac	0	0
ismaray	153808447	3505344
ismary	0	0
ivan.castellanos	0	0
ivonne	33251932	2396877
ivonnerv	38132740	1890247
jacome	0	0
jacque	209609176	2071413
janette	307592588	6985514
jasiel	0	0
javi.lopez	342622024	13299406
jcarrillo	130773416	1476421
jcasamayor	73960407	5315626
jfalcon	0	0
jorge	480032828	8270798
jpuñales	15375	4540
jvr	0	0
karenriera	149446493	7849170
kenia	17083596	1557197
ksantos	0	0
laura.rivas	185063970	13310598
lazaro	154046818	3246393
lazaro.pina	300222439	14410945
lbcubas	1637362	167332
leandy	0	0
leanie	0	0
lenier	0	0
leonardo	74733262	2439244
leyla	0	0
lgarcia	0	0
liana	350104	99758
liena	17088791	1507219
liliana	0	0
liris	312086703	2526748
lisette	166185030	6367945
lisi	65703530	3826678
lissy	0	0
llilian	0	0
lmaria	0	0
loida	0	0
lorena	0	0
luis	94988825	5832360
madai	97234648	6812627
magda	18415610	1725629
manresa	0	0
manuel	0	0
mariam	0	0
marieladp	0	0
marilyn	0	0
mario	1458	880
marlenin	0	0
marlon	40671279	2124595
marthah	156436673	880002
maydelin	106845626	9343779
maydelin.ds	0	0
mayelis	73283515	999930
maylen	23893395	1549047
mayra	0	0
mbravo	0	0
mcreyes	34425780	754459
melba	83007258	3198859
melissa	0	0
mercedes	0	0
merleneg	304131536	10487596
mfumero	147936544	9369955
mhcollazo	136459127	3602691
miriam	375085093	1737820
mirta	0	0
mirza	0	0
mylene	23822734	1092041
naisy	0	0
natacha	13718825	231480
nestor	20910350	1375009
nieves	160684049	14224693
niovis	0	0
noaris	0	0
nod32	0	0
obriel	2434819	194665
ocastro	0	0
oisis	0	0
olga	71622	4104
olguita	30858105	1169917
orisel	0	0
orlando	0	0
orlandos	0	0
oxana	0	0
piqueras	24689733	2496846
pmando	0	0
racarreras	0	0
rachel	4967229	239834
rafadiaz	0	0
raidel	21546178	1903683
raisi	46353267	2825744
rancol	7640561	664941
raul	21943291	847206
raulc	0	0
regla	35215809	10564351
rene	218134	65112
rfuentes	288331800	26254512
roberto	0	0
rodolfo	0	0
rodrigo	0	0
rosa	0	0
roseli	0	0
rquintanilla	1160025243	41109679
rromero	0	0
salon6	0	0
sarah	959130	94461
segurmatica	108628	4548
seprot	0	0
servidores	31679023	5793373
silvita	0	0
sistemas	0	0
somja	194464578	11320235
sonia	0	0
susel	295229640	19358217
tamara.glez	307964148	3428290
torresvinent	45233809	3380832
urbano	0	0
veronica	0	0
violeta	0	0
virgilio	1506	4688
vladimir	0	0
wendy	0	0
xiomara	0	0
yadica	0	0
yadiley	30834823	1948488
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	97157113	3247709
yamila	0	0
yamilacv	0	0
yamilaloli	0	0
yanisel	0	0
yarmas	17241568	691730
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	64039268	2768780
ygordo	0	0
ygutierrez	190874047	20633234
yisel	0	0
ylima	138786219	7314645
yolaine	84875379	2691668
yperez	0	0
yudith	74481664	4556252
yuliet	60363970	4898178
yumara	0	0
yumy	0	0
yunier	152629458	4699465
yusmari	149467959	7863827
zenia	224230994	15213469
zulema	0	0
meylin	231155734	16539455
