username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	13147611	1378582
addys	296884368	17692320
adria	2490588	135442
adrianamg	0	0
aleyda	73919556	3677250
alicia	0	0
alina	37444984	3488766
amarilys	0	0
ambar	135651917	6595024
ana.laura	22708283	1529040
anagloria	64040046	5397741
anamayra	0	0
ananidia	7054515	1504454
anapilar	0	0
angelica	10965466	186479
ankumu	154640622	2679328
annerys	313164166	1414456
antonio	0	0
aracelys	183481635	16978757
ariadna	73016427	4929669
arismary	0	0
arletys	0	0
armando	234633174	4833828
arnaldo	0	0
arodriguez	42579	45725
atorrella	0	0
avossirini	115367218	11019130
aymara	149151353	5718198
ayme	0	0
b.peon	0	0
barbara	0	0
belar	0	0
belkis	138341828	5883883
berta	0	0
biorkys	0	0
blanca	313558437	1075166
bmazon	110983520	9398802
bobrador	0	0
camila	496653	109127
camilav	0	0
campos	0	0
canfux	143180253	14116853
carmen	0	0
carmen.fdez	0	0
carmenevelyn	50953310	357596
cary	57210965	2930860
celeste	0	0
chavely	0	0
csanchez	0	0
cvarela	0	0
dailen	141422208	27650162
dalia	125017111	6028096
dalila	130160648	4086198
danay	71406260	2257892
danayd	0	0
dayamim	0	0
dayanira	72205430	5227698
daylin	0	0
dbcruz	0	0
deneb	181513282	13218584
denys	150882335	6446637
dergis	0	0
dhernandez	0	0
diadelis	0	0
dianalay	379205744	12162341
dianapr	0	0
directora	0	0
dorian	0	0
dulce	0	0
dunia	162862973	7171812
dunia.glez	0	0
e.suarez	92776444	3987288
ealcolea	0	0
eileen	90053667	5980842
elva	0	0
epelaez	0	0
eperez	107478280	10583851
erich	250205	81185
evelyn	0	0
evelyn.mayo	0	0
fabien	40270244	1365363
faselis	148845072	8484440
fausto	103982404	1110105
francis	73818192	3477670
frank.tb	103217610	16871812
gilberto	274126939	3695319
giset	43456197	5751693
gretel	5940766	15571196
grethel	0	0
hendrik	0	0
hendrikr	0	0
heredia	2925002	750556
humberto	0	0
idalis	0	0
ileanagr	0	0
ileanasl	14805725	775209
ileanat	2273937	361511
imanuel	0	0
isac	0	0
ismaray	149861359	4871062
ismary	0	0
ivan.castellanos	0	0
ivonne	9125207	650826
ivonnerv	0	0
jacome	0	0
jacque	0	0
janette	0	0
jasiel	311997859	2617010
javi.lopez	0	0
jcarrillo	0	0
jcasamayor	0	0
jfalcon	0	0
jorge	0	0
jpuñales	185126015	7040493
jvr	185673417	8658100
karenriera	16615059	536101
kenia	0	0
ksantos	0	0
laura.rivas	113385525	9994931
lazaro	0	0
lazaro.pina	263867213	15274520
lbcubas	0	0
leandy	0	0
leanie	49871224	3075790
lenier	0	0
leonardo	308224524	6381234
leyla	0	0
lgarcia	295178065	19415397
liana	67815630	464769
liena	18716370	3182366
liliana	0	0
liris	289758947	1437906
lisette	105063315	7041620
lisi	64217845	6448366
lissy	0	0
llilian	0	0
lmaria	0	0
loida	11294696	111120
lorena	0	0
luis	183384372	13095677
madai	295982690	18607822
magda	0	0
manresa	307188583	7431316
manuel	42589160	5696711
mariam	0	0
marieladp	0	0
marilyn	34961194	1032811
mario	198305475	10981688
marlenin	0	0
marlon	1977970	174756
marthah	0	0
maydelin	92606681	14235782
maydelin.ds	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	137990	19088
melissa	138921330	18398828
mercedes	0	0
merleneg	103154168	5096362
mfumero	61263961	3885782
mhcollazo	88963919	5435631
miriam	1126887	121040
mirta	0	0
mirza	0	0
mylene	0	0
naisy	190009116	11695388
natacha	0	0
nestor	28309	7789
nieves	85970340	9335564
niovis	0	0
noaris	0	0
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	50407758	3251282
olga	0	0
olguita	11697401	1716411
orisel	0	0
orlando	0	0
orlandos	0	0
oxana	67576447	3986837
piqueras	30002943	3423196
pmando	0	0
racarreras	0	0
rachel	1663768	292827
rafadiaz	154449440	2889771
raidel	31336449	1247032
raisi	78193334	2321866
rancol	0	0
raul	36724363	1838848
raulc	238014358	2355440
regla	0	0
rene	605208	177400
rfuentes	0	0
roberto	0	0
rodolfo	68007971	2030277
rodrigo	0	0
rosa	0	0
roseli	0	0
rquintanilla	637907504	26425344
rromero	0	0
salon6	0	0
sarah	0	0
segurmatica	714617	8711
seprot	0	0
servidores	107469454	3651938
silvita	0	0
sistemas	0	0
somja	1688345	91741
sonia	0	0
susel	126751812	13100990
tamara.glez	0	0
torresvinent	152052695	5270583
urbano	0	0
veronica	0	0
violeta	449296607	30467505
virgilio	152804938	4544632
vladimir	0	0
wendy	0	0
xiomara	0	0
yadica	1936742	201423
yadiley	11561473	2587736
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	198894069	12386359
yamilacv	0	0
yamilaloli	32258245	1439331
yanisel	112738746	13779882
yarmas	6790035	355103
yborjas	0	0
yelenies	0	0
yency	152846806	4455471
ygonzalez	288180131	11155263
ygordo	313669158	961584
ygutierrez	55087863	3697816
yisel	0	0
ylima	145774520	11555146
yolaine	180231685	8236218
yperez	0	0
yudith	143739182	13612630
yuliet	97403512	8805642
yumara	0	0
yumy	0	0
yunier	72583411	10412583
yusmari	147148008	10152582
zenia	96486101	3480063
zulema	35969519	2533548
meylin	93991420	7275587
