username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	0	0
addys	297374985	17198040
adria	405451	133688
adrianamg	152894751	7015863
aleyda	44840591	2726091
alicia	0	0
alina	0	0
amarilys	0	0
amarrero	154611364	2732094
ambar	0	0
ana.laura	4570972	340395
anagloria	62456994	6046164
anamayra	0	0
ananidia	0	0
anapilar	0	0
angelica	1684900	286307
ankumu	0	0
annerys	0	0
antonio	0	0
aracelys	0	0
ariadna	4415	702
arismary	303671778	10950048
arletys	0	0
armando	17172155	1404959
arnaldo	0	0
arodriguez	75255592	313048
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	44535144	1698645
b.peon	0	0
barbara	0	0
belar	19586179	588110
belkis	14827537	289781
berta	0	0
biorkys	0	0
blanca	743779	186361
bmazon	0	0
bobrador	0	0
camila	0	0
campos	42592318	2241616
canfux	113719941	8853454
carmen	692108856	21008541
carmen.fdez	0	0
carmenevelyn	0	0
cary	312821603	1798873
celeste	10338384	1482169
chavely	0	0
csanchez	120224040	3628756
cvarela	116993440	16921150
dailen	153425370	10318156
dainik	98933080	6814449
dalia	112844269	5383163
dalila	16431324	1115656
danay	51744628	778400
danayd	0	0
dayamim	0	0
dayanira	57379184	4081697
daylin	0	0
dbcruz	27252556	5225377
deneb	185752200	12094780
denys	148753610	8543189
dergis	0	0
dhernandez	644019	46270
diadelis	107435774	5941759
dianalay	85992112	10047884
dianapr	19696485	675986
directora	0	0
dorian	73157694	5596934
dulce	0	0
dunia	300929941	13661039
dunia.glez	0	0
e.suarez	29711428	4525769
ealcolea	7154395	256384
eileen	49722561	4015670
elva	51792703	2549022
epelaez	0	0
eperez	0	0
erich	124914133	5205282
evelyn	5081270	457151
evelyn.mayo	0	0
fabien	0	0
faselis	0	0
fausto	143662971	754638
francis	0	0
frank.tb	142883260	10605144
gilberto	0	0
giset	199250570	42139403
gretel	2450007	149829
grethel	46052162	3378945
hendrik	0	0
hendrikr	0	0
heredia	0	0
humberto	0	0
idalis	0	0
ileanagr	0	0
ileanasl	30388660	2227395
ileanat	26016751	3110722
imanuel	268586	84316
isac	81726043	9874807
ismaray	135518096	13668666
ismary	16328805	1782718
ivan.castellanos	0	0
ivonne	98298384	10143360
ivonnerv	43062950	4015251
jacome	0	0
jacque	0	0
janette	43375342	309667
jasiel	123319312	7540457
javi.lopez	0	0
jcarrillo	110440475	11828345
jcasamayor	270823598	7579629
jfalcon	955335595	29870574
jorge	293291560	965539834
jpuñales	304462519	10125675
jvr	69872143	7503698
karenriera	0	0
kenia	53985212	2425877
ksantos	0	0
laura.rivas	15817219	1183629
lazaro	0	0
lazaro.pina	299213405	15407826
lbcubas	1498920	145617
leandy	0	0
leanie	91238705	9156316
lenier	0	0
leonardo	309195103	5431267
leyla	58725213	5752349
lgarcia	130497601	10288994
liana	14677047	1393521
liena	0	0
liliana	0	0
liris	0	0
lisette	452727804	17664387
lisi	0	0
lissy	0	0
llilian	3102162	235993
lmaria	505775	167615
loida	19927401	996872
lorena	7612669	82437
luis	227555088	11800336
madai	246737845	18231838
magda	0	0
manresa	69742825	3634031
manuel	9537447	740301
mariam	126672890	13059966
marieladp	0	0
marilyn	308281277	6340843
mario	151504921	11196468
marlenin	20181237	921720
marlon	154034401	3294948
marthah	0	0
maydelin	57550426	4452112
maydelin.ds	0	0
mayelin	192739143	17729032
mayelis	0	0
maylen	27219222	3890401
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
melissa	95686818	10259034
mercedes	0	0
merleneg	22563839	1423525
meylin	200374923	10567297
mfumero	767355934	15340395
mhcollazo	0	0
miriam	119213144	5221012
mirta	0	0
mirza	79191766	2752471
mylene	38003870	1149906
naisy	78513231	3684167
natacha	27988784	2353563
nestor	1968806	175925
nieves	93534935	12930841
niovis	0	0
noaris	0	0
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	221183350	9925637
olguita	100742963	7238216
orisel	0	0
orlando	0	0
oxana	268405920	46181008
piqueras	0	0
pmando	0	0
rachel	0	0
rafadiaz	154988446	2300974
raidel	19761627	1931944
raisi	0	0
rancol	26247735	2316997
raul	8445959	374649
raulc	0	0
rcaballero	0	0
regla	0	0
rene	355032	109431
rfuentes	0	0
rizene	0	0
roberto	214391464	6405029
rodolfo	117780482	7715138
rodrigo	114283717	2246914
rosa	13335363	453289
roseli	29755910	2993578
rquintanilla	437576190	12868867
rromero	0	0
salon6	0	0
sarah	0	0
seprot	0	0
servidores	114055007	236451
silvita	142449707	9737996
sistemas	0	0
somja	0	0
sonia	0	0
susel	93841373	5886295
tamara.glez	510	351
torresvinent	0	0
urbano	305695274	8932911
veronica	0	0
violeta	120786770	10718373
virgilio	0	0
vladimir	0	0
wendy	210953668	6771638
xiomara	0	0
yadica	154315068	3011472
yadiley	0	0
yadira	178127532	12409592
yahimara	0	0
yailin	0	0
yalina	59973599	1121994
yamila	162904594	9944098
yamilacv	0	0
yamilaloli	287281	46594
yanisel	0	0
yarmas	0	0
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	0	0
ygordo	0	0
ygutierrez	2977502	187576
yisel	0	0
ylima	0	0
yolaine	298549042	16059925
yperez	0	0
yudith	144949575	12372469
yuliet	81802283	8476664
yumara	752866	57585
yumy	106660568	8132069
yunier	150621095	6671352
yusmari	65369596	9116808
zenia	0	0
zulema	0	0
orlandos	2994176	137961
