username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	0	0
addys	179214010	17746386
adria	290010873	7321792
adrianamg	0	0
aleyda	49448992	3117321
alicia	0	0
alina	8675743	282895
amarilys	0	0
amarrero	0	0
ambar	177167678	11131440
ana.laura	8464263	1746290
anagloria	0	0
anamayra	0	0
ananidia	29833569	2924311
anapilar	0	0
angelica	0	0
ankumu	154038348	3312466
annerys	0	0
antonio	0	0
aracelys	102576184	10601716
ariadna	510	351
arismary	88572859	5124060
arletys	305814821	8802244
armando	0	0
arnaldo	0	0
arodriguez	50246388	217886
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	110007692	5110214
b.peon	109598994	2508187
barbara	0	0
belar	48450244	4765728
belkis	130856006	1936771
berta	0	0
biorkys	7445644	1136463
blanca	0	0
bmazon	0	0
bobrador	0	0
camila	0	0
campos	96216548	6697846
canfux	143642178	13697605
carmen	0	0
carmen.fdez	0	0
carmenevelyn	17881738	343213
cary	0	0
celeste	48207895	20365607
chavely	0	0
csanchez	0	0
cvarela	42294046	4004811
dailen	60814846	4504535
dainik	0	0
dalia	23487713	654867
dalila	0	0
danay	17462085	755120
danayd	71191413	415539
dayamim	61605735	8089499
dayanira	53103685	4287288
daylin	0	0
dbcruz	0	0
deneb	146156417	8331383
denys	0	0
dergis	0	0
dhernandez	0	0
diadelis	76771839	10617596
dianalay	255923458	26955859
dianapr	313728456	858278
directora	0	0
dorian	0	0
dulce	0	0
dunia	255703530	23232572
dunia.glez	0	0
e.suarez	79953381	2879657
ealcolea	0	0
eileen	0	0
elva	8677487	663890
epelaez	24934358	1578410
eperez	201605500	9843648
erich	207356733	9895820
evelyn	0	0
evelyn.mayo	0	0
fabien	0	0
faselis	0	0
fausto	0	0
francis	96808636	3808284
frank.tb	145919704	11417770
gilberto	307392560	7243434
giset	51544088	4296599
gretel	1348615	142132
grethel	26847076	2083266
hendrik	36355121	1463225
hendrikr	0	0
heredia	8869461	925873
humberto	0	0
idalis	0	0
ileanagr	0	0
ileanasl	16611633	953908
ileanat	9733347	408668
imanuel	110330397	3522158
isac	47462728	3561386
ismaray	144603827	12729868
ismary	85956413	6187900
ivan.castellanos	0	0
ivonne	81294667	6433414
ivonnerv	0	0
jacome	0	0
jacque	0	0
janette	135979922	8981953
jasiel	13564092	865770
javi.lopez	804559824	34107303
jcarrillo	127235336	392102
jcasamayor	226791365	4981614
jfalcon	3093248287	53083808
jorge	369853080	10639443
jpuñales	303617381	10975576
jvr	212617540	11087085
karenriera	0	0
kenia	0	0
ksantos	0	0
laura.rivas	72160789	6373989
lazaro	0	0
lazaro.pina	265064482	17147411
lbcubas	0	0
leandy	0	0
leanie	91379365	7324099
lenier	0	0
leonardo	252372938	7039189
leyla	60137087	6240987
lgarcia	192469207	15789146
liana	0	0
liena	10912720	2982865
liliana	0	0
liris	136541990	179320
lisette	36951808	1518592
lisi	0	0
lissy	0	0
llilian	0	0
lmaria	0	0
loida	0	0
lorena	0	0
luis	34925455	2526730
madai	0	0
magda	0	0
manresa	11177464	655905
manuel	0	0
mariam	0	0
marieladp	0	0
marilyn	0	0
mario	471014593	22748823
marlenin	0	0
marlon	4040628	141808
marthah	153428082	3903827
maydelin	49806027	4605323
maydelin.ds	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	117853768	10749195
melba	214802332	43141119
melissa	107192553	9994109
mercedes	0	0
merleneg	144681845	5860009
meylin	298414111	16185309
mfumero	79873642	5474881
mhcollazo	154861918	4474491
miriam	62205109	3131322
mirta	297116918	2718998
mirza	0	0
mylene	0	0
naisy	303954948	10618618
natacha	0	0
nestor	0	0
nieves	293202577	21426906
niovis	104476628	4316587
noaris	26861610	1872514
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	274287472	14695515
olguita	8420328	859723
orisel	0	0
orlando	4010807	188077
oxana	0	0
piqueras	26614576	3363395
pmando	0	0
rachel	0	0
rafadiaz	0	0
raidel	31577817	2912671
raisi	117777272	5126233
rancol	39773153	2771407
raul	80796028	1699691
raulc	87043399	217747
regla	0	0
rene	0	0
rfuentes	297481513	17091841
roberto	145824761	2219175
rodolfo	22220109	4702593
rodrigo	0	0
rosa	0	0
roseli	127015927	12060407
rquintanilla	80828861	7127726
rromero	0	0
salon6	0	0
sarah	0	0
seprot	0	0
servidores	58344157	192706
silvita	0	0
sistemas	0	0
somja	10278828	854148
sonia	0	0
susel	0	0
tamara.glez	0	0
torresvinent	76148625	6715825
urbano	0	0
veronica	0	0
violeta	174564306	11710228
virgilio	0	0
vladimir	0	0
wendy	281831353	32744282
xiomara	0	0
yadica	126188665	5616026
yadiley	88443657	4355097
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	313083953	1510312
yamila	140649525	7656862
yamilacv	0	0
yamilaloli	1031519	104569
yanisel	41266762	8718523
yarmas	2081400	182191
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	0	0
ygordo	0	0
ygutierrez	131685350	5835545
yisel	0	0
ylima	141927907	12705754
yolaine	0	0
yperez	184946961	17527030
yudith	48355585	5367990
yuliet	0	0
yumara	0	0
yumy	0	0
yunier	147673733	9662658
yusmari	111683025	11957279
zenia	103921634	6794520
zulema	308219420	6393590
orlandos	0	0
camilav	0	0
racarreras	0	0
segurmatica	129435	4737
