username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	0	0
addys	0	0
adria	2192220	252090
adrianamg	27716601	1529966
aleyda	0	0
alicia	73166421	4912699
alida	478158210	5008891
alina	0	0
amarilys	0	0
amarrero	0	0
ambar	164185044	12118022
amorgado	0	0
ana.laura	15920568	11939331
anagloria	113302183	10685112
anamayra	4933989	1402581
ananidia	0	0
anapilar	697969	151984
anaraime	69808497	7851124
angelica	810723	208620
ankumu	94017108	3178764
annerys	0	0
antonio	0	0
aracelys	94063797	10340932
ariadna	50176964	2150078
arismary	0	0
arletys	68987601	10328406
armando	53178787	2258505
arnaldo	0	0
arodriguez	205116658	395391
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	80582708	5283973
b.peon	0	0
barbara	0	0
belar	191740439	15626190
belkis	213971853	2375996
berta	0	0
biorkys	149738028	5145939
blanca	5296642	389907
bmazon	0	0
bobrador	0	0
campos	0	0
carmen	349326077	23115199
carmen.fdez	0	0
carmenevelyn	20083002	1602419
cary	24119915	713417
celeste	34711861	18515592
charly	0	0
chavely	0	0
csanchez	116529070	3584858
cvarela	0	0
dailen	0	0
dainik	142000777	14974247
dalia	509	351
dalila	3896690	269073
danay	24964192	541635
danayd	0	0
dayamim	0	0
dayanira	74325024	9828758
daylin	0	0
dbcruz	0	0
deneb	60957089	2922568
denys	152011198	5276988
dergis	91232665	10232698
dgmitjams	0	0
dhernandez	9101685	503305
diadelis	0	0
dianalay	0	0
dianapr	0	0
dorian	0	0
dulce	0	0
dunia	305531781	9061984
dunia.glez	0	0
e.suarez	489522460	17470884
ealcolea	6963889	1398266
eileen	232244782	20606125
elenalaviellez	18866317	617604
elva	170389378	15954108
epelaez	13784218	794253
eperez	0	0
erich	0	0
evelyn	1187853	199590
evelyn.mayo	27663446	3268639
fabien	0	0
faselis	92481308	6152374
fausto	8981821	1404143
gabriel	291919969	4237328
gilberto	309772877	4810130
giset	93852645	11208889
gretel	28441096	1553988
grethel	0	0
hendrik	0	0
heredia	113533576	2924221
herminio	158705649	7925642
humberto	0	0
idalis	0	0
ileanagr	0	0
ileanasl	0	0
ileanat	24979895	318212
imanuel	0	0
isac	101534631	22039782
ismaray	397824	136781
ismary	0	0
ivan.castellanos	0	0
ivonne	0	0
ivonnerv	80544947	30486661
jacome	305756098	8816830
jacque	178349995	1873937
janette	0	0
javi.lopez	0	0
jcarrillo	5557515264	13508349
jcasamayor	20823400	4117426
jfalcon	3120805362	31788770
jorge	471055668	387259
jpuñales	272818361	13205549
jrodriguez	97184158	1283962
jvr	289907212	17685136
karenriera	0	0
kenia	0	0
ksantos	29622376	333641
laura.rivas	141809575	12292879
lazaro	0	0
lazaro.pina	302263197	12316202
lbcubas	2009868	163235
leandy	22624290	1930851
leanie	86098763	9803973
leonardo	37227526	788621
leyla	29620293	2815116
lgarcia	0	0
liana	3044376	156502
liena	18040964	3264538
liliana	271252403	16578160
liris	313091304	1489240
lisette	79017615	5781230
lisi	0	0
lissy	0	0
llilian	284992	86136
lmaria	186121421	14055364
loida	563855	34709
lorena	0	0
luis	11187011	1550577
madai	28503756	2250307
magda	0	0
manresa	232380330	2631243
manuel	17512550	1829433
mariam	0	0
marieladp	0	0
marilyn	144073361	14771447
mario	157358325	17405374
marlenin	57847392	962023
marthah	156508315	822128
maydelin	0	0
maydelin.ds	0	0
mayelin	2465440	240705
mayelis	0	0
maylen	4789840	600897
mayra	509	351
mbravo	0	0
mcreyes	0	0
melba	0	0
mercedes	0	0
merleneg	28777731	1937716
meylin	87936251	6392716
mhcollazo	0	0
miriam	5904490	605648
mirta	55318505	960697
mirza	0	0
mylene	0	0
naisy	0	0
natacha	6870620	712531
nestor	0	0
nieves	96751452	8043704
niovis	7228545	362065
noaris	108616111	15865377
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	0	0
olguita	55912252	4387087
orisel	100960738	2315170
orlando	0	0
osmar	0	0
oxana	0	0
piqueras	82487024	2706997
pmando	0	0
rafadiaz	0	0
raidel	0	0
raisi	22207395	1640573
rancol	0	0
raul	0	0
raulc	111039358	1770851
rcaballero	0	0
regla	27003618	2474725
rene	2010373	412337
reynaldo	513779350	10537251
rfuentes	46399179	716689
rizene	0	0
roberto	309946811	4639354
rodolfo	64062788	10986612
rodrigo	0	0
rosa	0	0
roseli	56087354	6521856
rquintanilla	208408602	11788259
rromero	124074288	8103881
salon6	0	0
sarah	0	0
seprot	0	0
servidores	130439942	665005
silvita	0	0
sistemas	0	0
sonia	0	0
susel	131119765	15001851
tamara.glez	0	0
urbano	68841940	4194614
veronica	17778336	2500242
violeta	105189397	10906447
virgilio	0	0
vladimir	0	0
wendy	0	0
xiomara	0	0
yadica	104581939	5622302
yadiley	32012363	2116357
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	0	0
yamilacv	0	0
yamilaloli	334639	62670
yania	0	0
yanisel	56500393	10501095
yarmas	54853432	464563
yborjas	2650673	261304
yelenies	0	0
yency	148731239	8559275
ygonzalez	0	0
ygordo	0	0
ygutierrez	509	351
yisel	0	0
ylima	67329031	4388698
yolaine	227350346	16214247
yperez	8383423	22053002
yudith	118170600	18309458
yuliet	139542131	17748646
yumara	0	0
yumy	65896656	17909560
yunier	141738883	15603130
yusmari	93075950	9611924
zenia	32163827	1936303
zulema	7607903	445842
