username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	277983387	4558255
addys	92093798	6518203
adria	1786553	141012
adrianamg	0	0
aleyda	136929399	5473723
alicia	33170267	1794144
alida	0	0
alina	20878238	2096686
amarilys	0	0
amarrero	0	0
ambar	122151135	10305121
amorgado	0	0
ana.laura	15859112	1971322
anagloria	91304915	8431888
anamayra	0	0
ananidia	112740148	6981896
anapilar	0	0
anaraime	49081714	3135156
angelica	0	0
ankumu	0	0
annerys	0	0
antonio	0	0
aracelys	0	0
ariadna	32274526	1903630
arismary	0	0
arletys	57462952	192148553
armando	0	0
arnaldo	0	0
arodriguez	115241102	2580641
atorrella	0	0
avossirini	0	0
aymara	72437836	5662954
ayme	0	0
b.peon	0	0
barbara	0	0
belar	190657996	225936510
belkis	0	0
berta	0	0
biorkys	60865620	5486889
blanca	2053098	262233
bmazon	0	0
bobrador	0	0
campos	0	0
carmen	263314512	19623599
carmen.fdez	0	0
carmenevelyn	0	0
cary	2205879	365143
celeste	0	0
charly	0	0
chavely	0	0
csanchez	34272890	1417512
cvarela	0	0
dailen	16453870	2102800
dainik	263885535	26775414
dalia	2870704	256840
dalila	0	0
danay	43563857	487635
danayd	0	0
dayamim	159315878	15671803
dayanira	100499764	8053365
daylin	0	0
dbcruz	0	0
deneb	0	0
denys	0	0
dergis	70678508	7168160
dgmitjams	0	0
dhernandez	0	0
diadelis	55573399	7723302
dianalay	0	0
dianapr	0	0
dorian	0	0
dulce	21759447	1966349
dunia	294885704	19689902
dunia.glez	21185274	2235303
e.suarez	30632267	2337512
ealcolea	314032114	550800
eileen	241404138	16277250
elenalaviellez	945750	113530
elsanchez	0	0
elva	0	0
epelaez	0	0
eperez	0	0
erich	83119395	6299030
evelyn	154661047	2645983
evelyn.mayo	42376903	4309967
fabien	0	0
faselis	58825935	2962897
fausto	0	0
gabriel	0	0
gilberto	241395784	2498985
giset	55494236	7224538
gretel	56746515	435215
grethel	0	0
hendrik	0	0
heredia	1760651	163097
herminio	0	0
humberto	0	0
idalis	5863792	460701
ileanagr	0	0
ileanasl	0	0
ileanat	0	0
imanuel	3687281	243351
isac	0	0
ismaray	9351263	518089
ismary	21879063	3096242
ivan.castellanos	0	0
ivonne	77178056	3026275
ivonnerv	54369132	4578013
jacome	0	0
jacque	0	0
janette	0	0
javi.lopez	0	0
jcarrillo	406453940	5082247
jcasamayor	0	0
jessica	140332488	16954694
jfalcon	2305258913	36358960
jorge	289508824	10559836
jpuñales	61301893	3926859
jrodriguez	0	0
jvr	76488970	5803282
karenriera	0	0
kenia	10036416	756608
ksantos	0	0
laura.rivas	192781565	13283831
lazaro	0	0
lazaro.pina	302646660	11958999
lbcubas	0	0
leandy	292238578	12660332
leanie	0	0
leonardo	0	0
leyla	0	0
lgarcia	188576940	9255071
liana	700310	102239
liena	11226516	2838931
liliana	0	0
liris	0	0
lisandra	209626505	13433517
lisette	52477890	2686884
lisi	0	0
lissy	0	0
llilian	0	0
lmaria	0	0
loida	9953232	540416
lorena	835061623	10004844
luis	25086469	1939852
madai	0	0
magda	0	0
manresa	24796231	1150260
manuel	30488012	1150172
mariam	0	0
marieladp	0	0
marilyn	37938278	683745
mario	98572642	9941824
marlenin	0	0
marthah	155881379	1414932
maydelin	40290209	1822220
maydelin.ds	0	0
mayelin	313551528	1073184
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
mercedes	0	0
merleneg	157658047	5748714
meylin	149881625	15988669
mhcollazo	0	0
miriam	4809464	248173
mirta	0	0
mirza	10645307	557251
mylene	0	0
naisy	0	0
natacha	14058588	1203748
nestor	0	0
nieves	161072899	9086838
niovis	0	0
noaris	70385547	9646143
nod32	0	0
obriel	88936551	31611232
ocastro	0	0
oisis	0	0
olga	59038602	5616819
olguita	18316942	820090
orisel	0	0
orlando	36662308	2593441
osmar	0	0
oxana	0	0
piqueras	0	0
pmando	0	0
rafadiaz	154785467	2532951
raidel	0	0
raisi	85288377	1229647
rancol	136564936	7064150
raul	71264118	1797984
raulc	74878806	311780
rcaballero	0	0
regla	35171597	2972503
rene	1665233	238599
reynaldo	0	0
rfuentes	0	0
rizene	0	0
roberto	0	0
rodolfo	66583449	731697
rodrigo	0	0
rosa	37685552	2559404
roseli	0	0
rquintanilla	0	0
rromero	0	0
salon6	0	0
sarah	0	0
seprot	0	0
servidores	1238461435	914954
silvita	9152058	759033
sistemas	0	0
sonia	0	0
susel	70961543	7017147
tamara.glez	0	0
urbano	303893259	10710954
veronica	14642522	2132029
violeta	0	0
virgilio	0	0
vladimir	92947407	1786510
wendy	0	0
xiomara	41353561	2793653
yadica	78876087	4347889
yadiley	1827534	98479
yadira	0	0
yahimara	151571300	2589778
yailin	0	0
yalina	0	0
yamila	18375132	1368474
yamilacv	7847414	638378
yamilaloli	0	0
yania	0	0
yanisel	0	0
yarmas	2233548	221414
yborjas	24003302	674518
yelenies	0	0
yency	0	0
ygonzalez	276129664	14015590
ygordo	0	0
ygutierrez	27546696	2567875
yisel	0	0
ylima	77280308	4772586
yolaine	114040746	6435842
yperez	3303646	2118788
yudith	144339988	12947081
yuliet	205048	21809
yumara	5012	1310
yumy	0	0
yunier	149503492	7821346
yusmari	0	0
zenia	290248260	17011400
zulema	10933076	516157
