username	received(byte)	sent(byte)
zulema	38275845	1775904
zenia	32102667	1772297
yusmari	0	0
yunier	146918618	6784769
yumy	133783707	11308306
yumara	0	0
yuliet	0	0
yudith	81515898	10659707
yperez	231335539	18780593
yolaine	0	0
ylima	89124452	4869832
yisel	0	0
ygutierrez	0	0
ygordo	0	0
ygonzalez	304923962	9653037
yency	0	0
yelenies	0	0
yborjas	0	0
yarmas	0	0
yanisel	0	0
yania	0	0
yamira	0	0
yamilaloli	7931066	280654
yamilacv	81821396	4305986
yamila	0	0
yalina	7818990	265302
yailin	0	0
yahimara	0	0
yadira	0	0
yadiley	0	0
yadica	6393685	709609
xiomara	0	0
wendy	70059833	4783518
vladimir	58791157	1986306
virgilio	0	0
violeta	0	0
veronica	4188556	227074
urbano	87283200	4507873
tamara.glez	0	0
susel	66114521	5186874
sonia	0	0
sistemas	254861	1404
silvita	0	0
sheila	0	0
servidores	78405411	745495
seprot	0	0
sarah	0	0
salon6	0	0
rromero	292057371	7368459
rquintanilla	167920991	10482741
roseli	0	0
rosa	305302383	9274896
rodrigo	0	0
rodolfo	0	0
roberto	312262287	2363127
rizene	0	0
rfuentes	0	0
reynaldo	0	0
rene	532238	168637
regla	288913	27480
rcaballero	0	0
raulc	0	0
raul	0	0
rancol	0	0
raisi	141935648	8078803
raidel	0	0
rafadiaz	154946576	2342536
pmando	0	0
piqueras	0	0
oxana	0	0
osmar	0	0
orlando	14840566	678112
orisel	0	0
olivia	0	0
olguita	242952537	10017410
olga	0	0
oisis	0	0
ocastro	0	0
obriel	0	0
nod32	0	0
noaris	0	0
niovis	0	0
nieves	0	0
nestor	0	0
natacha	48974474	2357688
naisy	0	0
mylene	37355050	2271151
mirza	0	0
mirta	0	0
miriam	84719437	6848381
mhcollazo	0	0
meylin	0	0
merleneg	0	0
mercedes	97837761	1009709
melba	0	0
mcreyes	0	0
mbravo	0	0
mayra	0	0
maylen	0	0
mayelis	0	0
mayelin	1790999	27444
maydelin.ds	0	0
maydelin	423382	134406
marlenin	0	0
mario	0	0
marilyn	169216593	5769930
marieladp	0	0
mariam	73694540	6395014
manuel	26776628	2237965
manresa	7243129	485644
magda	49964169	4052328
madai	162402304	47872639
luis	0	0
lorena	0	0
loida	340	351
lmaria	0	0
lissy	0	0
lisi	0	0
lisette	56457623	6116712
lisandra	249805863	17374513
liris	312372799	2242413
liliana	0	0
liena	11488933	3046540
liana	0	0
lgarcia	0	0
leyla	5515785	273700
leonardo	0	0
leanie	0	0
leandy	140035717	6376288
lbcubas	0	0
lazaro.pina	285158365	14989798
lazaro	43188654	1902575
laura.rivas	9501736	215822
ksantos	0	0
kenia	79502571	2790932
karenriera	0	0
jvr	127447011	8859802
jrodriguez	0	0
jpuñales	797725	230511
jorge	0	0
jfalcon	3210580165	33909596
jessica	155736305	1614269
jcasamayor	0	0
jcarrillo	215733741	2444010
javi.lopez	0	0
janette	295984	9090
jacque	144756324	2326587
jacome	57352357	1247804
ivonnerv	9678831	857029
ivonne	0	0
ivan.castellanos	172503156	5271149
ismary	0	0
ismaray	107588460	7989128
isac	81901720	9568339
imanuel	0	0
ileanat	0	0
ileanasl	0	0
ileanagr	417808	113678
idalis	0	0
humberto	0	0
herminio	21413497	1294973
heredia	332110	63584
hendrik	0	0
gretel	0	0
giset	398876250	23167255
gilberto	240589531	2451637
gabriel	0	0
fausto	12647691	558376
faselis	11374727	385091
fabien	0	0
evelyn.mayo	0	0
evelyn	90535703	5433865
estrella	0	0
erich	7177155	18998
eperez	0	0
epelaez	0	0
elva	0	0
elsanchez	0	0
eloina	0	0
elenalaviellez	0	0
eileen	0	0
ealcolea	40583289	1078093
e.suarez	7644257	1616097
dunia.glez	114771128	12193990
dunia	67848262	3918705
dulce	0	0
dorian	0	0
dianapr	8020914	181350
dianalay	0	0
diadelis	0	0
dhernandez	29062112	779893
dgmitjams	0	0
dergis	0	0
denys	0	0
deneb	0	0
dbcruz	0	0
daylin	0	0
dayanira	58132153	6724282
dayamim	0	0
danayd	0	0
danay	65171340	938282
dalia	1872659	182129
dainik	0	0
dailen	0	0
cvarela	0	0
csanchez	0	0
chavely	0	0
charly	0	0
celeste	0	0
cary	99617514	4009386
carmen.fdez	0	0
carmen	0	0
campos	0	0
bobrador	7186891	19854
bmazon	0	0
blanca	41667359	3252329
biorkys	141940293	4823477
berta	0	0
belkis	0	0
belar	0	0
barbara	0	0
b.peon	0	0
ayme	0	0
aymara	0	0
avossirini	0	0
atorrella	0	0
arodriguez	123878966	5747547
arnaldo	0	0
armando	0	0
arletys	0	0
arismary	265775627	13908409
ariadna	340	351
aracelys	0	0
annerys	0	0
ankumu	0	0
angelica	16210635	449252
anaraime	284988124	20207189
anapilar	64457107	5278934
ananidia	0	0
anamayra	0	0
anagloria	0	0
ana.laura	25475076	3648245
amorgado	13667187	4975053
ambar	0	0
amarrero	155541167	1746958
amarilys	0	0
alina	0	0
alida	0	0
alicia	0	0
aleyda	152643451	4706342
adrianamg	4063042415	36523056
adria	28504719	854980
addys	0	0
adamelis	0	0
adalberto	86095373	6708469
aaronvega	108429823	7671831
aalfonso	95660976	1900265
00-Tecnicos	0	0
00-SUBDIRECTORES	0	0
00-JDpto	0	0
00-Especialistas	0	0
grethel	23505503	1282777
