username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	3498508	884916
adamelis	0	0
addys	68317480	8846278
adria	25078079	713892
adrianamg	127557988	4495162
aleyda	120129630	7535024
alicia	63324245	4500204
alina	0	0
amarilys	0	0
amarrero	34403473	1857992
ambar	0	0
ana.laura	46408071	1878151
anagloria	56867209	8479409
anamayra	685745	126388
ananidia	24264088	754483
anapilar	12449597	751367
angelica	3359677	243684
ankumu	0	0
annerys	0	0
antonio	0	0
aracelys	49369001	23493712
ariadna	0	0
arismary	0	0
arletys	290403286	21241643
armando	78544113	2984218
arnaldo	8921576	216619
arodriguez	91055202	289360
atorrella	0	0
avossirini	0	0
aymara	19831350	1947335
ayme	4983583	209087
b.peon	22374970	1166371
barbara	0	0
belar	0	0
belkis	8452660	413874
berta	0	0
biorkys	17203701	1473224
blanca	554568	169120
bmazon	78605392	8378665
bobrador	0	0
camila	9759602	551477
campos	0	0
carmen	0	0
carmen.fdez	0	0
carmenevelyn	22366883	2167134
cary	15594573	12297121
celeste	0	0
chavely	0	0
csanchez	116344304	4279153
cvarela	0	0
dailen	0	0
dainik	164286086	16517825
dalia	233924081	12876843
dalila	13965242	859347
danay	14039307	242647
danayd	0	0
dayamim	34791001	5752228
dayanira	32637624	4153257
daylin	1244877	98473
dbcruz	0	0
deneb	88442640	8236984
denys	0	0
dergis	0	0
dhernandez	0	0
diadelis	108014448	5941608
dianalay	136097302	7609420
dianapr	23519975	930158
directora	0	0
dorian	0	0
dulce	0	0
dunia	18858729	2485890
dunia.glez	40715101	3435851
e.suarez	0	0
ealcolea	4719435	1786921
eileen	87257065	1872363
elva	222741907	11926425
epelaez	0	0
eperez	0	0
erich	48957421	7120940
evelyn	0	0
evelyn.mayo	0	0
fabien	0	0
faselis	21692013	1748054
fausto	646803	95388
francis	48836470	3084461
gilberto	274751937	2321847
giset	80320211	7137308
gretel	340437	73778
grethel	20071968	1237923
hendrik	173334340	4325353
hendrikr	0	0
heredia	0	0
humberto	0	0
idalis	0	0
ileanagr	105657014	3071241
ileanasl	0	0
ileanat	1895806	1142759
imanuel	33345206	1891719
isac	0	0
ismaray	10800748	1618679
ismary	3286319	544009
ivan.castellanos	17235664	880085
ivonne	0	0
ivonnerv	0	0
jacome	0	0
jacque	311510964	3061850
janette	0	0
jasiel	40545360	864483
javi.lopez	1513453534	13290023
jcarrillo	0	0
jcasamayor	250777588	3508867
jfalcon	2785260287	38588628
jorge	191015143	450163
jpuñales	205457494	5087733
jvr	116426333	8138306
karenriera	0	0
kenia	26796878	1450218
ksantos	0	0
laura.rivas	106412135	10639858
lazaro	61878149	2301883
lazaro.pina	300294167	14334756
lbcubas	0	0
leandy	0	0
leanie	71419571	5490230
lenier	0	0
leonardo	91056586	1826036
leyla	152345837	10423400
lgarcia	120635523	13786608
liana	1549676	325764
liena	20523832	3340332
liliana	25480233	1803748
liris	293120794	3444417
lisette	246521938	6608517
lisi	72918668	3548068
lissy	0	0
llilian	14313659	2729089
lmaria	149169656	7547234
loida	992530	370451
lorena	0	0
luis	237581513	5930771
madai	96005788	4668970
magda	0	0
manresa	0	0
manuel	0	0
mariam	48307911	5223939
marieladp	0	0
marilyn	0	0
mario	126452702	13219543
marlenin	236793879	10112320
marthah	155443809	1890709
maydelin	32479953	4735457
maydelin.ds	0	0
mayelin	300222881	14350068
mayelis	0	0
maylen	128801516	7729251
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
mercedes	0	0
merleneg	302410068	12214844
meylin	0	0
mfumero	17371221	1255322
mhcollazo	0	0
miriam	22053308	1106448
mirta	57826220	1338222
mirza	510	351
mylene	20934731	896775
naisy	0	0
natacha	0	0
nestor	0	0
nieves	236017661	18715032
niovis	511	351
noaris	68534624	4937785
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	62448175	9411884
olguita	78584618	1579941
orisel	0	0
orlando	0	0
oxana	0	0
piqueras	24697274	2882916
pmando	0	0
rachel	95849137	9090098
rafadiaz	0	0
raidel	78629827	4039877
raisi	21188669	2837338
rancol	14733382	1103919
raul	0	0
raulc	3327115	422267
rcaballero	0	0
regla	2275478	160113
rene	463686	157607
rfuentes	82385456	8873944
rizene	0	0
roberto	199344167	17119338
rodolfo	38293224	5501891
rodrigo	306442798	3283423
rosa	16468465	1280189
roseli	0	0
rquintanilla	154088415	2051249
rromero	90618164	3229863
salon6	0	0
sarah	0	0
seprot	0	0
servidores	62515854	231987
silvita	0	0
sistemas	0	0
sonia	0	0
susel	51372823	7226347
tamara.glez	0	0
torresvinent	114695407	7729830
urbano	60304446	2345111
veronica	0	0
violeta	367013128	17267072
virgilio	0	0
vladimir	0	0
wendy	53947097	3939839
xiomara	0	0
yadica	49919520	3072933
yadiley	2737700	212816
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	214824547	1404057
yamila	652852	225825
yamilacv	19921935	474137
yamilaloli	851807	151658
yanisel	138260471	11694396
yarmas	0	0
yborjas	0	0
yelenies	399621627	136693147
yency	0	0
ygonzalez	23583179	1172364
ygordo	0	0
ygutierrez	511	351
yisel	17115388	580507
ylima	0	0
yolaine	83696879	7869970
yperez	0	0
yudith	145283230	12013263
yuliet	37070211	5141163
yumara	0	0
yumy	7160575	279414
yunier	145336544	11949868
yusmari	40064680	3158880
zenia	3866797	348968
zulema	0	0
frank.tb	117032414	9511365
melissa	44553824	6615860
somja	0	0
marlon	120461961	9175942
canfux	146611955	10722099
