username	received(byte)	sent(byte)
00-Tecnicos	0	0
aaronvega	0	0
aleyda	3807617	288813
amarilys	0	0
amarrero	0	0
ankumu	155059153	2227579
ariadna	0	0
barbara	0	0
camilav	0	0
canfux	104508559	9570842
carmenevelyn	22235231	1336235
chavely	0	0
dalila	3297739	153242
dbcruz	0	0
denys	0	0
evelyn	0	0
faselis	49461656	3331002
frank.tb	107031714	10712332
hendrikr	0	0
ileanasl	22972664	2497785
ismaray	155613507	1720201
javi.lopez	1835511442	21437954
karenriera	0	0
ksantos	0	0
lazaro	0	0
lenier	0	0
marlon	6379744	298767
marthah	0	0
melissa	0	0
mercedes	0	0
mfumero	148780901	8510229
nestor	0	0
oisis	0	0
piqueras	34449538	3468942
rafadiaz	155866989	1471568
raidel	57513658	3357075
rodolfo	0	0
salon6	0	0
torresvinent	0	0
virgilio	0	0
xiomara	0	0
yadica	41522997	224280
yency	0	0
ylima	148491554	8803395
yudith	145035407	12297619
yuliet	145683276	10793729
yunier	149359199	7940238
yusmari	148643673	8678969
seprot	0	0
00-JDpto	0	0
anamayra	0	0
anapilar	0	0
celeste	0	0
cvarela	0	0
dainik	0	0
danay	60686544	7217402
dayanira	10813212	894653
diadelis	76361689	6029288
dulce	0	0
e.suarez	0	0
fausto	714456045	9193759
giset	37632085	3890294
ismary	70243172	320792
liena	0	0
liliana	229973307	30440437
mario	0	0
miriam	125896905	10713483
mylene	2417728	213103
niovis	4132972	375615
rosa	40329695	2138349
rquintanilla	83385464	6047488
violeta	135216504	9192397
00-Especialistas	0	0
adalberto	0	0
adamelis	8702699	59017
addys	111781848	12403065
adria	707902	194368
adrianamg	13368062	1155895
alicia	33330604	1948520
alina	7597246	675407
ambar	59777734	2893125
ana.laura	0	0
anagloria	95861986	7765848
ananidia	887830	268818
angelica	0	0
annerys	0	0
antonio	22540409	869870
aracelys	186967217	53615495
arismary	256813798	13750693
arletys	0	0
armando	306355598	8276161
arnaldo	77362691	2885800
atorrella	27483746	1330294
avossirini	0	0
aymara	17300433	1575929
ayme	21767798	1682366
b.peon	0	0
belar	23351350	776706
belkis	103954243	990989
berta	0	0
blanca	0	0
bmazon	23819681	2604529
bobrador	0	0
camila	0	0
campos	0	0
carmen.fdez	166771	32146
cary	30536576	542784
csanchez	0	0
dailen	13063396	1034549
dalia	0	0
danayd	107579592	2346370
dayamim	0	0
daylin	0	0
deneb	263006249	6282061
dergis	0	0
dhernandez	15236659	743461
dianapr	15575141	1324392
dorian	0	0
dunia	111820142	6475531
dunia.glez	511	351
ealcolea	0	0
eileen	0	0
elva	10617510	901118
epelaez	0	0
eperez	0	0
erich	0	0
evelyn.mayo	14534367	886928
fabien	0	0
francis	0	0
gilberto	305388241	9194402
gretel	0	0
grethel	13887627	674703
hendrik	19942500	1052035
heredia	4682677	669899
humberto	0	0
idalis	0	0
ileanagr	36549183	2653383
ileanat	3131329	1192903
imanuel	293230167	9958689
isac	0	0
ivonne	0	0
ivonnerv	30102499	4527763
jacome	0	0
jacque	0	0
janette	0	0
jasiel	132547744	7359278
jcasamayor	0	0
jpuñales	296762787	17831122
jvr	0	0
kenia	21886813	2179864
laura.rivas	41783065	2881820
lazaro.pina	298041302	16563852
lbcubas	9558985	481426
leandy	0	0
leanie	0	0
leonardo	310593075	3985943
leyla	285416551	29165838
lgarcia	0	0
liris	313091491	1528064
lisi	0	0
lissy	0	0
llilian	2445851	173060
lmaria	0	0
loida	60792915	305484
madai	173712574	12289142
magda	0	0
manresa	13643418	739235
manuel	0	0
mariam	146405225	6470836
marieladp	0	0
marilyn	0	0
marlenin	0	0
maydelin	179551055	8072162
maydelin.ds	219872583	14276620
mayelis	13544363	893811
maylen	5186208	724539
mayra	0	0
mbravo	0	0
mcreyes	297742875	16855425
melba	0	0
merleneg	302231020	9519013
meylin	0	0
mhcollazo	47198967	3201282
mirta	142889176	1382649
mirza	0	0
naisy	281699802	8794415
natacha	11753402	4221926
nieves	163243691	14889679
noaris	66876109	14329541
obriel	7384167	458128
ocastro	0	0
olguita	3061654	360587
orisel	0	0
orlando	312863890	1709014
orlandos	0	0
oxana	0	0
pmando	0	0
racarreras	0	0
rachel	3314157	286781
raisi	0	0
rancol	113198963	10715380
raul	51661113	1133277
raulc	0	0
regla	294969080	19609605
rene	3497941	223995
rfuentes	284472697	30122376
roberto	0	0
rodrigo	268555813	10630589
roseli	30294589	6709669
rromero	81668429	2379439
sarah	0	0
silvita	0	0
somja	0	0
sonia	0	0
susel	313509621	1092215
tamara.glez	0	0
urbano	303898650	10721616
veronica	0	0
vladimir	0	0
wendy	67210673	3356677
yadiley	38785496	3124762
yadira	0	0
yahimara	159363796	10422109
yailin	0	0
yalina	0	0
yamila	160036173	9327075
yamilacv	73819025	656736
yamilaloli	15947174	595734
yanisel	0	0
yarmas	3073414	146920
yborjas	0	0
ygonzalez	313098063	1496544
ygordo	175068411	1109431
ygutierrez	47504772	3813897
yisel	0	0
yolaine	0	0
yperez	303253274	11381661
yumara	0	0
yumy	141255842	15112704
zenia	112545953	3590215
zulema	16499962	1202417
00-SUBDIRECTORES	0	0
arodriguez	31757389	119867
biorkys	5357732	1584164
carmen	1027962306	38135561
dianalay	321873261	14598587
directora	0	0
ivan.castellanos	0	0
jcarrillo	0	0
jfalcon	2286848796	38536515
jorge	119630385	9809326
liana	545424	131972
lisette	0	0
lorena	5221905	122339
luis	99115094	7245890
nod32	0	0
olga	0	0
segurmatica	1730918	9709
servidores	935665648	1497250
sistemas	0	0
yelenies	0	0
