username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aalfonso	55999263	2636603
aaronvega	0	0
adalberto	0	0
adamelis	0	0
addys	151025051	6270409
adria	0	0
adrianamg	4514461661	0
aleyda	0	0
alicia	89839688	4545957
alida	63884986	3963903
alina	15377811	862032
amarilys	0	0
amarrero	15981054	703348
ambar	0	0
amorgado	0	0
ana.laura	4552274	645466
anagloria	52335683	8021035
anamayra	0	0
ananidia	0	0
anapilar	19730752	1921101
anaraime	414098	140667
angelica	0	0
ankumu	145951048	11335717
annerys	0	0
aracelys	144040915	66146330
ariadna	0	0
arismary	0	0
arletys	0	0
armando	199424731	6035974
arnaldo	0	0
arodriguez	165061715	106603619
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	0	0
b.peon	0	0
barbara	0	0
belar	0	0
belkis	264608775	6737505
berta	0	0
biorkys	0	0
blanca	0	0
bmazon	0	0
bobrador	0	0
campos	82042730	5046506
carmen	122036255	5565668
carmen.fdez	0	0
cary	0	0
celeste	0	0
charly	0	0
chavely	0	0
csanchez	0	0
cvarela	0	0
dailen	0	0
dainik	0	0
dalia	0	0
danay	283226360	12093862
danayd	0	0
dayamim	109095967	4979625
dayanira	0	0
daylin	0	0
dbcruz	0	0
deneb	187676072	16042836
denys	0	0
dergis	0	0
dgmitjams	236953051	9571816
dhernandez	0	0
diadelis	11251273	1399506
dianalay	0	0
dianapr	0	0
dorian	0	0
dulce	0	0
dunia	41866053	2412767
dunia.glez	0	0
e.suarez	16735099	2273191
ealcolea	179835751	2040174
eileen	0	0
elenalaviellez	4653668	327106
eloina	0	0
elsanchez	196464720	6562414
elva	0	0
epelaez	0	0
eperez	40057388	4811153
erich	0	0
estrella	0	0
evelyn	133593590	6855628
evelyn.mayo	0	0
fabien	340	351
faselis	46655582	2412132
fausto	38066678	951203
gabriel	302407950	12167334
gilberto	0	0
giset	0	0
gretel	0	0
grethel	0	0
hendrik	0	0
heredia	0	0
herminio	44594621	3092770
humberto	0	0
idalis	36759300	872973
ileanagr	0	0
ileanasl	38145886	1538053
ileanat	11202938	981859
imanuel	18077347	813319
isac	0	0
ismaray	37266721	3294727
ismary	0	0
ivan.castellanos	0	0
ivonne	0	0
ivonnerv	0	0
jacome	0	0
jacque	0	0
janette	0	0
javi.lopez	0	0
jcarrillo	1542798830	17022243
jcasamayor	0	0
jessica	154871621	2442051
jfalcon	0	0
jorge	821074103	22503234
jpuñales	205506864	9637742
jrodriguez	312248734	2362614
jvr	0	0
karenriera	0	0
kenia	0	0
ksantos	0	0
laura.rivas	100259	33156
lazaro	0	0
lazaro.pina	0	0
lbcubas	0	0
leandy	306249131	8333869
leanie	0	0
leonardo	0	0
leyla	0	0
lgarcia	0	0
liana	88694215	1420542
liena	0	0
liliana	0	0
liris	7559494	289861
lisandra	108392361	7028534
lisette	127902181	20921672
lisi	301012490	10358253
lissy	0	0
lmaria	0	0
loida	0	0
lorena	1278413732	14262338
luis	81096043	7021734
madai	194112641	17303606
magda	0	0
manresa	0	0
manuel	0	0
mariam	0	0
marieladp	0	0
marilyn	0	0
mario	0	0
marlenin	0	0
maydelin	0	0
maydelin.ds	0	0
mayelin	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
mercedes	65594637	1947033
merleneg	44439251	1517235
meylin	0	0
mhcollazo	0	0
miriam	0	0
mirta	12174788	289568
mirza	0	0
mylene	0	0
naisy	35040043	1135415
natacha	0	0
nestor	0	0
nieves	0	0
niovis	29893475	799349
noaris	14898688	811029
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	736251	56531
olguita	0	0
olivia	70740214	6055773
orisel	0	0
orlando	6156213	278691
osmar	0	0
oxana	32269914	1406827
piqueras	0	0
pmando	0	0
rafadiaz	153900715	3430864
raidel	0	0
raisi	0	0
rancol	0	0
raul	0	0
raulc	0	0
rcaballero	0	0
regla	0	0
rene	1749007	203422
reynaldo	1959854811	20141448
rfuentes	0	0
rizene	0	0
roberto	0	0
rodolfo	100910501	9864297
rodrigo	0	0
rosa	103151988	6344817
roseli	0	0
rquintanilla	0	0
rromero	69825230	4424086
salon6	0	0
sarah	0	0
seprot	0	0
servidores	51623898	767108
sheila	0	0
silvita	5001867	581496
sistemas	9558980	3791
sonia	0	0
susel	273929044	20497007
tamara.glez	0	0
urbano	0	0
veronica	8518889	1564016
violeta	0	0
virgilio	0	0
vladimir	0	0
wendy	0	0
xiomara	35553612	1691593
yadica	0	0
yadiley	61774706	16125543
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	0	0
yamilacv	0	0
yamilaloli	0	0
yania	0	0
yanisel	0	0
yarmas	4761206	1183432
yborjas	2012704	250643
yelenies	0	0
yency	0	0
ygonzalez	294588669	10819110
ygordo	530527	189475
ygutierrez	1209895	91996
yisel	0	0
ylima	151276849	6012841
yolaine	8474122	560211
yperez	0	0
yudith	0	0
yuliet	0	0
yumara	11382412	835494
yumy	0	0
yunier	142125213	15170464
yusmari	0	0
zenia	0	0
zulema	12181136	321811
carmenevelyn	0	0
