username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	14087221	826080
addys	0	0
adria	259061	78662
adrianamg	308308588	6292438
aleyda	0	0
alicia	36519663	1849561
alida	177487817	1266718
alina	13805308	1384177
amarilys	0	0
amarrero	52281386	1839544
ambar	131978697	9802718
amorgado	1530365590	17009868
ana.laura	0	0
anagloria	176809031	14266208
anamayra	0	0
ananidia	0	0
anapilar	289585905	840275
anaraime	159885	34248
angelica	0	0
ankumu	144055265	6764732
annerys	0	0
antonio	18534677	584952
aracelys	2618419	121580
ariadna	0	0
arismary	0	0
arletys	77818125	12348969
armando	45254451	1054846
arnaldo	0	0
arodriguez	154031738	329412
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	88831803	2730280
b.peon	0	0
barbara	0	0
belar	199095376	14896502
belkis	153654676	3300974
berta	0	0
biorkys	113975472	347816602
blanca	0	0
bmazon	0	0
bobrador	0	0
campos	0	0
carmen	105235057	6679813
carmen.fdez	0	0
carmenevelyn	31250349	5433482
cary	0	0
celeste	0	0
charly	0	0
chavely	0	0
csanchez	286079495	12340199
cvarela	0	0
dailen	0	0
dainik	0	0
dalia	0	0
dalila	0	0
danay	105462915	3778097
danayd	0	0
dayamim	0	0
dayanira	9134139	1386658
daylin	0	0
dbcruz	0	0
deneb	162373821	13335786
denys	6921528	19120
dergis	97838181	7031948
dgmitjams	0	0
dhernandez	0	0
diadelis	0	0
dianalay	0	0
dianapr	0	0
dorian	0	0
dulce	0	0
dunia	37388041	3370745
dunia.glez	0	0
e.suarez	0	0
ealcolea	0	0
eileen	284275049	26614870
elenalaviellez	24692582	6339490
elsanchez	0	0
elva	0	0
epelaez	0	0
eperez	159826613	12885052
erich	218667274	10552060
evelyn	0	0
evelyn.mayo	0	0
fabien	0	0
faselis	59335137	3794090
fausto	4774807	797850
gabriel	0	0
gilberto	308289766	6301790
giset	248557162	6280790
gretel	6866027	126470
grethel	125231395	3868310
hendrik	0	0
heredia	23432885	1150609
herminio	32078780	2385177
humberto	0	0
idalis	0	0
ileanagr	5849219	485293
ileanasl	0	0
ileanat	0	0
imanuel	28225336	1482887
isac	66122489	2369637
ismaray	64829107	2268670
ismary	41184025	450421
ivan.castellanos	0	0
ivonne	0	0
ivonnerv	316107699	3755587
jacome	269799563	5786941
jacque	0	0
janette	0	0
javi.lopez	1515114998	16305250
jcarrillo	272778244	10647743
jcasamayor	0	0
jessica	0	0
jfalcon	463355	97188
jorge	1027201199	7652731
jpuñales	94234044	4170574
jrodriguez	311627736	2956730
jvr	289094248	10950915
karenriera	0	0
kenia	23593183	1246637
ksantos	0	0
laura.rivas	66240737	3609550
lazaro	0	0
lazaro.pina	0	0
lbcubas	2075981	195917
leandy	0	0
leanie	0	0
leonardo	0	0
leyla	173391683	13911786
lgarcia	83376915	7612902
liana	0	0
liena	86586615	4769705
liliana	55565105	3876610
liris	0	0
lisandra	50931437	4913922
lisette	20185437	2409103
lisi	0	0
lissy	0	0
llilian	220913495	7373555
lmaria	0	0
loida	0	0
lorena	713922	112320
luis	64781529	4593417
madai	0	0
magda	0	0
manresa	4017023	472798
manuel	0	0
mariam	97564593	7478120
marieladp	156171724	1147843
marilyn	244248802	5811595
mario	136392757	13263457
marlenin	112788013	11486181
marthah	0	0
maydelin	904779	358786
maydelin.ds	0	0
mayelin	3854515	364722
mayelis	0	0
maylen	24665509	1690632
mayra	0	0
mbravo	0	0
mcreyes	37670396	2194595
melba	0	0
mercedes	0	0
merleneg	33559162	2064910
meylin	0	0
mhcollazo	15880338	194416
miriam	55911215	1662428
mirta	313932110	662311
mirza	1707598	106246
mylene	0	0
naisy	7139422	70816
natacha	117819274	5185536
nestor	0	0
nieves	45195875	3803548
niovis	16653462	300691
noaris	47629323	6451845
nod32	0	0
obriel	549311987	6560966
ocastro	0	0
oisis	0	0
olga	0	0
olguita	12605880	906770
orisel	0	0
orlando	12118373	632226
osmar	0	0
oxana	0	0
piqueras	0	0
pmando	0	0
rafadiaz	154529268	2776074
raidel	0	0
raisi	0	0
rancol	139430621	11036689
raul	37762524	1244429
raulc	0	0
rcaballero	0	0
regla	0	0
rene	0	0
reynaldo	512846278	11445017
rfuentes	0	0
rizene	0	0
roberto	312014203	2585512
rodolfo	30232082	5063828
rodrigo	462546635	17375004
rosa	0	0
roseli	0	0
rquintanilla	4099110513	3381222
rromero	0	0
salon6	0	0
sarah	0	0
seprot	0	0
servidores	133232790	769698
silvita	0	0
sistemas	0	0
sonia	0	0
susel	175854792	9947236
tamara.glez	0	0
urbano	0	0
veronica	0	0
violeta	1253784	141835
virgilio	0	0
vladimir	20274857	1217638
wendy	19107635	1793483
xiomara	5996744	92175
yadica	137283335	4535653
yadiley	0	0
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	212708143	11092557
yamilacv	30042297	849007
yamilaloli	770528	173473
yania	0	0
yanisel	0	0
yarmas	5576607	383591
yborjas	0	0
yelenies	0	0
yency	151876987	5435887
ygonzalez	296875877	17742498
ygordo	0	0
ygutierrez	29715111	2770191
yisel	0	0
ylima	129351426	11848240
yolaine	118736783	8156058
yperez	0	0
yudith	142395049	14936794
yuliet	0	0
yumara	0	0
yumy	0	0
yunier	147378406	9907995
yusmari	123958564	8751472
zenia	298969958	15602895
zulema	58387169	10333155
