username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aalfonso	137763605	19528840
aaronvega	150264022	7024915
adalberto	0	0
adamelis	0	0
addys	0	0
adria	0	0
adrianamg	0	0
aleyda	0	0
alicia	0	0
alida	77001129	5623835
alina	0	0
amarilys	0	0
amarrero	0	0
ambar	242481486	18183486
amorgado	6853771953	51640559
ana.laura	26003528	1453386
anagloria	205108431	18473358
anamayra	0	0
ananidia	0	0
anapilar	39458714	4297157
anaraime	293230929	21366904
angelica	13353277	1437132
ankumu	141909377	15377452
annerys	174378488	1650505
aracelys	0	0
ariadna	0	0
arismary	0	0
arletys	0	0
armando	0	0
arnaldo	0	0
arodriguez	104805357	27253206
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	0	0
b.peon	0	0
barbara	0	0
belar	0	0
belkis	142225167	5733307
berta	0	0
biorkys	223424721	568090
blanca	0	0
bmazon	0	0
bobrador	0	0
campos	0	0
carmen	0	0
carmen.fdez	0	0
cary	0	0
celeste	0	0
charly	0	0
chavely	0	0
csanchez	149326959	7115081
cvarela	0	0
dailen	0	0
dainik	0	0
dalia	340	351
danay	27138667	742104
danayd	30148366	2301506
dayamim	172734505	6793440
dayanira	109094677	11700832
daylin	0	0
dbcruz	0	0
deneb	70305275	3741848
denys	0	0
dergis	0	0
dgmitjams	0	0
dhernandez	67407691	5659514
diadelis	55156178	12672926
dianalay	0	0
dianapr	0	0
dorian	0	0
dulce	0	0
dunia	28670556	2414602
dunia.glez	35008001	3073956
e.suarez	0	0
ealcolea	0	0
eileen	0	0
elenalaviellez	0	0
eloina	0	0
elsanchez	0	0
elva	0	0
epelaez	0	0
eperez	0	0
erich	111443237	2743990
estrella	0	0
evelyn	146554940	10732016
evelyn.mayo	63842348	1179525
fabien	0	0
faselis	77727706	3176440
fausto	10251831	456575
gabriel	161074853	9616258
gilberto	235854106	2394754
giset	0	0
gretel	0	0
grethel	181045408	3894650
hendrik	0	0
heredia	2638555	282447
herminio	0	0
humberto	0	0
idalis	0	0
ileanagr	0	0
ileanasl	94829224	1263754
ileanat	0	0
imanuel	0	0
isac	73386126	11788987
ismaray	0	0
ismary	0	0
ivan.castellanos	20429728	386154
ivonne	0	0
ivonnerv	39877241	26721540
jacome	0	0
jacque	0	0
janette	0	0
javi.lopez	6338833173	6396003
jcarrillo	0	0
jcasamayor	0	0
jessica	148087886	9255246
jfalcon	0	0
jorge	242053218	23513139
jpuñales	266310584	13495378
jrodriguez	0	0
jvr	0	0
karenriera	0	0
kenia	340	351
ksantos	0	0
laura.rivas	75163728	5132906
lazaro	0	0
lazaro.pina	298020822	16559562
lbcubas	29314703	1633056
leandy	0	0
leanie	0	0
leonardo	0	0
leyla	19545677	1857885
lgarcia	141060511	8076434
liana	1622752	249010
liena	12668460	2888726
liliana	0	0
liris	0	0
lisandra	147286588	6228906
lisette	160860192	17567964
lisi	0	0
lissy	0	0
lmaria	0	0
loida	26587469	508264
lorena	780885	560546
luis	149901302	8064548
madai	124457819	9504197
magda	0	0
manresa	0	0
manuel	0	0
mariam	0	0
marieladp	0	0
marilyn	40632287	2818674
mario	0	0
marlenin	0	0
maydelin	0	0
maydelin.ds	0	0
mayelin	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	69998967	4825400
melba	0	0
mercedes	72561299	578108
merleneg	0	0
meylin	0	0
mhcollazo	0	0
miriam	80591173	6077159
mirta	0	0
mirza	38379833	107566
mylene	190971	24269
naisy	0	0
natacha	0	0
nestor	0	0
nieves	236457858	13488406
niovis	0	0
noaris	0	0
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	69987905	5690604
olguita	59202154	6295094
olivia	0	0
orisel	0	0
orlando	0	0
osmar	0	0
oxana	0	0
piqueras	0	0
pmando	0	0
rafadiaz	0	0
raidel	0	0
raisi	53681238	3382351
rancol	0	0
raul	64451361	2061542
raulc	0	0
rcaballero	0	0
regla	0	0
rene	0	0
reynaldo	2213622323	28264158
rfuentes	0	0
rizene	0	0
roberto	15027826	960418
rodolfo	0	0
rodrigo	0	0
rosa	58219063	3894862
roseli	0	0
rquintanilla	0	0
rromero	0	0
salon6	0	0
sarah	0	0
seprot	0	0
servidores	51365492	759697
sheila	0	0
silvita	0	0
sistemas	6487174	3975
sonia	0	0
susel	228889832	18096693
tamara.glez	0	0
urbano	0	0
veronica	29752236	864489
violeta	0	0
virgilio	0	0
vladimir	23024425	1162550
wendy	0	0
xiomara	1744025	109514
yadica	51757317	4757882
yadiley	0	0
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	37850423	2707027
yamilacv	116703144	15841423
yamilaloli	752461	120375
yamira	0	0
yania	0	0
yanisel	0	0
yarmas	0	0
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	0	0
ygordo	9963191	642912
ygutierrez	9161523	304390
yisel	0	0
ylima	152120818	5174139
yolaine	97894978	7175061
yperez	296672	206927
yudith	67821607	8270377
yuliet	0	0
yumara	14186156	292861
yumy	153324227	14211017
yunier	139934591	17356842
yusmari	102328485	7027745
zenia	252549923	2176723
zulema	0	0
