username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	295242613	4068599
adamelis	128472297	10563027
addys	0	0
adria	1901378	152694
adrianamg	57172363	4168303
aleyda	77844922	2832398
alicia	21861624	2075793
alida	5375403	427052
alina	4379776	338460
amarilys	0	0
amarrero	0	0
ambar	32959770	1941005
amorgado	0	0
ana.laura	0	0
anagloria	161974407	12109861
anamayra	0	0
ananidia	111745397	17817997
anapilar	17245850	207892
anaraime	186094694	18382775
angelica	0	0
ankumu	151220350	6110344
annerys	0	0
antonio	0	0
aracelys	128607424	47017812
ariadna	0	0
arismary	0	0
arletys	0	0
armando	18317269	3738321
arnaldo	26214578	2744211
arodriguez	353736236	362368
atorrella	28221443	474507
avossirini	0	0
aymara	0	0
ayme	16898524	1414649
b.peon	0	0
barbara	0	0
belar	861882765	29141638
belkis	145088873	3391868
berta	0	0
biorkys	0	0
blanca	24855571	1656336
bmazon	51651820	1305032
bobrador	0	0
campos	0	0
carmen	293106302	24950606
carmen.fdez	0	0
carmenevelyn	105617937	11822669
cary	0	0
celeste	0	0
charly	0	0
chavely	0	0
csanchez	0	0
cvarela	11399174	1588905
dailen	20090290	1340919
dainik	0	0
dalia	0	0
dalila	24310562	1970769
danay	26295009	1877017
danayd	0	0
dayamim	0	0
dayanira	82427607	6555768
daylin	0	0
dbcruz	0	0
deneb	0	0
denys	0	0
dergis	15049052	2171083
dgmitjams	302374927	12204178
dhernandez	0	0
diadelis	0	0
dianalay	0	0
dianapr	0	0
dorian	0	0
dulce	0	0
dunia	38711576	6394448
dunia.glez	0	0
e.suarez	0	0
ealcolea	70013983	1774210
eileen	0	0
elenalaviellez	41477674	3411141
elsanchez	0	0
elva	33237451	3679206
epelaez	0	0
eperez	0	0
erich	183224063	9769333
estrella	0	0
evelyn	118789486	5156354
evelyn.mayo	0	0
fabien	971310	73124
faselis	22401074	1493138
fausto	0	0
gabriel	0	0
gilberto	219578612	1932600
giset	99715605	11303089
gretel	0	0
grethel	40040974	3016899
hendrik	0	0
heredia	0	0
herminio	26122356	1735099
humberto	0	0
idalis	312521884	314242
ileanagr	145011787	9338014
ileanasl	6036009	560152
ileanat	1323171	425279
imanuel	768517	329374
isac	42868081	5776171
ismaray	15896632	17061605
ismary	36116682	4335403
ivan.castellanos	0	0
ivonne	0	0
ivonnerv	83122870	5293158
jacome	0	0
jacque	207144962	4175129
janette	0	0
javi.lopez	257021407	3765778
jcarrillo	1588627	177836
jcasamayor	130424725	5557163
jessica	155212204	2106455
jfalcon	3777123806	40666076
jorge	53688872	6511103
jpuñales	310848510	3750054
jrodriguez	0	0
jvr	0	0
karenriera	0	0
kenia	149861559	5228842
ksantos	0	0
laura.rivas	178547950	13300442
lazaro	0	0
lazaro.pina	302924504	11655464
lbcubas	998228	182667
leandy	0	0
leanie	0	0
leonardo	0	0
leyla	0	0
lgarcia	109395465	6493203
liana	0	0
liena	282282585	8127108
liliana	0	0
liris	161604806	1194124
lisandra	293182786	21454427
lisette	162296663	6063279
lisi	0	0
lissy	0	0
lmaria	0	0
loida	0	0
lorena	860635649	34499945
luis	37554598	2543756
madai	35777518	2076788
magda	0	0
manresa	10573476	1099444
manuel	0	0
mariam	24455076	3425405
marieladp	152957684	4362770
marilyn	0	0
mario	138603449	17761911
marlenin	0	0
marthah	20900441	435139
maydelin	8800609	664825
maydelin.ds	0	0
mayelin	0	0
mayelis	1322901	139219
maylen	115732941	6573747
mayra	0	0
mbravo	0	0
mcreyes	30131198	705631
melba	0	0
mercedes	0	0
merleneg	300775183	12665210
meylin	0	0
mhcollazo	43143072	6211231
miriam	55686408	4813670
mirta	235928281	1052263
mirza	0	0
mylene	0	0
naisy	0	0
natacha	0	0
nestor	0	0
nieves	0	0
niovis	0	0
noaris	27826243	3216897
nod32	0	0
obriel	46286877	2724970
ocastro	0	0
oisis	0	0
olga	0	0
olguita	35774999	6357713
olivia	0	0
orisel	0	0
orlando	7871369	293981
osmar	121724373	1160414
oxana	123910032	4699503
piqueras	10202509	13895227
pmando	0	0
rafadiaz	154117124	3226635
raidel	0	0
raisi	0	0
rancol	46689528	6428762
raul	29867720	1584741
raulc	0	0
rcaballero	0	0
regla	36969804	2796175
rene	862694	337890
reynaldo	324011872	7453710
rfuentes	0	0
rizene	0	0
roberto	0	0
rodolfo	0	0
rodrigo	0	0
rosa	0	0
roseli	0	0
rquintanilla	362056328	16805188
rromero	133491605	11545914
salon6	0	0
sarah	31772104	1693954
seprot	0	0
servidores	62582703	755737
sheila	0	0
silvita	0	0
sistemas	0	0
sonia	0	0
susel	181154781	4962953
tamara.glez	0	0
urbano	40717300	1972435
veronica	17410109	1554990
violeta	126685761	20927966
virgilio	0	0
vladimir	6239768	202097
wendy	1658241	36348
xiomara	21412247	1574623
yadica	147545569	9766324
yadiley	16210160	788702
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	193365553	5725686
yamilacv	0	0
yamilaloli	984569	135035
yania	0	0
yanisel	101595954	6115692
yarmas	72729434	6657259
yborjas	2311546	385598
yelenies	6947114	214628
yency	63755805	2432859
ygonzalez	302168839	12415264
ygordo	12063082	592781
ygutierrez	37134769	8717150
yisel	0	0
ylima	105938260	9609169
yolaine	144259121	14092013
yperez	291397739	23180737
yudith	76795574	13754216
yuliet	0	0
yumara	0	0
yumy	179403071	20839643
yunier	151880824	5408878
yusmari	56708582	5091542
zenia	75191474	6459453
zulema	35150558	2989404
