username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	0	0
addys	0	0
adria	0	0
adrianamg	136025560	8973842
aleyda	151120094	6181494
alicia	247686	46394
alida	119717360	7250377
alina	114339084	8198108
amarilys	0	0
amarrero	0	0
ambar	116142612	8650263
amorgado	723413268	2644492
ana.laura	0	0
anagloria	103465612	9018853
anamayra	21486317	1576155
ananidia	6684900	1722667
anapilar	7584	2064
anaraime	0	0
angelica	0	0
ankumu	0	0
annerys	0	0
antonio	0	0
aracelys	154157960	17140011
ariadna	0	0
arismary	0	0
arletys	188104061	3145679
armando	60642987	5390008
arnaldo	171535001	15842858
arodriguez	100413177	9907789
atorrella	0	0
avossirini	0	0
aymara	119410359	9115935
ayme	0	0
b.peon	0	0
barbara	0	0
belar	128128427	14827642
belkis	9195560	441620
berta	0	0
biorkys	10104189	822789
blanca	0	0
bmazon	0	0
bobrador	0	0
campos	26990860	2441269
carmen	247654600	15894507
carmen.fdez	0	0
carmenevelyn	142143914	15153243
cary	10755853	1129438
celeste	0	0
charly	0	0
chavely	0	0
csanchez	140583188	7010489
cvarela	86671274	10524234
dailen	0	0
dainik	154068496	13416384
dalia	6643978	492308
dalila	1032111	67181
danay	126001549	5974054
danayd	0	0
dayamim	0	0
dayanira	78984057	10959342
daylin	509	351
dbcruz	0	0
deneb	95820141	5125971
denys	0	0
dergis	150746683	10158529
dgmitjams	96608848	10206167
dhernandez	0	0
diadelis	62278786	25551595
dianalay	0	0
dianapr	0	0
dorian	7699897	789361
dulce	0	0
dunia	0	0
dunia.glez	0	0
e.suarez	7101607	2081401
ealcolea	10439037	611720
eileen	104749697	12939870
elenalaviellez	46696703	6037092
elsanchez	0	0
elva	0	0
epelaez	0	0
eperez	185308290	5625438
erich	261145826	11403335
estrella	0	0
evelyn	152472374	4837131
evelyn.mayo	0	0
fabien	7636911	190000
faselis	94076956	5192286
fausto	3062869	393743
gabriel	0	0
gilberto	309951065	4679702
giset	0	0
gretel	0	0
grethel	0	0
hendrik	0	0
heredia	21279901	696071
herminio	19968994	1666021
humberto	0	0
idalis	0	0
ileanagr	90378670	6631194
ileanasl	0	0
ileanat	0	0
imanuel	36343893	2755679
isac	245434404	8362427
ismaray	0	0
ismary	6873567	315033
ivan.castellanos	0	0
ivonne	0	0
ivonnerv	0	0
jacome	313815403	7815857
jacque	294515483	3318736
janette	0	0
javi.lopez	1113763324	11426656
jcarrillo	5346570022	12961335
jcasamayor	312561742	2038428
jessica	0	0
jfalcon	313721	65305
jorge	445077783	5300960
jpuñales	225155950	8323227
jrodriguez	224876393	2521393
jvr	191299369	11166271
karenriera	0	0
kenia	56189086	5562744
ksantos	0	0
laura.rivas	124678486	11015911
lazaro	0	0
lazaro.pina	245714407	12339491
lbcubas	7249067	204774
leandy	217462400	2341833
leanie	0	0
leonardo	0	0
leyla	117229998	8325371
lgarcia	193927138	11739057
liana	2740357	163778
liena	7290680	1464024
liliana	0	0
liris	0	0
lisandra	13417043	1797622
lisette	89131766	7190376
lisi	264275146	14743692
lissy	0	0
lmaria	0	0
loida	4910916	452480
lorena	2082659173	23648146
luis	77537189	5952305
madai	0	0
magda	75247651	6904093
manresa	0	0
manuel	0	0
mariam	112744631	14079651
marieladp	0	0
marilyn	0	0
mario	0	0
marlenin	0	0
marthah	86089863	4427382
maydelin	2159019	384699
maydelin.ds	0	0
mayelin	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	509	351
mcreyes	31040904	1005705
melba	0	0
mercedes	0	0
merleneg	254965868	14262182
meylin	194806842	11220053
mhcollazo	34723014	1851732
miriam	131657954	8637355
mirta	93330508	1659397
mirza	509	351
mylene	15639453	407110
naisy	0	0
natacha	0	0
nestor	0	0
nieves	159032991	13609800
niovis	292485	45802
noaris	29455014	5067460
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	241545723	12974535
olguita	1424227	189519
olivia	0	0
orisel	0	0
orlando	16145493	709057
osmar	0	0
oxana	0	0
piqueras	39327702	3962065
pmando	0	0
rafadiaz	0	0
raidel	0	0
raisi	0	0
rancol	0	0
raul	0	0
raulc	570696	95096
rcaballero	0	0
regla	30649218	2135323
rene	39734347	1180652
reynaldo	612568065	4290782
rfuentes	37299728	5736920
rizene	0	0
roberto	268961439	4975710
rodolfo	0	0
rodrigo	0	0
rosa	24505541	1479002
roseli	0	0
rquintanilla	5549557995	34922621
rromero	301221028	10355793
salon6	0	0
sarah	0	0
seprot	0	0
servidores	86764394	743282
sheila	0	0
silvita	91577942	2603703
sistemas	0	0
sonia	0	0
susel	293799827	18784993
tamara.glez	8293560	887247
urbano	0	0
veronica	23133804	3250447
violeta	89173905	15021794
virgilio	0	0
vladimir	0	0
wendy	0	0
xiomara	41710701	6071662
yadica	46373082	2931645
yadiley	0	0
yadira	0	0
yahimara	298764709	15836500
yailin	0	0
yalina	509	351
yamila	74347446	4472823
yamilacv	0	0
yamilaloli	0	0
yania	0	0
yanisel	19486365	743882
yarmas	15938757	624992
yborjas	9123197	839770
yelenies	196011296	3723777
yency	0	0
ygonzalez	299512369	15076690
ygordo	8440229	392368
ygutierrez	2101487	647928
yisel	0	0
ylima	146661577	10625075
yolaine	256855211	17466271
yperez	265988029	27323897
yudith	102102521	12876986
yuliet	0	0
yumara	14533186	744081
yumy	0	0
yunier	0	0
yusmari	0	0
zenia	54739600	995377
zulema	0	0
