username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	0	0
addys	271451284	26994259
adria	149765057	2075839
adrianamg	37834119	1707384
aleyda	13542715	689014
alicia	33910268	2281999
alina	12244735	715587
amarilys	0	0
amarrero	0	0
ambar	0	0
ana.laura	28071222	1721810
anagloria	0	0
anamayra	0	0
ananidia	0	0
anapilar	7523829	77937
angelica	4699224	492954
ankumu	27787448	1758365
annerys	0	0
antonio	10260280	238013
aracelys	58226157	40371421
ariadna	153492732	3797254
arismary	0	0
arletys	136580659	1859555
armando	27551091	1345463
arnaldo	31604820	2439735
arodriguez	57075366	258828
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	0	0
b.peon	0	0
barbara	0	0
belar	250362482	26156949
belkis	0	0
berta	0	0
biorkys	56462547	1809264
blanca	1531592	256318
bmazon	0	0
bobrador	0	0
camila	162673	44431
campos	91960252	6593933
carmen	488294945	14967562
carmen.fdez	0	0
carmenevelyn	0	0
cary	20929468	1134887
celeste	0	0
chavely	0	0
csanchez	266662055	9072547
cvarela	0	0
dailen	510	351
dainik	143112871	8154930
dalia	61474719	7756356
dalila	17293281	630642
danay	58750266	941668
danayd	0	0
dayamim	0	0
dayanira	10620059	1461374
daylin	0	0
dbcruz	152315031	4978614
deneb	72060613	6038943
denys	49033496	2995397
dergis	0	0
dhernandez	42711373	491091
diadelis	0	0
dianalay	245633337	13157568
dianapr	2582696	169937
directora	0	0
dorian	0	0
dulce	0	0
dunia	57887149	4335802
dunia.glez	0	0
e.suarez	74226696	3426812
ealcolea	20326609	1570427
eileen	247281458	6476341
elva	0	0
epelaez	0	0
eperez	28610310	2620140
erich	216553271	17472736
evelyn	0	0
evelyn.mayo	36289242	3499764
fabien	33572462	1942056
faselis	39013441	3201742
fausto	168541767	739509
francis	0	0
gilberto	311628393	3002025
giset	44932685	4649027
gretel	343737	22834
grethel	13568755	1403206
hendrik	240828587	6934276
hendrikr	0	0
heredia	0	0
humberto	0	0
idalis	14893109	279112
ileanagr	168033	52155
ileanasl	31290450	2680454
ileanat	219532287	8153700
imanuel	89447776	4879516
isac	260346355	40082561
ismaray	133174920	7598991
ismary	55900486	455146
ivan.castellanos	0	0
ivonne	33636626	5275713
ivonnerv	0	0
jacome	306635283	7971042
jacque	0	0
janette	0	0
jasiel	0	0
javi.lopez	1025185500	11359696
jcarrillo	0	0
jcasamayor	0	0
jfalcon	3596005804	57753172
jorge	540564874	18355893
jpuñales	9137260	1170732
jvr	208880759	9880110
karenriera	148257310	9074916
kenia	0	0
ksantos	0	0
laura.rivas	198608142	14569379
lazaro	0	0
lazaro.pina	0	0
lbcubas	136550356	3085779
leandy	0	0
leanie	0	0
lenier	0	0
leonardo	311012364	3584521
leyla	132194453	12689499
lgarcia	116660809	11407836
liana	2230860	819210
liena	46039008	4417475
liliana	0	0
liris	0	0
lisette	9931261	1622524
lisi	90733207	8192743
lissy	0	0
llilian	117859429	1170461
lmaria	0	0
loida	12892112	237742
lorena	0	0
luis	102885611	5379034
madai	95874588	6566166
magda	0	0
manresa	66192755	2274300
manuel	0	0
mariam	128277816	14704477
marieladp	0	0
marilyn	0	0
mario	216106288	34645592
marlenin	0	0
marthah	154435061	2858806
maydelin	1036712	406787
maydelin.ds	0	0
mayelin	198674681	13960646
mayelis	0	0
maylen	2954921	314375
mayra	510	351
mbravo	0	0
mcreyes	0	0
melba	24651342	408869
mercedes	0	0
merleneg	0	0
meylin	263749262	14926190
mfumero	59390268	3501088
mhcollazo	0	0
miriam	31069775	1695918
mirta	0	0
mirza	0	0
mylene	1113374	78241
naisy	49546351	2889771
natacha	0	0
nestor	0	0
nieves	100406242	7006904
niovis	0	0
noaris	1246672	119008
nod32	0	0
obriel	309883808	4712889
ocastro	0	0
oisis	0	0
olga	52126207	16927054
olguita	18652373	775352
orisel	0	0
orlando	10762417	713963
oxana	0	0
piqueras	54376959	5069344
pmando	0	0
rachel	0	0
rafadiaz	0	0
raidel	101202284	11497843
raisi	278797521	11031414
rancol	45892214	2965508
raul	0	0
raulc	0	0
rcaballero	0	0
regla	2568284	187423
rene	264639	81843
rfuentes	75937080	10881207
rizene	0	0
roberto	310894263	3696469
rodolfo	86652398	13172169
rodrigo	0	0
rosa	18784172	951526
roseli	0	0
rquintanilla	1226104023	11893840
rromero	0	0
salon6	0	0
sarah	0	0
seprot	0	0
servidores	83423160	1515345
silvita	101028082	9701866
sistemas	0	0
sonia	0	0
susel	305989608	8591610
tamara.glez	7439722	614857
torresvinent	151813366	5476336
urbano	0	0
veronica	0	0
violeta	183281892	9179869
virgilio	0	0
vladimir	0	0
wendy	20128407	351833
xiomara	0	0
yadica	39145387	2557200
yadiley	0	0
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	275228211	12434613
yamilacv	0	0
yamilaloli	240857	51637
yanisel	0	0
yarmas	0	0
yborjas	15413728	640460
yelenies	0	0
yency	0	0
ygonzalez	0	0
ygordo	78996394	12583341
ygutierrez	264994176	2876226
yisel	0	0
ylima	145631296	11664720
yolaine	103964728	5137167
yperez	19915227	1298951
yudith	147136789	10189897
yuliet	102380073	9838256
yumara	501	351
yumy	255179429	12443405
yunier	146899844	10399395
yusmari	148696433	8637510
zenia	90850904	1808980
zulema	0	0
frank.tb	72303802	5615328
melissa	125616413	12938327
somja	0	0
marlon	134016933	4280100
canfux	26673130	1624074
