username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	28522364	1414262
addys	0	0
adria	0	0
adrianamg	0	0
aleyda	69411576	1417397
alicia	13860449	1057276
alida	23455901	1006907
alina	29119495	1444328
amarilys	0	0
amarrero	0	0
ambar	294249379	18345654
amorgado	0	0
ana.laura	0	0
anagloria	95869746	9810578
anamayra	50279367	1322564
ananidia	1589212	468456
anapilar	0	0
anaraime	0	0
angelica	0	0
ankumu	0	0
annerys	243133657	4825870
antonio	0	0
aracelys	151148548	10712747
ariadna	509	351
arismary	0	0
arletys	71083307	29048686
armando	51473691	1805068
arnaldo	0	0
arodriguez	128092527	5193012
atorrella	0	0
avossirini	0	0
aymara	34612632	3998452
ayme	24767264	2558308
b.peon	0	0
barbara	0	0
belar	403013161	29826368
belkis	57248918	2648613
berta	0	0
biorkys	4022799	244322
blanca	3221410	382950
bmazon	0	0
bobrador	0	0
campos	0	0
carmen	1947824531	18195756
carmen.fdez	21992019	1444730
carmenevelyn	37015045	2287675
cary	4991878	387638
celeste	0	0
charly	0	0
chavely	0	0
csanchez	302487201	12142874
cvarela	0	0
dailen	0	0
dainik	0	0
dalia	12495323	1098687
dalila	0	0
danay	143167748	3778508
danayd	38232984	2884141
dayamim	129077476	12046545
dayanira	101727005	7163266
daylin	28924238	588304
dbcruz	0	0
deneb	85602364	8819646
denys	0	0
dergis	106396324	10600419
dgmitjams	0	0
dhernandez	0	0
diadelis	146118485	32206281
dianalay	0	0
dianapr	24861570	2186353
dorian	0	0
dulce	0	0
dunia	167154839	9877812
dunia.glez	0	0
e.suarez	6221844	726189
ealcolea	0	0
eileen	98069325	8668001
elenalaviellez	20471380	4590194
elsanchez	224869158	5469064
elva	0	0
epelaez	0	0
eperez	89644285	6532365
erich	164173237	7022352
estrella	0	0
evelyn	175516	22247
evelyn.mayo	0	0
fabien	509	351
faselis	72201412	4712805
fausto	60099300	3258578
gabriel	231443904	13791337
gilberto	201275787	1938371
giset	109938370	9831682
gretel	0	0
grethel	55478044	4706737
hendrik	0	0
heredia	12818604	579991
herminio	48766496	4774388
humberto	0	0
idalis	413741	59734
ileanagr	113553	17155
ileanasl	0	0
ileanat	8245639	383603
imanuel	1556562	227631
isac	0	0
ismaray	28315429	3506728
ismary	0	0
ivan.castellanos	0	0
ivonne	509	351
ivonnerv	30595488	2157759
jacome	0	0
jacque	0	0
janette	0	0
javi.lopez	0	0
jcarrillo	125568552	10627944
jcasamayor	0	0
jessica	152389486	4937844
jfalcon	4131610390	32072284
jorge	501188808	7320849
jpuñales	74601263	5739086
jrodriguez	0	0
jvr	107993059	10272042
karenriera	0	0
kenia	296370926	11000326
ksantos	0	0
laura.rivas	105366706	10062652
lazaro	0	0
lazaro.pina	302526013	12047336
lbcubas	1030448	164073
leandy	0	0
leanie	0	0
leonardo	110869683	3833066
leyla	34322723	2315156
lgarcia	0	0
liana	0	0
liena	35550831	3773053
liliana	0	0
liris	288411627	1220589
lisandra	278138403	36496503
lisette	64918923	7202967
lisi	0	0
lissy	0	0
lmaria	0	0
loida	259118	57251
lorena	1797546747	14571929
luis	73509234	6633328
madai	0	0
magda	0	0
manresa	6927337	684065
manuel	0	0
mariam	7865761	1757117
marieladp	0	0
marilyn	0	0
mario	0	0
marlenin	114149241	7037391
marthah	0	0
maydelin	836619	222705
maydelin.ds	0	0
mayelin	26629	5241
mayelis	0	0
maylen	312282970	2293985
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
mercedes	0	0
merleneg	212432862	11481489
meylin	0	0
mhcollazo	0	0
miriam	905022	83839
mirta	0	0
mirza	0	0
mylene	902539	104270
naisy	0	0
natacha	53450787	6004562
nestor	0	0
nieves	212403396	12193036
niovis	49022604	856045
noaris	44676333	7350515
nod32	0	0
obriel	10592530	303304
ocastro	0	0
oisis	0	0
olga	655921954	32871302
olguita	2137177	367000
olivia	0	0
orisel	0	0
orlando	3327145	218336
osmar	0	0
oxana	0	0
piqueras	21691046	4049895
pmando	0	0
rafadiaz	0	0
raidel	0	0
raisi	18496086	1671725
rancol	90948302	8637926
raul	135625086	6427806
raulc	0	0
rcaballero	0	0
regla	509	351
rene	1124928	264540
reynaldo	329801865	1993600
rfuentes	0	0
rizene	0	0
roberto	0	0
rodolfo	151589717	5716888
rodrigo	57476575	3716185
rosa	42421511	2625758
roseli	0	0
rquintanilla	3875111468	9810085
rromero	160383051	10540193
salon6	0	0
sarah	0	0
seprot	0	0
servidores	72422138	769962
sheila	0	0
silvita	89355126	14838064
sistemas	0	0
sonia	0	0
susel	236476461	10473755
tamara.glez	0	0
urbano	139525948	7638473
veronica	0	0
violeta	139740566	15781138
virgilio	0	0
vladimir	0	0
wendy	584065	113459
xiomara	21484697	2300009
yadica	96057821	6769424
yadiley	0	0
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	95509628	6576731
yamilacv	0	0
yamilaloli	4423137	603514
yania	0	0
yanisel	0	0
yarmas	1066236	136752
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	304988177	9595117
ygordo	741912	179676
ygutierrez	1196027	177932
yisel	0	0
ylima	151248663	6073827
yolaine	154699945	13233009
yperez	237643553	22430250
yudith	146632495	10707056
yuliet	0	0
yumara	0	0
yumy	190306619	24895361
yunier	150135036	7205914
yusmari	0	0
zenia	51885625	4078477
zulema	42085630	8744322
