username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	148745551	8582623
adalberto	0	0
adamelis	0	0
addys	58008394	7541992
adria	0	0
adrianamg	0	0
aleyda	153453869	3884706
alicia	17377057	1040710
alida	0	0
alina	0	0
amarilys	0	0
amarrero	0	0
ambar	191044559	10238509
ana.laura	0	0
anagloria	0	0
anamayra	63090118	4149187
ananidia	19215641	9930274
anapilar	0	0
anaraime	63087820	9292505
angelica	0	0
ankumu	0	0
annerys	63931628	1051161
antonio	4044954	277548
aracelys	246013456	12095448
ariadna	38058663	2159220
arismary	214618612	4532402
arletys	0	0
armando	0	0
arnaldo	0	0
arodriguez	114521155	299434
atorrella	0	0
avossirini	8992024	257150
aymara	0	0
ayme	24818219	1934645
b.peon	0	0
barbara	0	0
belar	0	0
belkis	9107283	420653
berta	0	0
biorkys	35274981	8021955
blanca	448411	141733
bmazon	0	0
bobrador	0	0
campos	111591804	8608607
cantero	0	0
carmen	0	0
carmen.fdez	0	0
carmenevelyn	19929126	1644769
cary	9995976	199056
celeste	0	0
chavely	0	0
csanchez	120185340	4126997
cvarela	37065646	3079284
dailen	141004903	5449083
dainik	0	0
dalia	0	0
dalila	0	0
danay	90641495	2037455
danayd	0	0
dayamim	0	0
dayanira	136267902	12198950
daylin	9437896	244031
dbcruz	0	0
deneb	313570321	1011051
denys	0	0
dergis	0	0
dgmitjams	0	0
dhernandez	0	0
diadelis	0	0
dianalay	0	0
dianapr	267284369	3858489
directora	0	0
dorian	0	0
dulce	0	0
dunia	181338178	6208479
dunia.glez	0	0
e.suarez	0	0
ealcolea	0	0
eileen	0	0
elenalaviellez	0	0
elva	0	0
epelaez	0	0
eperez	0	0
erich	41049369	1129857
evelyn	123088136	1921953
evelyn.mayo	0	0
fabien	225299470	19988292
faselis	42104764	2815883
fausto	29339197	1760744
gabriel	0	0
gilberto	0	0
giset	0	0
gretel	19335252	2214833
grethel	0	0
hendrik	0	0
heredia	0	0
herminio	0	0
humberto	0	0
idalis	0	0
ileanagr	313006	100441
ileanasl	18121399	1221218
ileanat	1979332	854788
imanuel	9141272	184887
isac	132701842	25269950
ismaray	136332879	20954785
ismary	0	0
ivan.castellanos	0	0
ivonne	38697615	2119300
ivonnerv	55252689	5691501
jacome	306566722	8044142
jacque	0	0
janette	18377684	127714
javi.lopez	0	0
jcarrillo	737317216	7928431
jcasamayor	87569982	7542038
jfalcon	2773439179	21800992
jorge	808389663	23900234
jpuñales	154788218	8027166
jrodriguez	276798956	2216294
jvr	131061863	8844303
karenriera	0	0
kenia	17963368	1227180
ksantos	0	0
laura.rivas	0	0
lazaro	149159477	8166485
lazaro.pina	0	0
lbcubas	9692238	994505
leandy	0	0
leanie	0	0
lenier	155174706	2156436
leonardo	151606494	1926521
leyla	198010638	16872713
lgarcia	0	0
liana	8631260	479300
liena	229536155	3233887
liliana	267280242	19777493
liris	313998546	631962
lisette	86375973	13077040
lisi	306312383	8281413
lissy	0	0
llilian	0	0
lmaria	0	0
loida	0	0
lorena	695041922	2842886
luis	104001531	8343401
madai	70741138	5698520
magda	133637900	7415897
manresa	0	0
manuel	0	0
mariam	19579714	6054111
marieladp	0	0
marilyn	0	0
mario	0	0
marlenin	0	0
marthah	156561920	765934
maydelin	295730977	18899451
maydelin.ds	0	0
mayelin	2330770	135716
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
mercedes	0	0
merleneg	82541268	5408736
meylin	147651895	19866337
mhcollazo	0	0
miriam	38525011	2615296
mirta	0	0
mirza	31306155	2258154
mylene	0	0
naisy	1595783	211336
natacha	0	0
nestor	0	0
nieves	22134843	3095816
niovis	2370054	118802
noaris	0	0
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	0	0
olguita	0	0
orisel	509	351
orlando	1685051	95507
osmar	175221726	1595354
oxana	0	0
piqueras	0	0
pmando	0	0
rafadiaz	153841628	3468582
raidel	0	0
raisi	0	0
rancol	70550159	9736341
raul	0	0
raulc	0	0
rcaballero	0	0
regla	110454570	10946527
rene	423555	139845
reynaldo	514640460	9660502
rfuentes	260395490	14138869
rizene	0	0
roberto	309131319	5469830
rodolfo	0	0
rodrigo	0	0
rosa	22799299	1747271
roseli	0	0
rquintanilla	6801	1274
rromero	0	0
salon6	0	0
sarah	0	0
seprot	0	0
servidores	122100002	470732
silvita	47491914	2766089
sistemas	0	0
sonia	0	0
susel	165910800	17005242
tamara.glez	32965971	3360263
torresvinent	0	0
urbano	119234296	6308289
veronica	0	0
violeta	0	0
virgilio	0	0
vladimir	0	0
wendy	27833297	227416
xiomara	0	0
yadica	0	0
yadiley	5889021	2352347
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	134648848	5040794
yamilacv	0	0
yamilaloli	0	0
yanisel	0	0
yarmas	21383393	526462
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	0	0
ygordo	0	0
ygutierrez	59207381	8826208
yisel	0	0
ylima	145645120	11651314
yolaine	613412	162413
yperez	196030136	11718793
yudith	142185615	15101498
yuliet	140513749	16773532
yumara	0	0
yumy	228068679	26807411
yunier	136733843	5853650
yusmari	52430735	3628896
zenia	0	0
zulema	17276476	1682751
