username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	448908	190493
addys	203298643	14045244
adria	3120179	377994
adrianamg	75291940	7472626
aleyda	150383658	6928024
alicia	192733112	10107224
alida	218841965	337575
alina	29158568	2383191
amarilys	0	0
amarrero	29791579	1233297
ambar	243792634	13064219
ana.laura	0	0
anagloria	140294096	7532316
anamayra	0	0
ananidia	17112161	1870554
anapilar	0	0
anaraime	186106565	8214661
angelica	2722819	199657
ankumu	0	0
annerys	0	0
antonio	0	0
aracelys	79405792	8110496
ariadna	509	351
arismary	0	0
arletys	141891534	9913049
armando	0	0
arnaldo	0	0
arodriguez	129911826	303536
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	0	0
b.peon	0	0
barbara	0	0
belar	0	0
belkis	198031084	8438413
berta	0	0
biorkys	66148508	3920449
blanca	158176420	13108490
bmazon	0	0
bobrador	0	0
campos	0	0
cantero	0	0
carmen	158179043	12581600
carmen.fdez	0	0
carmenevelyn	16708731	2923171
cary	3430796	247001
celeste	0	0
chavely	0	0
csanchez	0	0
cvarela	0	0
dailen	0	0
dainik	61751476	6880774
dalia	214070563	7049336
dalila	0	0
danay	0	0
danayd	0	0
dayamim	200359614	10918909
dayanira	91280330	109821933
daylin	0	0
dbcruz	0	0
deneb	305387780	9203207
denys	150626945	6712216
dergis	0	0
dgmitjams	207160005	7826984
dhernandez	0	0
diadelis	0	0
dianalay	348922889	34644557
dianapr	68073682	5215690
directora	0	0
dorian	0	0
dulce	0	0
dunia	79184463	5329416
dunia.glez	119287878	2884076
e.suarez	12380747	1934644
ealcolea	0	0
eileen	20448717	1125310
elenalaviellez	233674	41704
elva	0	0
epelaez	0	0
eperez	0	0
erich	0	0
evelyn	0	0
evelyn.mayo	0	0
fabien	0	0
faselis	77105285	3077047
fausto	104183124	4772286
francis	0	0
gabriel	0	0
gilberto	301669731	4999608
giset	192463507	17488270
gretel	10297332	1157912
grethel	0	0
hendrik	0	0
heredia	1408481	114571
herminio	0	0
humberto	0	0
idalis	0	0
ileanagr	200894	40973
ileanasl	0	0
ileanat	0	0
imanuel	50340108	2297341
isac	0	0
ismaray	150528658	6792475
ismary	4535117	124842
ivan.castellanos	0	0
ivonne	31175384	3466465
ivonnerv	0	0
jacome	0	0
jacque	233224376	4772849
janette	36588204	848282
javi.lopez	1313527681	11233912
jcarrillo	0	0
jcasamayor	0	0
jfalcon	2911744091	36017724
jorge	0	0
jpuñales	297724293	12027031
jrodriguez	313216971	1415567
jvr	87974737	4373434
karenriera	0	0
kenia	0	0
ksantos	0	0
laura.rivas	52813827	2145753
lazaro	0	0
lazaro.pina	280087090	12686689
lbcubas	720796	70215
leandy	0	0
leanie	0	0
lenier	0	0
leonardo	0	0
leyla	0	0
lgarcia	0	0
liana	7452793	344784
liena	13182635	2514321
liliana	31124721	2114044
liris	1643023	217433
lisette	991945417	10957361
lisi	115488292	9612066
lissy	0	0
llilian	0	0
lmaria	67656200	4950217
loida	0	0
lorena	48445624	3887788
luis	153787573	11920582
madai	79746499	7674046
magda	300236052	14342594
manresa	6270972	594515
manuel	0	0
mariam	0	0
marieladp	0	0
marilyn	0	0
mario	456933883	24665665
marlenin	0	0
marthah	153363978	3963721
maydelin	0	0
maydelin.ds	0	0
mayelin	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	304171064	10412641
mercedes	0	0
merleneg	0	0
meylin	13203172	1854169
mhcollazo	0	0
miriam	40600611	2772522
mirta	0	0
mirza	0	0
mylene	0	0
naisy	1540126	128850
natacha	0	0
nestor	0	0
nieves	0	0
niovis	8406384	1050436
noaris	0	0
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	0	0
olguita	509905	125560
orisel	43256954	2069040
orlando	13849114	387832
osmar	0	0
oxana	0	0
piqueras	0	0
pmando	0	0
rafadiaz	0	0
raidel	0	0
raisi	85302167	7014842
rancol	29821535	5350695
raul	0	0
raulc	0	0
rcaballero	0	0
regla	0	0
rene	0	0
reynaldo	520891228	3396969
rfuentes	0	0
rizene	0	0
roberto	274327724	3254642
rodolfo	0	0
rodrigo	0	0
rosa	92508594	3012016
roseli	0	0
rquintanilla	300625919	13964344
rromero	0	0
salon6	0	0
sarah	0	0
seprot	0	0
servidores	67223240	6286512
silvita	0	0
sistemas	0	0
sonia	0	0
susel	0	0
tamara.glez	102228834	4729009
torresvinent	128545019	1212447
urbano	0	0
veronica	0	0
violeta	161504847	6598354
virgilio	0	0
vladimir	0	0
wendy	0	0
xiomara	4224954	324682
yadica	151408699	5879748
yadiley	24832524	1266951
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	307629	88830
yamilacv	0	0
yamilaloli	0	0
yanisel	0	0
yarmas	305941050	1990135
yborjas	64475679	740412
yelenies	0	0
yency	0	0
ygonzalez	240765847	12276598
ygordo	0	0
ygutierrez	0	0
yisel	0	0
ylima	104384952	5549443
yolaine	0	0
yperez	0	0
yudith	141475786	15813740
yuliet	79338827	10764940
yumara	0	0
yumy	0	0
yunier	144820354	12477755
yusmari	0	0
zenia	0	0
zulema	56308782	5057653
hendrikr	0	0
