username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	253264070	6084102
adamelis	9881215	508916
addys	82402767	8271905
adria	311723938	2882798
adrianamg	0	0
aleyda	51545709	3160326
alicia	18804429	1589161
alina	122046889	9657827
amarilys	0	0
amarrero	59483259	5286068
ambar	0	0
ana.laura	55149719	1998189
anagloria	65759497	5164231
anamayra	0	0
ananidia	0	0
anapilar	10079073	375919
angelica	7406445	278019
ankumu	90568759	3436050
annerys	0	0
antonio	0	0
aracelys	7072842	872447
ariadna	510	351
arismary	0	0
arletys	219650510	9722117
armando	13916276	1225282
arnaldo	0	0
arodriguez	90449165	387084
atorrella	0	0
avossirini	0	0
aymara	6288577	610989
ayme	0	0
b.peon	0	0
barbara	0	0
belar	0	0
belkis	0	0
berta	0	0
biorkys	2396227	832561
blanca	610509	164505
bmazon	167175763	22894758
bobrador	0	0
camila	1115433	125081
campos	66683389	4635999
carmen	928886782	34978257
carmen.fdez	0	0
carmenevelyn	19963164	1009846
cary	10069082	227679
celeste	0	0
chavely	0	0
csanchez	175548213	4271536
cvarela	36301458	3530400
dailen	12619966	830447
dainik	191235981	13917674
dalia	1974161	214886
dalila	0	0
danay	51710195	909871
danayd	0	0
dayamim	0	0
dayanira	102481286	4632571
daylin	0	0
dbcruz	0	0
deneb	302216287	12362068
denys	0	0
dergis	0	0
dhernandez	0	0
diadelis	57550156	5181256
dianalay	630381336	35556125
dianapr	409830	65835
directora	0	0
dorian	0	0
dulce	0	0
dunia	262374935	18699577
dunia.glez	7936232	501460
e.suarez	14402002	804346
ealcolea	0	0
eileen	5295819	560427
elva	174433184	5827529
epelaez	7379052	397885
eperez	191179182	18809425
erich	45896009	2933862
evelyn	0	0
evelyn.mayo	0	0
fabien	17166099	961329
faselis	57911676	3969607
fausto	149395704	1230425
francis	0	0
gilberto	312124545	2453385
giset	49227942	4736398
gretel	0	0
grethel	36015329	3803443
hendrik	0	0
hendrikr	0	0
heredia	8536202	429668
humberto	0	0
idalis	0	0
ileanagr	0	0
ileanasl	48430193	2836724
ileanat	124935964	3169638
imanuel	10326909	860814
isac	95422257	16208563
ismaray	146462134	8527510
ismary	0	0
ivan.castellanos	0	0
ivonne	56241177	6977153
ivonnerv	0	0
jacome	0	0
jacque	218068862	1117741
janette	1095680	124218
jasiel	68189642	4943471
javi.lopez	810893449	14223363
jcarrillo	0	0
jcasamayor	168511525	13573748
jfalcon	4005840830	51167534
jorge	335677216	7356916
jpuñales	70642555	3650696
jvr	308728711	5906889
karenriera	148087023	9238538
kenia	36546532	2067333
ksantos	0	0
laura.rivas	0	0
lazaro	193609	20793
lazaro.pina	296184824	18437402
lbcubas	0	0
leandy	0	0
leanie	0	0
lenier	1369659	116969
leonardo	0	0
leyla	36584894	3578371
lgarcia	246907545	15267653
liana	1940057	1419836
liena	31358844	4093866
liliana	294304643	20324358
liris	0	0
lisette	247837839	13315296
lisi	32204771	5349976
lissy	0	0
llilian	312112165	2506852
lmaria	0	0
loida	7828804	108783
lorena	0	0
luis	118565241	12673787
madai	227991274	13988757
magda	123698760	9058020
manresa	0	0
manuel	12330703	2593691
mariam	28864350	5782310
marieladp	0	0
marilyn	0	0
mario	456292346	67995700
marlenin	0	0
marthah	0	0
maydelin	811521	263959
maydelin.ds	0	0
mayelin	268956580	16605671
mayelis	0	0
maylen	24379765	1639202
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	207596178	15914667
mercedes	0	0
merleneg	0	0
meylin	0	0
mfumero	110637699	4067584
mhcollazo	0	0
miriam	110554774	3117797
mirta	200561405	2536446
mirza	52155346	2843120
mylene	0	0
naisy	526210	107284
natacha	0	0
nestor	0	0
nieves	240749936	16006275
niovis	8040298	152436
noaris	22134068	390405
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	262984071	16837016
olguita	48162534	2651918
orisel	0	0
orlando	0	0
oxana	189537429	8400609
piqueras	17110863	2854827
pmando	0	0
rachel	0	0
rafadiaz	78356357	727354
raidel	147735510	9035781
raisi	308343275	6248888
rancol	166120608	17158445
raul	232715397	7849373
raulc	2383712	100141
rcaballero	0	0
regla	0	0
rene	601380	147183
rfuentes	289990108	10764687
rizene	0	0
roberto	14812183	305351
rodolfo	32453667	6797643
rodrigo	0	0
rosa	11010410	478512
roseli	0	0
rquintanilla	251289049	13425890
rromero	0	0
salon6	0	0
sarah	510	351
seprot	0	0
servidores	36933437	1455664
silvita	0	0
sistemas	0	0
sonia	0	0
susel	221724166	11091962
tamara.glez	0	0
torresvinent	153627252	3683796
urbano	0	0
veronica	0	0
violeta	249344160	8885685
virgilio	3784151	270293
vladimir	0	0
wendy	24404955	1605797
xiomara	0	0
yadica	0	0
yadiley	0	0
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	136132202	968339
yamila	246428344	8696882
yamilacv	31949732	230317
yamilaloli	0	0
yanisel	143573793	8649959
yarmas	0	0
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	306940521	7655325
ygordo	0	0
ygutierrez	310298102	4301112
yisel	0	0
ylima	93308129	6259128
yolaine	0	0
yperez	298687529	15917004
yudith	128244485	15190666
yuliet	143482647	13863296
yumara	0	0
yumy	0	0
yunier	129488962	13369370
yusmari	88178472	4729022
zenia	181910001	8386543
zulema	0	0
frank.tb	48667331	3712842
melissa	74924802	7460673
somja	0	0
marlon	55194662	1696491
canfux	16002091	269422
