username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	0	0
addys	109030597	14244269
adria	141294	34141
adrianamg	89578392	3594109
aleyda	276386	75352
alicia	53760908	2424533
alina	0	0
amarilys	0	0
amarrero	0	0
ambar	266062386	15806715
ana.laura	20092132	2367220
anagloria	46588768	3932445
anamayra	0	0
ananidia	0	0
anapilar	0	0
angelica	0	0
ankumu	0	0
annerys	0	0
antonio	0	0
aracelys	50660077	11416688
ariadna	0	0
arismary	0	0
arletys	148369053	10140306
armando	15016257	1329859
arnaldo	0	0
arodriguez	105848680	311926
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	0	0
b.peon	0	0
barbara	0	0
belar	0	0
belkis	7929854	323870
berta	0	0
biorkys	37195557	2020824
blanca	8846067	104198
bmazon	9213850	911634
bobrador	0	0
camila	1105830	111953
campos	0	0
canfux	65713009	5073132
carmen	615255016	27131896
carmen.fdez	6084188	530021
carmenevelyn	7001329	521520
cary	1365446	160120
celeste	0	0
chavely	0	0
csanchez	182654703	6415923
cvarela	2051035	777135
dailen	67350188	6604765
dainik	36092623	1330600
dalia	1358712	133130
dalila	0	0
danay	0	0
danayd	0	0
dayamim	72970796	7514856
dayanira	494167082	22427361
daylin	17599232	2119013
dbcruz	188846	102259
deneb	0	0
denys	117923174	4563951
dergis	108288703	8057025
dhernandez	0	0
diadelis	0	0
dianalay	0	0
dianapr	6866302	626308
directora	0	0
dorian	1365798	178304
dulce	0	0
dunia	0	0
dunia.glez	79296357	4630689
e.suarez	63928617	4173499
ealcolea	1456248	384001
eileen	878638	125569
elva	39689579	2187635
epelaez	0	0
eperez	17375372	1697187
erich	105187592	7525737
evelyn	0	0
evelyn.mayo	0	0
fabien	140456870	10320743
faselis	46353600	2808095
fausto	442143883	1288313
francis	141102908	12892964
frank.tb	96030337	8939260
gilberto	299261068	4693068
giset	323721	102414
gretel	1536607	77257
grethel	43948114	907837
hendrik	34054854	1789126
hendrikr	0	0
heredia	0	0
humberto	0	0
idalis	0	0
ileanagr	6243506	602605
ileanasl	0	0
ileanat	27135543	1644702
imanuel	0	0
isac	34413279	3712359
ismaray	148702098	8612362
ismary	0	0
ivan.castellanos	0	0
ivonne	139231038	3648354
ivonnerv	0	0
jacome	0	0
jacque	78783880	3013202
janette	27584069	614185
jasiel	0	0
javi.lopez	0	0
jcarrillo	0	0
jcasamayor	0	0
jfalcon	1573061355	28666361
jorge	279010395	7467852
jpuñales	311000283	3635010
jvr	109126210	6718598
karenriera	0	0
kenia	1020	652
ksantos	0	0
laura.rivas	250242225	18941593
lazaro	0	0
lazaro.pina	0	0
lbcubas	0	0
leandy	0	0
leanie	99252499	7470570
lenier	0	0
leonardo	308137447	6472735
leyla	0	0
lgarcia	0	0
liana	3010144	199175
liena	185529525	6912036
liliana	239030203	14256383
liris	0	0
lisette	0	0
lisi	0	0
lissy	0	0
llilian	10748638	331153
lmaria	0	0
loida	246193	114525
lorena	0	0
luis	261148497	19158574
madai	66096784	4032518
magda	0	0
manresa	29555896	2114876
manuel	0	0
mariam	75738552	4419857
marieladp	0	0
marilyn	0	0
mario	513229017	11082117
marlenin	0	0
marlon	0	0
marthah	156026274	1284881
maydelin	26221545	1156058
maydelin.ds	311671128	2918999
mayelin	0	0
mayelis	4219082	325910
maylen	32330540	2721476
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
melissa	124393837	18845344
mercedes	0	0
merleneg	0	0
meylin	147118290	11207244
mfumero	104057986	3868058
mhcollazo	0	0
miriam	0	0
mirta	0	0
mirza	0	0
mylene	397390	68653
naisy	43960027	1009372
natacha	0	0
nestor	1253879	143816
nieves	0	0
niovis	0	0
noaris	0	0
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	0	0
olguita	266910	61856
orisel	0	0
orlando	0	0
oxana	0	0
piqueras	28982290	3924422
pmando	0	0
rachel	21067118	2603704
rafadiaz	155409506	1927426
raidel	24548330	3485572
raisi	0	0
rancol	31702084	1285860
raul	0	0
raulc	3585920	201110
rcaballero	0	0
regla	8090847	568280
rene	0	0
rfuentes	0	0
rizene	0	0
roberto	0	0
rodolfo	29767483	6789674
rodrigo	0	0
rosa	263164818	2345482
roseli	60661685	2851060
rquintanilla	935151237	22276448
rromero	49577331	3202755
salon6	0	0
sarah	0	0
seprot	0	0
servidores	53504431	194192
silvita	2369861	872860
sistemas	0	0
somja	0	0
sonia	0	0
susel	248787560	6986247
tamara.glez	10561670	433096
torresvinent	151902650	5408640
urbano	0	0
veronica	0	0
violeta	0	0
virgilio	0	0
vladimir	0	0
wendy	0	0
xiomara	0	0
yadica	0	0
yadiley	167788155	10428690
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	0	0
yamilacv	58719823	441560
yamilaloli	0	0
yanisel	0	0
yarmas	98230800	910440
yborjas	5584412	1060265
yelenies	0	0
yency	0	0
ygonzalez	223340531	6621350
ygordo	0	0
ygutierrez	23497055	900135
yisel	0	0
ylima	0	0
yolaine	183795308	11727936
yperez	81562578	4710953
yudith	0	0
yuliet	78962328	9899985
yumara	0	0
yumy	0	0
yunier	146759994	10528172
yusmari	146878846	10413928
zenia	0	0
zulema	14817576	871186
orlandos	0	0
camilav	0	0
