username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	65934752	2306439
adalberto	0	0
adamelis	0	0
addys	0	0
adria	0	0
adrianamg	0	0
aleyda	0	0
alicia	87820777	3386324
alida	516118782	4440369
alina	6989076	525941
amarilys	0	0
amarrero	0	0
ambar	69452236	4681156
amorgado	0	0
ana.laura	0	0
anagloria	92480909	9103042
anamayra	0	0
ananidia	109259826	8280351
anapilar	18241926	1578696
anaraime	198627245	13981354
angelica	24520593	1906097
ankumu	147663745	9624569
annerys	0	0
antonio	8035305	117132
aracelys	299388797	15236582
ariadna	26083138	2675737
arismary	306568947	8068985
arletys	0	0
armando	102587600	7593564
arnaldo	58989975	7564231
arodriguez	381064955	1394465
atorrella	0	0
avossirini	0	0
aymara	171663226	9007776
ayme	0	0
b.peon	276282976	3013687
barbara	0	0
belar	476477197	20163829
belkis	211937756	10137163
berta	0	0
biorkys	0	0
blanca	35123466	13320173
bmazon	0	0
bobrador	0	0
campos	0	0
carmen	679822785	18296726
carmen.fdez	0	0
carmenevelyn	21926814	1160450
cary	11990939	334190
celeste	0	0
charly	0	0
chavely	0	0
csanchez	0	0
cvarela	78860023	10683975
dailen	20657492	1310409
dainik	0	0
dalia	86830774	3734366
dalila	415199	22540
danay	31178167	579352
danayd	0	0
dayamim	304679794	9955043
dayanira	145214078	10565762
daylin	509	351
dbcruz	0	0
deneb	138888326	9616468
denys	0	0
dergis	102456533	13044535
dgmitjams	0	0
dhernandez	0	0
diadelis	123247891	5308652
dianalay	0	0
dianapr	25251187	314178
dorian	20976073	1888950
dulce	0	0
dunia	132324053	9376406
dunia.glez	0	0
e.suarez	6738402	1486646
ealcolea	88852029	420229
eileen	0	0
elenalaviellez	44999686	8679524
elva	133291781	3749411
epelaez	0	0
eperez	0	0
erich	17961932	514616
evelyn	0	0
evelyn.mayo	0	0
fabien	74687179	5078936
faselis	50472540	2880153
fausto	32541903	3726161
gabriel	0	0
gilberto	279073936	5282648
giset	0	0
gretel	0	0
grethel	92049609	2744167
hendrik	0	0
heredia	0	0
herminio	0	0
humberto	0	0
idalis	0	0
ileanagr	253639306	16192771
ileanasl	37978463	1510027
ileanat	829484	94097
imanuel	13188608	633481
isac	82081979	13517981
ismaray	0	0
ismary	21427730	2984288
ivan.castellanos	0	0
ivonne	0	0
ivonnerv	0	0
jacome	0	0
jacque	0	0
janette	0	0
javi.lopez	4559429093	18687987
jcarrillo	1045652809	46134043
jcasamayor	124296611	7420569
jfalcon	2402759893	27425476
jorge	955778658	5937701
jpuñales	301051534	13583089
jrodriguez	312171917	2410700
jvr	0	0
karenriera	0	0
kenia	15949470	1224546
ksantos	0	0
laura.rivas	154626607	13656895
lazaro	0	0
lazaro.pina	199698680	11106784
lbcubas	29646039	2771010
leandy	199147083	7947728
leanie	160733301	14846346
leonardo	44542821	2419683
leyla	27499667	2126797
lgarcia	128632722	11314833
liana	9046337	493994
liena	8347531	3296396
liliana	0	0
liris	120730543	7006552
lisette	133841043	5870529
lisi	292423532	9749646
lissy	0	0
llilian	0	0
lmaria	0	0
loida	73517721	2971331
lorena	1539170122	34704562
luis	14576129	938952
madai	55531711	4498994
magda	0	0
manresa	204608544	4035942
manuel	0	0
mariam	93580950	7658324
marieladp	0	0
marilyn	0	0
mario	271885401	22906084
marlenin	0	0
marthah	0	0
maydelin	51217413	4724402
maydelin.ds	0	0
mayelin	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	257845092	14601115
mercedes	0	0
merleneg	737432	146167
meylin	0	0
mhcollazo	70368410	5818924
miriam	0	0
mirta	2082676	220541
mirza	0	0
mylene	18206668	154131
naisy	4193133	409188
natacha	0	0
nestor	0	0
nieves	0	0
niovis	0	0
noaris	19002868	1274283
nod32	0	0
obriel	77817642	1920088
ocastro	0	0
oisis	0	0
olga	0	0
olguita	77668675	7599053
orisel	0	0
orlando	311690929	2931255
osmar	0	0
oxana	0	0
piqueras	28099153	1755788
pmando	0	0
rafadiaz	152161639	5176705
raidel	0	0
raisi	0	0
rancol	300405518	14169362
raul	308247838	6349167
raulc	16375506	887283
rcaballero	0	0
regla	305126369	9446489
rene	5884680	328756
reynaldo	515680920	8628688
rfuentes	79900703	5671370
rizene	0	0
roberto	0	0
rodolfo	154884987	2429301
rodrigo	0	0
rosa	4953002	469121
roseli	0	0
rquintanilla	0	0
rromero	0	0
salon6	0	0
sarah	0	0
seprot	0	0
servidores	106587185	783706
silvita	17632738	1155068
sistemas	0	0
sonia	0	0
susel	292631260	21952934
tamara.glez	0	0
urbano	0	0
veronica	33100757	7942520
violeta	0	0
virgilio	0	0
vladimir	9216855	169593
wendy	0	0
xiomara	5671369	246750
yadica	148817975	8530393
yadiley	51751975	2876661
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	12152816	1707190
yamila	3492934	425807
yamilacv	0	0
yamilaloli	2354076	335858
yania	0	0
yanisel	198447462	5412586
yarmas	6552989	806550
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	298035828	16580456
ygordo	47738487	2277801
ygutierrez	110338340	10038922
yisel	17826308	795177
ylima	54458745	9507361
yolaine	294366595	20234886
yperez	289129154	25491219
yudith	137832001	19467734
yuliet	146212863	11078979
yumara	0	0
yumy	0	0
yunier	134060222	23242052
yusmari	111825584	8864240
zenia	72228714	7439703
zulema	24454423	1764104
