username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aalfonso	147588773	9714139
aaronvega	0	0
adalberto	0	0
adamelis	0	0
addys	0	0
adria	0	0
adrianamg	8826771905	52380658
aleyda	0	0
alicia	11183000	703978
alida	88792360	12761006
alina	32274483	2998983
amarilys	0	0
amarrero	0	0
ambar	0	0
amorgado	0	0
ana.laura	60249460	10950357
anagloria	128342430	13888750
anamayra	0	0
ananidia	0	0
anapilar	0	0
anaraime	0	0
angelica	15173475	802878
ankumu	144719120	12567338
annerys	0	0
aracelys	110982021	94250497
ariadna	0	0
arismary	233050792	8961737
arletys	0	0
armando	107117078	3641539
arnaldo	0	0
arodriguez	122627606	12462795
atorrella	94360412	2573847
avossirini	0	0
aymara	0	0
ayme	0	0
b.peon	0	0
barbara	0	0
belar	297676401	51888000
belkis	54906742	5793312
berta	0	0
biorkys	17186142	7188768
blanca	0	0
bmazon	21662109	646110
bobrador	0	0
campos	0	0
carmen	1874634554	22006119
carmen.fdez	0	0
cary	0	0
celeste	0	0
charly	53361290	2378641
chavely	0	0
csanchez	0	0
cvarela	53766209	6103329
dailen	0	0
dainik	0	0
dalia	0	0
danay	97796896	7795336
danayd	36466510	3968566
dayamim	94805484	3771177
dayanira	115890057	8295156
daylin	26675832	786229
dbcruz	0	0
deneb	103149098	8880668
denys	0	0
dergis	311723	29826
dgmitjams	0	0
dhernandez	0	0
diadelis	91609903	23458029
dianalay	0	0
dianapr	0	0
dorian	41618926	4201740
dulce	0	0
dunia	0	0
dunia.glez	0	0
e.suarez	11789807	2575324
ealcolea	105694055	1053907
eileen	296122900	18473294
elenalaviellez	18591214	21727272
eloina	0	0
elsanchez	295224639	19349344
elva	110815062	6933605
epelaez	0	0
eperez	0	0
erich	155581166	3006672
estrella	0	0
evelyn	0	0
evelyn.mayo	0	0
fabien	0	0
faselis	77198595	3847704
fausto	4807700	505630
gabriel	173418332	9880692
gilberto	286302472	5444196
giset	388328666	12620705
gretel	0	0
grethel	0	0
hendrik	0	0
heredia	6232109	199984
herminio	40632197	2773664
humberto	0	0
idalis	0	0
ileanagr	4427240	175430
ileanasl	3850155	165298
ileanat	24833180	183362
imanuel	108705224	5573797
isac	0	0
ismaray	47086562	5956754
ismary	0	0
ivan.castellanos	223927163	3867918
ivonne	340	351
ivonnerv	0	0
jacome	0	0
jacque	196654932	7687518
janette	45765775	1067718
javi.lopez	0	0
jcarrillo	136627532	6205674
jcasamayor	311931402	2642280
jessica	141595996	15692542
jfalcon	0	0
jorge	1061291595	51242594
jpuñales	94186120	4761379
jrodriguez	312223977	2355679
jvr	143061803	6371590
karenriera	149544101	7765222
kenia	41566201	3091481
ksantos	0	0
laura.rivas	76987845	7103861
lazaro	28023898	1226537
lazaro.pina	0	0
lbcubas	14602370	826649
leandy	307224118	7368227
leanie	0	0
leonardo	0	0
leyla	77412430	6513120
lgarcia	299196174	15377445
liana	1533888	625365
liena	13957980	3477325
liliana	0	0
liris	231762673	2145892
lisandra	307164053	7466675
lisette	98243248	11176535
lisi	0	0
lissy	0	0
lmaria	294992087	7019446
loida	0	0
lorena	1182618367	13650641
luis	189253317	10854678
madai	0	0
magda	0	0
manresa	0	0
manuel	0	0
mariam	116972747	197609050
marieladp	0	0
marilyn	0	0
mario	0	0
marlenin	0	0
maydelin	0	0
maydelin.ds	0	0
mayelin	23775294	4043969
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	105993632	7718522
mercedes	154478626	2824836
merleneg	9680383	497990
meylin	216959375	18084117
mhcollazo	76244827	5745236
miriam	0	0
mirta	312386037	2229674
mirza	340	351
mylene	0	0
naisy	0	0
natacha	0	0
nestor	0	0
nieves	266727289	18690950
niovis	0	0
noaris	55027564	5823617
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	156592410	6964909
olguita	0	0
olivia	0	0
orisel	0	0
orlando	23278721	965996
osmar	0	0
oxana	0	0
piqueras	0	0
pmando	0	0
rafadiaz	153949616	3389470
raidel	0	0
raisi	0	0
rancol	0	0
raul	302305041	2290659
raulc	0	0
rcaballero	0	0
regla	0	0
rene	341984	106109
reynaldo	1974601574	33381474
rfuentes	216984850	11027738
rizene	0	0
roberto	0	0
rodolfo	147632294	9715546
rodrigo	0	0
rosa	14502922	1161036
roseli	0	0
rquintanilla	0	0
rromero	36671890	937026
salon6	0	0
sarah	0	0
seprot	0	0
servidores	55726223	765485
sheila	0	0
silvita	19559660	881475
sistemas	254865	1404
sonia	0	0
susel	92701394	10114482
tamara.glez	101580080	5878506
urbano	0	0
veronica	23033932	3119575
violeta	284041962	13320434
virgilio	0	0
vladimir	0	0
wendy	52702569	3717475
xiomara	26928868	2404959
yadica	79172879	6056134
yadiley	41615628	34462268
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	0	0
yamilacv	0	0
yamilaloli	0	0
yamira	0	0
yania	0	0
yanisel	305636782	8946927
yarmas	281366	32554
yborjas	8851785	554020
yelenies	311277993	3323130
yency	135931803	6938152
ygonzalez	117607008	6342298
ygordo	48128022	1731297
ygutierrez	3789049	263020
yisel	0	0
ylima	146195618	11151220
yolaine	30763998	2441702
yperez	0	0
yudith	0	0
yuliet	0	0
yumara	16441074	1995913
yumy	69377372	7091454
yunier	154220879	3115387
yusmari	0	0
zenia	0	0
zulema	0	0
