username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aalfonso	145880944	11433976
aaronvega	84892878	10138121
adalberto	0	0
adamelis	0	0
adria	0	0
adrianamg	298139052	16473067
aleyda	63376499	1102789
alicia	0	0
alida	2353743	185564
alina	0	0
amarilys	0	0
amarrero	140167737	4337435
ambar	190528366	15570982
amorgado	0	0
ana.laura	87022887	3623654
anagloria	213863370	35982627
anamayra	0	0
ananidia	22338866	894647
anapilar	2605853	151434
anaraime	39505849	3418181
angelica	0	0
ankumu	0	0
annerys	8069057	147832
aracelys	126557566	11030963
ariadna	0	0
arismary	0	0
arletys	0	0
armando	0	0
arnaldo	0	0
arodriguez	75454590	224810757
atorrella	0	0
avossirini	0	0
aymara	6522498	380181
ayme	0	0
b.peon	0	0
barbara	0	0
belar	281630948	21589877
belkis	0	0
berta	0	0
biorkys	14733931	1353823
blanca	27887487	1683316
bmazon	0	0
bobrador	0	0
campos	0	0
carmen	1782043465	14733065
carmen.fdez	0	0
cary	85906273	2805005
celeste	0	0
charly	152640786	4686645
chavely	0	0
cvarela	0	0
dailen	0	0
dainik	0	0
dalia	249849168	15519412
danay	0	0
danayd	0	0
dayamim	0	0
dayanira	10076478	1194343
daylin	0	0
dbcruz	97447841	5891393
deneb	251632745	27275903
denys	0	0
dergis	89104859	5990631
dgmitjams	0	0
dhernandez	0	0
diadelis	134099319	60738690
dianalay	0	0
dianapr	0	0
dorian	0	0
dulce	0	0
dunia	120782128	16096863
dunia.glez	0	0
e.suarez	0	0
ealcolea	0	0
eileen	0	0
elenalaviellez	37633945	2289916
eloina	0	0
elsanchez	0	0
elva	0	0
epelaez	0	0
eperez	0	0
erich	260982205	9898101
estrella	0	0
evelyn.mayo	0	0
fabien	0	0
faselis	63545700	6390078
fausto	17908130	356035
gabriel	0	0
gilberto	313019648	1563385
giset	0	0
gretel	0	0
hendrik	0	0
heredia	0	0
herminio	99452161	7803444
humberto	0	0
idalis	0	0
ileanagr	0	0
ileanasl	340	351
ileanat	7843269	177518
imanuel	228012323	6876557
isac	64237175	10242490
ismaray	45202118	8901615
ismary	0	0
ivonne	9623159	1226179
ivonnerv	133937123	8913320
jacome	141846853	2798742
jacque	0	0
janette	0	0
javi.lopez	0	0
jcarrillo	1153232283	7081669
jcasamayor	0	0
jessica	153249043	4101764
jfalcon	2804255281	20907549
jorge	63397830	2331517
jpuñales	388694268	9649199
jrodriguez	312782643	1837748
jvr	103162236	6030509
karen	0	0
karenriera	0	0
kenia	0	0
ksantos	0	0
laura.rivas	79955387	4850275
lazaro	153769485	3531229
lazaro.pina	53864703	3290318
lbcubas	1959560	267292
leandy	117006609	2253421
leanie	0	0
leonardo	0	0
leyla	76380925	7929424
lgarcia	0	0
liana	256803	15994
liena	136004531	14530112
liliana	45262701	5321880
liris	0	0
lisandra	70334	23834
lisi	309785847	3779564
lissy	0	0
llilian	0	0
lmaria	0	0
loida	0	0
lorena	0	0
luis	171415995	8481859
madai	934110	131302
magda	0	0
manresa	0	0
mariam	0	0
marieladp	0	0
marilyn	0	0
mario	162605955	17453193
marlenin	0	0
maydelin	0	0
maydelin.ds	0	0
mayelin	7346009	162527
mayelis	0	0
maylen	12221402	1094685
mayra	340	351
mbravo	0	0
mcreyes	0	0
melba	21137970	1367743
mercedes	0	0
merleneg	0	0
meylin	0	0
mhcollazo	0	0
miriam	52297984	3161525
mirta	0	0
mirza	0	0
mylene	2108112	132442
naisy	0	0
natacha	0	0
nestor	0	0
nieves	0	0
niovis	0	0
noaris	0	0
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	70742328	4182321
olguita	1188068	184427
olivia	100666316	8006635
orisel	0	0
orlando	293929491	20645815
osmar	0	0
oxana	0	0
piqueras	28939635	3172113
pmando	0	0
rafadiaz	0	0
raidel	49568883	2365624
raisi	0	0
rancol	287659104	26969347
raul	0	0
raulc	0	0
rcaballero	0	0
regla	182066618	3934387
rene	4251573	487837
reynaldo	474991930	25413829
rfuentes	260915302	871736
rizene	0	0
roberto	0	0
rodolfo	0	0
rodrigo	0	0
rosa	20415726	988008
roseli	0	0
rquintanilla	299055020	15527210
rromero	340	351
salon6	0	0
sarah	0	0
seprot	0	0
servidores	82271000	756940
sheila	0	0
silvita	0	0
sistemas	14199037	6105
sonia	0	0
susel	302547418	12058407
tamara.glez	0	0
urbano	152928642	14537494
veronica	0	0
violeta	200253711	20468660
vladimir	0	0
wendy	36265924	935312
xiomara	1914801	105869
yadica	147411756	9897700
yadiley	106616892	7422530
yadira	0	0
yahimara	0	0
yailin	72157716	331422
yalina	3661489	139568
yamila	114446280	6371447
yamilacv	0	0
yamilaloli	7195965	158030
yamira	0	0
yania	0	0
yanisel	0	0
yarmas	0	0
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	285501716	12012573
ygordo	0	0
ygutierrez	227951933	3658954
yisel	0	0
ylima	92828979	4472905
yolaine	101867968	6751175
yperez	0	0
yudith	123664520	6954967
yuliet	0	0
yumara	28406401	1961822
yumy	0	0
yunier	150006875	7296087
yusmari	147999696	9287922
zenia	0	0
zulema	29315895	11521949
manuel	0	0
