username	received(byte)	sent(byte)
zulema	0	0
zenia	0	0
yusmari	0	0
yunier	150868684	6453796
yumy	0	0
yumara	6614640	321049
yuliet	1812822	35085
yudith	0	0
yperez	0	0
yolaine	25737654	2279550
ylima	148506442	8789274
yisel	0	0
ygutierrez	1824831	234819
ygordo	196732006	2248793
ygonzalez	303716291	10860762
yency	0	0
yelenies	0	0
yborjas	0	0
yarmas	0	0
yanisel	92639421	7983376
yania	0	0
yamira	0	0
yamilaloli	0	0
yamilacv	0	0
yamila	93575371	8732672
yalina	10939662	479322
yailin	0	0
yahimara	301216416	13389268
yadira	511564984	5978050
yadiley	0	0
yadica	79006071	11415747
xiomara	4026738	144487
wendy	0	0
vladimir	5303217	267301
virgilio	0	0
violeta	319716983	16858316
veronica	11494770	1920397
urbano	127286215	8294365
tamara.glez	0	0
susel	186560697	17952841
sonia	0	0
sistemas	6061597	3142
silvita	29285259	1421027
sheila	0	0
servidores	81128945	762177
seprot	0	0
sarah	0	0
salon6	0	0
rromero	132576798	5962761
rquintanilla	0	0
roseli	0	0
rosa	60370840	4392298
rodrigo	0	0
rodolfo	45909847	8850382
roberto	92061327	2820276
rizene	0	0
rfuentes	0	0
reynaldo	0	0
rene	7277376	451173
regla	0	0
rcaballero	0	0
raulc	0	0
raul	214238561	4950614
rancol	33008341	3726460
raisi	96277618	5740986
raidel	0	0
rafadiaz	155670097	1641533
pmando	0	0
piqueras	34280557	3531388
oxana	0	0
osmar	177216813	5448321
orlando	7893819	257494
orisel	252199982	7901950
olivia	0	0
olguita	496291	152276
olga	1404124	143891
oisis	0	0
ocastro	0	0
obriel	0	0
nod32	0	0
noaris	9133169	607386
niovis	0	0
nieves	0	0
nestor	0	0
natacha	20482255	807759
naisy	0	0
mylene	0	0
mirza	0	0
mirta	0	0
miriam	63579678	4044622
mhcollazo	0	0
meylin	49273070	1678824
merleneg	293651842	14928189
mercedes	0	0
melba	0	0
mcreyes	113692110	3051695
mbravo	0	0
mayra	0	0
maylen	66748970	4220981
mayelis	0	0
mayelin	1839975	27714
maydelin.ds	0	0
maydelin	0	0
marlenin	0	0
mario	0	0
marilyn	312119141	2461043
marieladp	0	0
mariam	0	0
manuel	0	0
manresa	0	0
magda	0	0
madai	0	0
luis	121343379	6072908
lorena	1639819739	16597725
loida	0	0
lmaria	0	0
lissy	0	0
lisi	0	0
lisette	30037521	3234322
lisandra	22798105	2217622
liris	181408417	1094613
liliana	95450185	8164110
liena	9127523	1658126
liana	0	0
lgarcia	185163998	11001110
leyla	0	0
leonardo	0	0
leanie	0	0
leandy	0	0
lbcubas	15450306	1179802
lazaro.pina	0	0
lazaro	0	0
laura.rivas	128956831	6201206
ksantos	0	0
kenia	0	0
karenriera	0	0
jvr	207661144	11123757
jrodriguez	0	0
jpuñales	208382698	5676691
jorge	656579665	89368879
jfalcon	2714271133	18781382
jessica	151540876	5751258
jcasamayor	0	0
jcarrillo	28224626931	2509026
javi.lopez	0	0
janette	0	0
jacque	0	0
jacome	617741375	21177976
ivonnerv	26132396	2627004
ivonne	29170936	2434271
ivan.castellanos	99164425	1239968
ismary	0	0
ismaray	72634234	5948323
isac	0	0
imanuel	101396382	1886287
ileanat	20389638	2779438
ileanasl	0	0
ileanagr	217824	17300
idalis	0	0
humberto	0	0
herminio	31924894	2365980
heredia	9986415	1048720
hendrik	0	0
gretel	5085217	689359
giset	307102374	18347241
gilberto	311120057	3458683
gabriel	297506766	17101377
fausto	0	0
faselis	5720657	223337
fabien	878	602
evelyn.mayo	0	0
evelyn	19567224	2807453
estrella	0	0
erich	55045160	1262121
eperez	166639427	13685721
epelaez	0	0
elva	0	0
elsanchez	0	0
eloina	0	0
elenalaviellez	8701080	1342118
eileen	119961087	8337351
ealcolea	0	0
e.suarez	0	0
dunia.glez	0	0
dunia	0	0
dulce	0	0
dorian	0	0
dianapr	0	0
dianalay	0	0
diadelis	188654492	46139367
dhernandez	126202871	7464434
dgmitjams	0	0
dergis	0	0
denys	16938722	1426537
deneb	0	0
dbcruz	0	0
daylin	0	0
dayanira	0	0
dayamim	9190181	754075
danayd	0	0
danay	93761860	1615702
dalia	0	0
dainik	32141437	4066044
dailen	0	0
cvarela	0	0
csanchez	157332519	5292851
chavely	0	0
charly	0	0
celeste	0	0
cary	0	0
carmen.fdez	0	0
carmen	271586023	16244892
campos	174814285	10878589
bobrador	0	0
bmazon	0	0
blanca	0	0
biorkys	0	0
berta	0	0
belkis	81956923	7681718
belar	85681860	6434867
barbara	0	0
b.peon	0	0
ayme	0	0
aymara	0	0
avossirini	0	0
atorrella	0	0
arodriguez	102301863	5482381
arnaldo	61701096	6414957
armando	0	0
arletys	0	0
arismary	0	0
ariadna	42957853	3153716
aracelys	0	0
annerys	0	0
ankumu	57658884	8788857
angelica	0	0
anaraime	0	0
anapilar	0	0
ananidia	0	0
anamayra	0	0
anagloria	108595312	12290141
ana.laura	0	0
amorgado	0	0
ambar	195428420	11053517
amarrero	150473422	6872444
amarilys	0	0
alina	44674469	3154791
alida	0	0
alicia	9265639	558830
aleyda	0	0
adrianamg	22122714	1595294
adria	3065035	346004
addys	141371447	15923022
adamelis	0	0
adalberto	0	0
aaronvega	146001315	11298995
aalfonso	9841663	684996
00-Tecnicos	0	0
00-SUBDIRECTORES	0	0
00-JDpto	0	0
00-Especialistas	0	0
