username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	6201172	408671
adalberto	263225184	3419820
adamelis	6282216	345788
addys	230651271	19563679
adria	149884579	4700568
adrianamg	4305564	673462
aleyda	23911955	1872480
alicia	86744123	7606201
alida	0	0
alina	8993744	511348
amarilys	0	0
amarrero	0	0
ambar	0	0
ana.laura	8377872	338242
anagloria	26829723	2782205
anamayra	12639378	791189
ananidia	9489886	1129393
anapilar	0	0
anaraime	0	0
angelica	2999907	332202
ankumu	0	0
annerys	0	0
antonio	0	0
aracelys	85241781	72492270
ariadna	0	0
arismary	73776687	3190085
arletys	0	0
armando	14928345	1317392
arnaldo	826335	102964
arodriguez	87550188	310882
atorrella	0	0
avossirini	0	0
aymara	38017286	1008503
ayme	0	0
b.peon	108880112	16414394
babyr	0	0
barbara	0	0
belar	116228431	17645248
belkis	0	0
berta	0	0
biorkys	15788083	1644360
blanca	561586	144526
bmazon	59437713	4237179
bobrador	0	0
camila	1014129	148764
campos	118157156	8651621
cantero	24438975	981247
carmen	297499874	16227188
carmen.fdez	0	0
carmenevelyn	2381148	303165
cary	55498373	1373697
celeste	25411464	23877436
chavely	0	0
csanchez	148085876	5969129
cvarela	62375488	39900667
dailen	9728966	1041026
dainik	213581010	13878394
dalia	115827524	11754379
dalila	1308018	99624
danay	15988261	407722
danayd	0	0
dayamim	72976687	10673102
dayanira	77335050	5035423
daylin	510	351
dbcruz	0	0
deneb	67147032	4536265
denys	118310238	3490995
dergis	0	0
dgmitjams	0	0
dhernandez	0	0
diadelis	34754676	3227688
dianalay	610285439	23620592
dianapr	0	0
directora	0	0
dorian	0	0
dulce	0	0
dunia	40972313	3546251
dunia.glez	150564820	5785321
e.suarez	23841996	3455817
ealcolea	136885349	177704205
eileen	302340856	12232547
elenalaviellez	0	0
elva	306049461	8539873
epelaez	45714748	1509753
eperez	17499684	1464434
erich	129512952	7922717
evelyn	89869138	3634270
evelyn.mayo	13258961	1556983
fabien	29800407	1935988
faselis	0	0
fausto	131969097	4843863
francis	314164758	2921314
gabriel	0	0
gilberto	310659352	3930310
giset	38026769	2488578
gretel	799799	99996
grethel	30569624	2196060
hendrik	0	0
hendrikr	0	0
heredia	15267953	760253
herminio	0	0
humberto	0	0
idalis	0	0
ileanagr	154059	17509
ileanasl	20998302	5936128
ileanat	6132855	541348
imanuel	5674677	527592
isac	4985556	514683
ismaray	47377929	3914394
ismary	0	0
ivan.castellanos	0	0
ivonne	49043201	2628120
ivonnerv	0	0
jacome	0	0
jacque	105516519	9032022
janette	10114067	731434
jasiel	23081832	2815098
javi.lopez	158442833	10358697
jcarrillo	0	0
jcasamayor	308045314	6546876
jfalcon	1792975559	40697271
jorge	23031837	939911
jpuñales	304287815	10294349
jvr	94150488	4864660
karenriera	7005049	297756
kenia	0	0
ksantos	0	0
laura.rivas	109825501	8368786
lazaro	0	0
lazaro.pina	277577341	17560197
lbcubas	0	0
leandy	0	0
leanie	10480364	632662
lenier	0	0
leonardo	241414085	3442494
leyla	167200774	16744550
lgarcia	238783920	16436284
liana	2599307	3413345
liena	10797774	2170496
liliana	288312172	26272310
liris	0	0
lisette	299256882	40758239
lisi	57281470	5014633
lissy	0	0
llilian	27940903	2722858
lmaria	0	0
loida	589749	211037
lorena	0	0
luis	82997571	6517528
madai	84372304	6860408
magda	299975451	14616652
manresa	0	0
manuel	33228876	3505853
mariam	18605407	2437111
marieladp	159830764	2346154
marilyn	5505127	481179
mario	270975593	42209994
marlenin	42444546	2816415
marthah	11378844	446467
maydelin	711120	234714
maydelin.ds	0	0
mayelin	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	2695479	298811
mcreyes	28006255	1594847
melba	52806066	3166253
mercedes	0	0
merleneg	1677190	103680
meylin	94299490	6823252
mfumero	510	351
mhcollazo	50638507	449222
miriam	254421505	8080314
mirta	1949767	122804
mirza	18273690	462490
mylene	0	0
naisy	8552481	496375
natacha	0	0
nestor	13202	5302
nieves	95747819	15889618
niovis	5358984	499708
noaris	0	0
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	65441183	12087788
olguita	50946068	5664275
orisel	0	0
orlando	1475440	87465
osmar	0	0
oxana	257305502	15632383
piqueras	97017164	5035366
pmando	0	0
rachel	0	0
rafadiaz	155613500	1679182
raidel	2144321	109559
raisi	74101502	6375620
rancol	119856747	8817828
raul	94959228	4545863
raulc	9398	2174
rcaballero	0	0
regla	31664148	4222329
rene	0	0
reynaldo	0	0
rfuentes	73818132	7254876
rizene	0	0
roberto	41560047	3307841
rodolfo	117927861	10334966
rodrigo	0	0
rosa	9755809	1212346
roseli	9898782	1503292
rquintanilla	333270015	9505599
rromero	260080222	54492632
salon6	0	0
sarah	510	351
seprot	0	0
servidores	30146494	1389902
silvita	1848373	276304
sistemas	0	0
sonia	0	0
susel	43773990	3782714
tamara.glez	146260372	15195924
torresvinent	150223873	6005458
urbano	52587923	3810470
veronica	0	0
violeta	45344412	3899631
virgilio	154270305	3039453
vladimir	0	0
wendy	123840861	4120644
xiomara	42354815	3215031
yadica	0	0
yadiley	0	0
yadira	309121306	5467112
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	12222993	1046473
yamilacv	0	0
yamilaloli	531878	90899
yanisel	37934066	3073202
yarmas	6294290	561099
yborjas	0	0
yelenies	0	0
yency	153229537	4116787
ygonzalez	313633944	952629
ygordo	0	0
ygutierrez	10530168	266338
yisel	0	0
ylima	152551156	4777946
yolaine	210159781	12852799
yperez	66666764	4449387
yudith	79656533	9492169
yuliet	78916397	11992952
yumara	0	0
yumy	208693875	20877178
yunier	137747733	17469024
yusmari	148654775	8676374
zenia	0	0
zulema	0	0
frank.tb	148006579	9283640
melissa	130661287	17004198
