username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aalfonso	75838465	5728419
aaronvega	0	0
adalberto	0	0
adamelis	0	0
addys	0	0
adria	0	0
adrianamg	0	0
aleyda	0	0
alicia	1929036	122462
alida	70065016	5382983
alina	1972516	448262
amarilys	0	0
amarrero	43996453	2709290
ambar	92547205	6186061
amorgado	0	0
ana.laura	0	0
anagloria	147935820	12804512
anamayra	0	0
ananidia	3271076	378969
anapilar	20267193	1997699
anaraime	0	0
angelica	0	0
ankumu	0	0
annerys	0	0
aracelys	69776044	7111097
ariadna	0	0
arismary	0	0
arletys	0	0
armando	17386500	972231
arnaldo	0	0
arodriguez	121726407	3702080
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	46834970	1974753
b.peon	0	0
barbara	0	0
belar	288130961	43814464
belkis	12715611	508534
berta	0	0
biorkys	521097840	3232337
blanca	24891577	857459
bmazon	0	0
bobrador	0	0
campos	0	0
carmen	497719484	10131209
carmen.fdez	0	0
carmenevelyn	130591556	26724004
cary	0	0
celeste	0	0
charly	0	0
chavely	0	0
csanchez	126585113	4852876
cvarela	118441173	17627902
dailen	0	0
dainik	0	0
dalia	340	351
danay	21504149	1627019
danayd	0	0
dayamim	0	0
dayanira	55298621	17750162
daylin	0	0
dbcruz	0	0
deneb	41732314	3527371
denys	0	0
dergis	0	0
dgmitjams	0	0
dhernandez	1535414	153894
diadelis	80014736	12686104
dianalay	0	0
dianapr	25591645	1907893
dorian	0	0
dulce	0	0
dunia	310783424	3839219
dunia.glez	0	0
e.suarez	7152703	1853481
ealcolea	313416339	1203724
eileen	109189356	10913294
elenalaviellez	699071	128283
eloina	0	0
elsanchez	188938340	11261329
elva	0	0
epelaez	0	0
eperez	35521522	4174627
erich	57617375	6803661
estrella	0	0
evelyn	152693960	4610613
evelyn.mayo	0	0
fabien	0	0
faselis	69631342	4263586
fausto	8587725	781277
gabriel	224735106	11110470
gilberto	206583321	2277450
giset	0	0
gretel	0	0
grethel	0	0
hendrik	0	0
heredia	51618751	5287551
herminio	101114478	8367076
humberto	0	0
idalis	0	0
ileanagr	13889347	975742
ileanasl	0	0
ileanat	2772364	611426
imanuel	15781006	1760201
isac	142584436	21662625
ismaray	76028508	9033123
ismary	0	0
ivan.castellanos	0	0
ivonne	23521492	2295013
ivonnerv	0	0
jacome	0	0
jacque	0	0
janette	0	0
javi.lopez	1008038125	7699673
jcarrillo	2725796560	21368784
jcasamayor	313507233	1065900
jessica	0	0
jfalcon	1114285	388481
jorge	12504752	370605
jpuñales	2073008	200396
jrodriguez	260283758	1572357
jvr	0	0
karenriera	0	0
kenia	34788021	4383330
ksantos	0	0
laura.rivas	79415350	7809111
lazaro	0	0
lazaro.pina	0	0
lbcubas	2305981	241987
leandy	0	0
leanie	0	0
leonardo	0	0
leyla	0	0
lgarcia	185775425	12945117
liana	385966	57577
liena	26069534	4472675
liliana	0	0
liris	0	0
lisandra	186540612	15758801
lisette	68651806	6796134
lisi	77564116	6528945
lissy	0	0
lmaria	0	0
loida	0	0
lorena	0	0
luis	56908351	4088626
madai	0	0
magda	103982330	15388477
manresa	0	0
manuel	0	0
mariam	0	0
marieladp	0	0
marilyn	0	0
mario	0	0
marlenin	0	0
marthah	0	0
maydelin	0	0
maydelin.ds	0	0
mayelin	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	6536928	56835
mcreyes	0	0
melba	70777400	9222354
mercedes	144808004	1474577
merleneg	69456946	2612941
meylin	0	0
mhcollazo	296077447	18553071
miriam	0	0
mirta	0	0
mirza	8135369	69933
mylene	0	0
naisy	0	0
natacha	0	0
nestor	0	0
nieves	201617289	12494986
niovis	340	351
noaris	52332267	9694130
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	563169119	26978704
olguita	8783839	1930518
olivia	0	0
orisel	29829628	1884159
orlando	0	0
osmar	78018346	303385
oxana	56249827	3755956
piqueras	0	0
pmando	0	0
rafadiaz	154801244	2502405
raidel	0	0
raisi	79699255	5972558
rancol	368425	46539
raul	0	0
raulc	0	0
rcaballero	0	0
regla	0	0
rene	688360	291519
reynaldo	1425265830	14232002
rfuentes	32881946	2473357
rizene	0	0
roberto	84431596	4104096
rodolfo	146917027	10385639
rodrigo	0	0
rosa	27989015	1303854
roseli	0	0
rquintanilla	0	0
rromero	0	0
salon6	0	0
sarah	70208236	5497794
seprot	0	0
servidores	106700782	756989
sheila	0	0
silvita	0	0
sistemas	775	156
sonia	0	0
susel	173071213	14440756
tamara.glez	0	0
urbano	0	0
veronica	59424625	5294176
violeta	124419795	10438957
virgilio	0	0
vladimir	0	0
wendy	55874411	2695111
xiomara	18741157	1457517
yadica	148165841	9159362
yadiley	53116470	3591500
yadira	0	0
yahimara	306016823	8573286
yailin	0	0
yalina	0	0
yamila	0	0
yamilacv	0	0
yamilaloli	0	0
yania	0	0
yanisel	0	0
yarmas	9446237	625423
yborjas	1059479	193962
yelenies	0	0
yency	0	0
ygonzalez	223468281	13491546
ygordo	240337	51231
ygutierrez	2249714	222032
yisel	0	0
ylima	0	0
yolaine	151455131	6948716
yperez	96908056	8837784
yudith	0	0
yuliet	0	0
yumara	0	0
yumy	0	0
yunier	146332316	10985370
yusmari	0	0
zenia	139779167	6789573
zulema	0	0
