username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aalfonso	145460081	11876549
aaronvega	101239960	8387063
adalberto	0	0
adamelis	0	0
addys	14004502	1487641
adria	0	0
adrianamg	0	0
aleyda	132167736	3928069
alicia	0	0
alida	843324	187761
alina	0	0
amarilys	0	0
amarrero	0	0
ambar	0	0
amorgado	0	0
ana.laura	38922782	16394933
anagloria	191235938	11263440
anamayra	44846797	3388179
ananidia	0	0
anapilar	54162815	2516869
anaraime	0	0
angelica	0	0
ankumu	145726192	11589730
annerys	0	0
aracelys	191317381	11434692
ariadna	0	0
arismary	304155412	10482437
arletys	0	0
armando	0	0
arnaldo	0	0
arodriguez	189300521	5585888
atorrella	72401503	8531124
avossirini	0	0
aymara	0	0
ayme	11052823	1431244
b.peon	0	0
barbara	0	0
belar	182738096	13647584
belkis	16937121	439540
berta	0	0
biorkys	8140973	1697268
blanca	0	0
bmazon	0	0
bobrador	0	0
campos	0	0
carmen	56070849	7505967
carmen.fdez	0	0
cary	15981	20207
celeste	0	0
charly	0	0
chavely	0	0
cvarela	0	0
dailen	0	0
dainik	0	0
dalia	45201489	3024452
danay	6286324	182485
danayd	0	0
dayamim	0	0
dayanira	62702496	7358533
daylin	0	0
dbcruz	88134131	4304421
deneb	3061514	229369
denys	34419484	4169553
dergis	0	0
dgmitjams	259763925	16956962
dhernandez	66052160	7304205
diadelis	35201645	13180190
dianalay	0	0
dianapr	0	0
dorian	28667691	3044656
dulce	0	0
dunia	70574150	4472223
dunia.glez	28778642	2015285
e.suarez	20601964	1516104
ealcolea	195467599	1784819
eileen	288795229	14929912
elenalaviellez	0	0
eloina	0	0
elsanchez	0	0
elva	0	0
epelaez	0	0
eperez	0	0
erich	35587027	1604867
estrella	0	0
evelyn.mayo	0	0
fabien	0	0
faselis	45027790	2405707
fausto	36278756	2074514
gabriel	33941017	2120196
gilberto	0	0
giset	168128160	17375590
gretel	0	0
hendrik	0	0
heredia	4365995	187969
herminio	110346594	6461194
humberto	0	0
idalis	0	0
ileanagr	0	0
ileanasl	156380387	914176
ileanat	1056913	240347
imanuel	0	0
isac	0	0
ismaray	4555911	5560068
ismary	5745428	174133
ivonne	0	0
ivonnerv	0	0
jacome	0	0
jacque	209269203	4571936
janette	5899498	78195
javi.lopez	0	0
jcarrillo	14724994312	3166325
jcasamayor	37463839	3321711
jessica	155529463	1763996
jfalcon	2989956069	31843226
jorge	359407075	1218097
jpuñales	303217493	11835642
jrodriguez	313438846	1183371
jvr	127446205	23319240
karen	0	0
karenriera	0	0
kenia	0	0
ksantos	0	0
laura.rivas	27204129	1936524
lazaro	0	0
lazaro.pina	185301132	10219442
lbcubas	8679507	458867
leandy	0	0
leanie	0	0
leonardo	0	0
leyla	249410622	17429283
lgarcia	40926876	4890877
liana	2661142	39674
liena	28646215	4166566
liliana	0	0
liris	0	0
lisandra	433665	241834
lisette	160116211	10024818
lisi	293839195	20752786
lissy	0	0
llilian	0	0
lmaria	0	0
loida	0	0
lorena	383223733	4874116
luis	51230690	3091701
madai	77086787	4837367
magda	0	0
manresa	0	0
manuel	0	0
mariam	0	0
marieladp	0	0
marilyn	312939371	1690786
mario	323467181	62669598
marlenin	0	0
maydelin	41023613	1261857
maydelin.ds	0	0
mayelin	806	708
mayelis	35908686	524769
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
mercedes	0	0
merleneg	0	0
meylin	136545572	9593029
mhcollazo	7818311	274872
miriam	72112864	4988484
mirta	0	0
mirza	0	0
mylene	0	0
naisy	0	0
natacha	6294049	801894
nestor	0	0
nieves	138481904	14138067
niovis	5555076	359395
noaris	12887128	642017
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	0	0
olguita	661095	135727
olivia	179291804	22668103
orisel	0	0
orlando	0	0
osmar	0	0
oxana	0	0
piqueras	0	0
pmando	0	0
rafadiaz	154608804	2742174
raidel	0	0
raisi	0	0
rancol	233880495	8662287
raul	158955195	10312509
raulc	0	0
rcaballero	0	0
regla	0	0
rene	0	0
reynaldo	3057425982	30110788
rfuentes	306606350	7985920
rizene	0	0
roberto	0	0
rodolfo	0	0
rodrigo	0	0
rosa	129483930	2992751
roseli	0	0
rquintanilla	0	0
rromero	0	0
salon6	0	0
sarah	0	0
seprot	0	0
servidores	107658723	755432
sheila	0	0
silvita	312855862	1733133
sistemas	11644913	6364
sonia	0	0
susel	0	0
tamara.glez	0	0
urbano	281870634	21222117
veronica	0	0
violeta	59101158	4401025
vladimir	203043918	6928656
wendy	23116643	683238
xiomara	0	0
yadica	105096782	12924258
yadiley	45587464	10613338
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	0	0
yamilacv	126358137	19687827
yamilaloli	6764255	341164
yamira	0	0
yania	0	0
yanisel	0	0
yarmas	0	0
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	0	0
ygordo	8138367	91728
ygutierrez	9837263	668496
yisel	0	0
ylima	0	0
yolaine	1697838	178853
yperez	165358854	18198888
yudith	55860404	7954748
yuliet	14989369	261557
yumara	45815486	2972133
yumy	0	0
yunier	149679953	7616943
yusmari	0	0
zenia	11997095	515681
zulema	12843664	435993
