username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	0	0
addys	0	0
adria	0	0
adrianamg	0	0
aleyda	0	0
alicia	0	0
alida	0	0
alina	0	0
amarilys	0	0
amarrero	0	0
ambar	0	0
amorgado	10887029307	23746279
ana.laura	13293305	1746301
anagloria	0	0
anamayra	0	0
ananidia	0	0
anapilar	0	0
anaraime	0	0
angelica	0	0
ankumu	0	0
annerys	0	0
antonio	0	0
aracelys	196219965	95917830
ariadna	25894685	2465868
arismary	0	0
arletys	0	0
armando	0	0
arnaldo	0	0
arodriguez	173399364	301554
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	0	0
b.peon	0	0
barbara	0	0
belar	50028501	4573379
belkis	0	0
berta	0	0
biorkys	0	0
blanca	0	0
bmazon	0	0
bobrador	0	0
campos	0	0
carmen	0	0
carmen.fdez	0	0
carmenevelyn	0	0
cary	26178904	2325307
celeste	0	0
charly	0	0
chavely	0	0
csanchez	186995263	8476584
cvarela	0	0
dailen	0	0
dainik	0	0
dalia	1910140	136624
dalila	0	0
danay	47119069	1095693
danayd	0	0
dayamim	0	0
dayanira	0	0
daylin	0	0
dbcruz	0	0
deneb	0	0
denys	0	0
dergis	0	0
dgmitjams	0	0
dhernandez	0	0
diadelis	0	0
dianalay	0	0
dianapr	0	0
dorian	0	0
dulce	0	0
dunia	0	0
dunia.glez	0	0
e.suarez	0	0
ealcolea	0	0
eileen	207484771	20663827
elenalaviellez	40584696	3569370
elsanchez	0	0
elva	0	0
epelaez	0	0
eperez	0	0
erich	0	0
estrella	0	0
evelyn	0	0
evelyn.mayo	0	0
fabien	0	0
faselis	147997067	9318867
fausto	0	0
gabriel	0	0
gilberto	0	0
giset	0	0
gretel	0	0
grethel	0	0
hendrik	0	0
heredia	0	0
herminio	114231147	6478348
humberto	0	0
idalis	0	0
ileanagr	0	0
ileanasl	0	0
ileanat	0	0
imanuel	0	0
isac	0	0
ismaray	0	0
ismary	0	0
ivan.castellanos	62585602	1372097
ivonne	0	0
ivonnerv	0	0
jacome	0	0
jacque	0	0
janette	0	0
javi.lopez	0	0
jcarrillo	0	0
jcasamayor	0	0
jessica	0	0
jfalcon	0	0
jorge	18828732	1479628
jpuñales	0	0
jrodriguez	0	0
jvr	0	0
karenriera	0	0
kenia	313589912	994604
ksantos	0	0
laura.rivas	314337388	287052
lazaro	0	0
lazaro.pina	0	0
lbcubas	2786713	293068
leandy	0	0
leanie	0	0
leonardo	0	0
leyla	0	0
lgarcia	0	0
liana	0	0
liena	514004557	10306979
liliana	0	0
liris	0	0
lisandra	0	0
lisette	0	0
lisi	0	0
lissy	0	0
lmaria	0	0
loida	0	0
lorena	0	0
luis	13556128	973471
madai	138502510	8910108
magda	0	0
manresa	0	0
manuel	0	0
mariam	0	0
marieladp	0	0
marilyn	0	0
mario	315526659	17958200
marlenin	0	0
marthah	0	0
maydelin	0	0
maydelin.ds	0	0
mayelin	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
mercedes	0	0
merleneg	0	0
meylin	0	0
mhcollazo	0	0
miriam	0	0
mirta	0	0
mirza	0	0
mylene	0	0
naisy	2199905	165194
natacha	0	0
nestor	7787859	715856
nieves	0	0
niovis	0	0
noaris	0	0
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	0	0
olguita	0	0
olivia	0	0
orisel	0	0
orlando	0	0
osmar	0	0
oxana	0	0
piqueras	0	0
pmando	0	0
rafadiaz	0	0
raidel	0	0
raisi	0	0
rancol	0	0
raul	0	0
raulc	0	0
rcaballero	0	0
regla	0	0
rene	799754	318727
reynaldo	0	0
rfuentes	0	0
rizene	0	0
roberto	0	0
rodolfo	0	0
rodrigo	0	0
rosa	55329542	2622711
roseli	0	0
rquintanilla	1651029992	14734293
rromero	0	0
salon6	0	0
sarah	0	0
seprot	0	0
servidores	29800633	721135
sheila	0	0
silvita	0	0
sistemas	0	0
sonia	0	0
susel	0	0
tamara.glez	0	0
urbano	0	0
veronica	0	0
violeta	0	0
virgilio	22320	10654
vladimir	0	0
wendy	0	0
xiomara	0	0
yadica	0	0
yadiley	2072078	230353
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	0	0
yamilacv	0	0
yamilaloli	0	0
yania	0	0
yanisel	0	0
yarmas	0	0
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	0	0
ygordo	0	0
ygutierrez	0	0
yisel	0	0
ylima	0	0
yolaine	0	0
yperez	0	0
yudith	140989607	16341928
yuliet	0	0
yumara	0	0
yumy	0	0
yunier	0	0
yusmari	0	0
zenia	0	0
zulema	19048054	1999132
