username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	72794414	3354530
adamelis	41319796	2906759
addys	0	0
adria	798176	221025
adrianamg	0	0
aleyda	0	0
alicia	230518	19896
alida	267834685	43937712
alina	125605913	8055785
amarilys	0	0
amarrero	0	0
ambar	270881408	43703970
amorgado	0	0
ana.laura	0	0
anagloria	142129673	15323512
anamayra	0	0
ananidia	293438654	21134407
anapilar	7864700	93355
anaraime	27623666	4450227
angelica	0	0
ankumu	96812995	4487279
annerys	0	0
antonio	0	0
aracelys	149235217	10124859
ariadna	13541536	1011054
arismary	312240285	2342808
arletys	0	0
armando	28229978	3104898
arnaldo	302106215	12523837
arodriguez	363499489	320468
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	70117430	4398683
b.peon	111115148	2359786
barbara	0	0
belar	87558646	8749816
belkis	110209142	3318484
berta	0	0
biorkys	0	0
blanca	0	0
bmazon	0	0
bobrador	0	0
campos	110514696	10320001
carmen	640251777	33829868
carmen.fdez	23440270	1182711
carmenevelyn	48103230	2500558
cary	7833998	2054730
celeste	0	0
charly	0	0
chavely	0	0
csanchez	141569866	7545565
cvarela	140417332	4984124
dailen	0	0
dainik	112286521	8938904
dalia	0	0
dalila	0	0
danay	18699205	518548
danayd	0	0
dayamim	0	0
dayanira	250303279	19903467
daylin	0	0
dbcruz	0	0
deneb	0	0
denys	0	0
dergis	36239991	3451325
dgmitjams	0	0
dhernandez	0	0
diadelis	45743580	5169684
dianalay	0	0
dianapr	0	0
dorian	0	0
dulce	0	0
dunia	0	0
dunia.glez	43451911	2955644
e.suarez	0	0
ealcolea	150051972	2586813
eileen	0	0
elenalaviellez	4881730	565321
elsanchez	0	0
elva	0	0
epelaez	0	0
eperez	197823382	12373485
erich	72859344	4152192
estrella	0	0
evelyn	122127418	1183593
evelyn.mayo	50383227	2499820
fabien	11972434	838291
faselis	59726305	3192083
fausto	211593225	8640762
gabriel	0	0
gilberto	309558600	5033127
giset	0	0
gretel	55776162	10554733
grethel	95266419	5835644
hendrik	0	0
heredia	1754927	193811
herminio	86960312	5842666
humberto	68569069	1790115
idalis	0	0
ileanagr	0	0
ileanasl	53505107	2047079
ileanat	11730569	1139215
imanuel	69463292	4521566
isac	94389640	17075690
ismaray	152035084	5297267
ismary	0	0
ivan.castellanos	0	0
ivonne	0	0
ivonnerv	0	0
jacome	73899619	3088106
jacque	311128909	3453157
janette	0	0
javi.lopez	651062438	9688792
jcarrillo	2051314582	24391044
jcasamayor	0	0
jessica	151415415	5899982
jfalcon	0	0
jorge	0	0
jpuñales	305210839	9368603
jrodriguez	0	0
jvr	0	0
karenriera	0	0
kenia	310020172	4568542
ksantos	0	0
laura.rivas	120836454	9016062
lazaro	0	0
lazaro.pina	140863652	9727379
lbcubas	44461546	2966647
leandy	0	0
leanie	0	0
leonardo	0	0
leyla	7610218	467528
lgarcia	248252787	14985543
liana	313568	23365
liena	214559514	6756882
liliana	0	0
liris	2832829	173040
lisandra	303477387	11104138
lisette	28840176	1913606
lisi	25190311	935688
lissy	0	0
lmaria	0	0
loida	509	351
lorena	937808789	22475971
luis	58402988	3544172
madai	913160	88205
magda	0	0
manresa	0	0
manuel	0	0
mariam	78588484	5650427
marieladp	0	0
marilyn	0	0
mario	432487412	23909572
marlenin	0	0
marthah	0	0
maydelin	0	0
maydelin.ds	0	0
mayelin	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	87840191	5365143
mercedes	0	0
merleneg	260219450	12219328
meylin	289170806	20562743
mhcollazo	201245514	13185883
miriam	83213888	3596299
mirta	314365379	210613
mirza	29796330	1954386
mylene	0	0
naisy	0	0
natacha	0	0
nestor	0	0
nieves	0	0
niovis	0	0
noaris	37519760	2490949
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	34832004	5151362
olguita	28585754	2336283
olivia	0	0
orisel	0	0
orlando	3663854	135895
osmar	0	0
oxana	95424406	5099341
piqueras	0	0
pmando	0	0
rafadiaz	153688440	3624763
raidel	0	0
raisi	0	0
rancol	36517174	2512687
raul	6047713	439527
raulc	6292679	96530
rcaballero	0	0
regla	0	0
rene	769813	289929
reynaldo	513957919	10357084
rfuentes	13704387	2942892
rizene	0	0
roberto	313209928	1393544
rodolfo	0	0
rodrigo	68294752	12647448
rosa	4846582	132718
roseli	0	0
rquintanilla	1242652882	46676828
rromero	110336301	7312640
salon6	0	0
sarah	0	0
seprot	0	0
servidores	156684862	767620
sheila	0	0
silvita	0	0
sistemas	0	0
sonia	0	0
susel	44647945	6883241
tamara.glez	0	0
urbano	0	0
veronica	11686892	653906
violeta	20331987	6215546
virgilio	0	0
vladimir	85258856	2321535
wendy	55075886	4647000
xiomara	6833923	314082
yadica	149510039	7784168
yadiley	18063569	1895731
yadira	0	0
yahimara	0	0
yailin	65519577	769372
yalina	1562097	145924
yamila	165822506	4864394
yamilacv	103069564	5619942
yamilaloli	1704971	238278
yania	6972077	41967
yanisel	97445890	6817394
yarmas	4116798	310375
yborjas	22715496	2509298
yelenies	0	0
yency	0	0
ygonzalez	297836067	16752895
ygordo	0	0
ygutierrez	5973979	660685
yisel	0	0
ylima	151043554	6268977
yolaine	192533971	60492941
yperez	241932702	19512380
yudith	139171136	18116596
yuliet	0	0
yumara	6580134	562786
yumy	0	0
yunier	151828199	5458918
yusmari	0	0
zenia	135078177	11886230
zulema	30902221	6336739
