username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	0	0
addys	100275643	14350466
adria	858262	257068
adrianamg	71737880	5150377
aleyda	0	0
alicia	0	0
alina	309704	74653
amarilys	0	0
amarrero	0	0
ambar	296709573	17892767
ana.laura	0	0
anagloria	140262469	11433096
anamayra	0	0
ananidia	34374126	1171282
anapilar	0	0
angelica	0	0
ankumu	130641615	2224604
annerys	0	0
antonio	20975	7119
aracelys	157600014	11574653
ariadna	69773010	2196890
arismary	0	0
arletys	0	0
armando	306999832	7637757
arnaldo	0	0
arodriguez	137106859	308556
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	0	0
b.peon	0	0
barbara	0	0
belar	171303866	12939432
belkis	0	0
berta	0	0
biorkys	0	0
blanca	591930	170990
bmazon	0	0
bobrador	0	0
camila	345523	78950
campos	0	0
canfux	148136840	9179063
carmen	588756077	23740797
carmen.fdez	0	0
carmenevelyn	0	0
cary	0	0
celeste	0	0
chavely	0	0
csanchez	118416588	4814363
cvarela	37290910	5251194
dailen	0	0
dainik	0	0
dalia	184303069	15242890
dalila	0	0
danay	30662427	631651
danayd	0	0
dayamim	255732932	18587664
dayanira	0	0
daylin	0	0
dbcruz	142164326	15130349
deneb	0	0
denys	0	0
dergis	0	0
dhernandez	100510352	9732396
diadelis	178443868	19052208
dianalay	94153436	7923510
dianapr	2038625	145844
directora	0	0
dorian	24498543	1107032
dulce	0	0
dunia	249303448	20079804
dunia.glez	0	0
e.suarez	49746585	1238808
ealcolea	148674110	1451873
eileen	0	0
elva	0	0
epelaez	0	0
eperez	159838264	6021295
erich	0	0
evelyn	0	0
evelyn.mayo	6528366	701619
fabien	2908258	152985
faselis	61026664	6041696
fausto	0	0
francis	63358727	11067904
frank.tb	142470921	14839762
gilberto	0	0
giset	0	0
gretel	0	0
grethel	0	0
hendrik	79769	8330
hendrikr	0	0
heredia	12213531	1556791
humberto	0	0
idalis	0	0
ileanagr	396819	116743
ileanasl	153202439	4143425
ileanat	53182880	3920335
imanuel	16064761	290800
isac	0	0
ismaray	137130016	20157064
ismary	38764575	1708597
ivan.castellanos	0	0
ivonne	46325566	3510493
ivonnerv	61756720	3162490
jacome	7308910	663131
jacque	126178810	606977
janette	0	0
jasiel	31802882	3726747
javi.lopez	0	0
jcarrillo	38377	1039
jcasamayor	304124139	10512982
jfalcon	4606427335	63335693
jorge	0	0
jpuñales	202098582	13978493
jvr	168807596	16834379
karenriera	0	0
kenia	103670203	6545165
ksantos	0	0
laura.rivas	151599440	13782897
lazaro	151420548	5879981
lazaro.pina	297155247	17466606
lbcubas	0	0
leandy	0	0
leanie	69315444	4742750
lenier	12472452	704844
leonardo	283386021	8186562
leyla	72002605	8195271
lgarcia	3807935	539143
liana	0	0
liena	6919680	1730845
liliana	165702759	11085944
liris	22809845	832505
lisette	785653092	12902941
lisi	0	0
lissy	0	0
llilian	0	0
lmaria	0	0
loida	22222725	790615
lorena	0	0
luis	26888140	1553662
madai	208768076	14889589
magda	128290187	10336228
manresa	29688209	1677199
manuel	67845857	7692466
mariam	0	0
marieladp	0	0
marilyn	0	0
mario	115797105	9459353
marlenin	0	0
marlon	129907925	3921038
marthah	156451204	836792
maydelin	8743044	1028293
maydelin.ds	115847914	7024557
mayelis	0	0
maylen	13666819	845520
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
melissa	117364565	10738231
mercedes	0	0
merleneg	0	0
meylin	126594185	13333493
mfumero	174657553	5664517
mhcollazo	88872212	2919825
miriam	1112441	190381
mirta	0	0
mirza	0	0
mylene	0	0
naisy	86155525	6156122
natacha	32666303	1256240
nestor	0	0
nieves	168509905	19512255
niovis	115620320	2575690
noaris	19294311	2035716
nod32	0	0
obriel	11237784	792883
ocastro	0	0
oisis	0	0
olga	0	0
olguita	1444827	234962
orisel	0	0
orlando	0	0
oxana	0	0
piqueras	0	0
pmando	0	0
rachel	4863595	471898
rafadiaz	155115949	2227864
raidel	2066353	278733
raisi	129506	24105
rancol	22518878	2898056
raul	1792152	374717
raulc	0	0
regla	0	0
rene	417198	169981
rfuentes	0	0
roberto	0	0
rodolfo	0	0
rodrigo	121665130	4864315
rosa	0	0
roseli	103313335	9898161
rquintanilla	1295965201	44989620
rromero	0	0
salon6	0	0
sarah	0	0
seprot	0	0
servidores	102353190	211513
silvita	0	0
sistemas	0	0
somja	149295478	6575365
sonia	0	0
susel	12968853	1998106
tamara.glez	510	351
torresvinent	154345574	2968265
urbano	118239212	4597826
veronica	0	0
violeta	438365990	30821776
virgilio	0	0
vladimir	0	0
wendy	326950	30122
xiomara	0	0
yadica	39747215	1694847
yadiley	8547044	863560
yadira	188238173	9934294
yahimara	0	0
yailin	0	0
yalina	40856801	437079
yamila	12367539	1231037
yamilacv	0	0
yamilaloli	0	0
yanisel	186451915	24403100
yarmas	5347550	200012
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	233841714	5063383
ygordo	0	0
ygutierrez	72036398	3192698
yisel	0	0
ylima	19149032	1075987
yolaine	129988200	10077253
yperez	0	0
yudith	128081464	10497556
yuliet	86253148	6757738
yumara	0	0
yumy	0	0
yunier	147265574	10021092
yusmari	0	0
zenia	0	0
zulema	0	0
orlandos	32788862	2124232
camilav	0	0
racarreras	0	0
