username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
amorgado	0	0
arodriguez	144285829	366440
carmen	316723711	22487924
danay	182742429	3061062
dianalay	0	0
javi.lopez	0	0
jcarrillo	1111741448	33923781
jfalcon	2317794124	31528586
lorena	445387723	10896575
miriam	62048304	4133741
nod32	0	0
rquintanilla	969873390	11833604
servidores	40550459	739823
sistemas	0	0
adalberto	0	0
adamelis	1497721	209822
addys	0	0
adria	1937132	152659
adrianamg	121048358	14357644
alicia	648970	186442
alina	29131440	2038447
ambar	109013276	8022247
ana.laura	31365641	1946288
anagloria	88088115	10292461
ananidia	27400186	5405765
anaraime	99430896	10227532
angelica	11820768	779813
annerys	0	0
antonio	0	0
aracelys	113403636	7292767
arismary	0	0
arletys	0	0
armando	18490001	1087767
arnaldo	51131989	5175972
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	24616357	1766579
belar	384607989	11453103
belkis	225547905	4771396
berta	0	0
blanca	35368991	3314668
bmazon	0	0
bobrador	0	0
campos	0	0
carmen.fdez	21273990	1880420
cary	8161662	82068
csanchez	225570557	10118066
dailen	0	0
dalia	153044827	7807871
danayd	0	0
dayamim	0	0
dayanira	0	0
daylin	25399550	1102687
deneb	0	0
dergis	44554701	5876641
dgmitjams	0	0
dhernandez	0	0
diadelis	39498818	5927243
dianapr	7196739	679718
dorian	23933366	594656
dunia	0	0
dunia.glez	0	0
ealcolea	68643634	818818
eileen	291992669	22617903
elenalaviellez	23034386	1016216
elva	0	0
epelaez	0	0
erich	110158013	6426288
fabien	1425	1375
gabriel	0	0
gilberto	239002255	3754641
gretel	0	0
grethel	0	0
hendrik	0	0
heredia	0	0
herminio	44102483	2321843
humberto	0	0
idalis	0	0
ileanagr	57919897	5032415
ileanat	0	0
imanuel	535632	146277
isac	144297046	20343314
ivonne	0	0
jacome	0	0
jacque	0	0
janette	0	0
jcasamayor	225349975	2060170
jpuñales	232741673	81831319
jrodriguez	119803401	1512466
jvr	69206307	5622430
kenia	73927121	7342506
laura.rivas	10999127	815068
lazaro.pina	0	0
lbcubas	1048365	121140
leandy	75275574	5395727
leanie	99133892	9895903
leonardo	70073473	4054046
leyla	15591487	1898906
lgarcia	91830979	13225020
liliana	64736372	5523346
liris	280894237	1056972
lisette	312357364	2277662
lisi	307625260	6974344
lissy	0	0
llilian	2301141	80267
lmaria	0	0
loida	0	0
madai	62733268	3948427
magda	0	0
manresa	0	0
manuel	0	0
mariam	0	0
marilyn	0	0
marlenin	115133277	11014545
maydelin	662920	224724
maydelin.ds	0	0
mayelin	10007844	670256
mayelis	0	0
maylen	6679690	718046
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
merleneg	84159216	4243097
meylin	0	0
mhcollazo	0	0
mirta	15165866	553827
mirza	779321	94787
naisy	0	0
natacha	2450274	1123731
nieves	0	0
noaris	73481438	14048913
obriel	0	0
ocastro	0	0
olguita	0	0
orisel	0	0
orlando	14502681	1396968
osmar	32751389	855964
oxana	0	0
pmando	0	0
raisi	0	0
rancol	52107959	5139150
raul	155894914	1385749
raulc	0	0
rcaballero	0	0
regla	67853602	6714983
rene	39736120	2485067
rfuentes	72361732	3397457
rizene	0	0
roberto	306926723	7665231
rosa	0	0
roseli	0	0
rromero	122459089	8404166
sarah	0	0
sonia	0	0
susel	243011296	13144441
tamara.glez	0	0
urbano	127712693	13348476
veronica	12483347	10506338
vladimir	195272	54784
wendy	0	0
yadiley	14682709	2235821
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	21440822	651743
yamila	186257	44966
yamilacv	0	0
yamilaloli	598215	126346
yania	0	0
yanisel	126067638	1518400
yarmas	312552604	2040629
yborjas	0	0
yelenies	0	0
ygonzalez	0	0
ygordo	0	0
ygutierrez	86143431	8167382
yolaine	296741142	17872508
yperez	0	0
yumara	0	0
yumy	172850134	28750938
zenia	204568820	14652960
zulema	13248704	1814788
alida	3112790	696659
anamayra	0	0
anapilar	3495162	350451
b.peon	0	0
biorkys	270472053	3361286
celeste	55886009	4873662
cvarela	0	0
dainik	154222992	13975179
dulce	0	0
e.suarez	0	0
evelyn.mayo	0	0
fausto	20886388	3016247
giset	95299020	4914858
ismary	8160249	128790
ivonnerv	95992789	22424484
liena	193459799	2962407
luis	157594324	16032845
mario	162453440	13289422
mylene	0	0
niovis	10601954	242796
reynaldo	518412851	5875161
rodrigo	0	0
silvita	0	0
violeta	0	0
seprot	0	0
eperez	144236317	14225687
ivan.castellanos	0	0
jorge	0	0
liana	1152527	111546
olga	73886264	9047297
aaronvega	0	0
aleyda	0	0
amarilys	0	0
amarrero	39649638	2015477
ankumu	154184032	3111172
ariadna	15245344	1617096
barbara	0	0
carmenevelyn	94996135	2433443
charly	0	0
chavely	0	0
dalila	0	0
dbcruz	0	0
denys	0	0
evelyn	376380	137809
faselis	45511712	2506189
ileanasl	97290772	279543
ismaray	0	0
karenriera	113383	34813
ksantos	0	0
lazaro	100322598	3312474
marieladp	1127085	69585
marthah	156430519	908422
mercedes	0	0
nestor	17517273	1574236
oisis	0	0
piqueras	0	0
rafadiaz	147165528	10122712
raidel	0	0
rodolfo	86154055	6818451
salon6	0	0
virgilio	26852928	2445866
xiomara	5049779	130949
yadica	64612123	3056670
yency	0	0
ylima	108849265	9704585
yudith	83649628	12764040
yuliet	100858614	8660811
yunier	140514450	16777355
yusmari	0	0
yisel	9758847	377175
