username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	162614682	6638956
adamelis	13192436	168604
addys	228210740	15262506
adria	2243362	118431
adrianamg	92052470	5636349
aleyda	574373	90745
alicia	309254	97344
alina	130689475	9742028
amarilys	0	0
amarrero	10465119	211445
ambar	0	0
ana.laura	0	0
anagloria	91223532	5213076
anamayra	0	0
ananidia	3680745	541717
anapilar	10743047	268947
angelica	0	0
ankumu	0	0
annerys	0	0
antonio	26401	9032
aracelys	117259382	20112100
ariadna	0	0
arismary	64964431	3748565
arletys	305057792	9525375
armando	29392695	2774212
arnaldo	6899900	116456
arodriguez	62065878	253580
atorrella	77679919	9854081
avossirini	0	0
aymara	7636199	887550
ayme	0	0
b.peon	0	0
barbara	0	0
belar	0	0
belkis	0	0
berta	0	0
biorkys	152242534	7104391
blanca	473184	138455
bmazon	81099040	7350140
bobrador	0	0
camila	0	0
campos	33167611	2097613
canfux	120606817	10303821
carmen	516586338	21209664
carmen.fdez	17832038	1729868
carmenevelyn	0	0
cary	0	0
celeste	0	0
chavely	0	0
csanchez	0	0
cvarela	0	0
dailen	49810040	3515837
dainik	0	0
dalia	0	0
dalila	26961441	1028208
danay	74066614	1063759
danayd	0	0
dayamim	0	0
dayanira	53807739	5960204
daylin	0	0
dbcruz	8904901	79940
deneb	24416373	1480618
denys	153237938	4066091
dergis	0	0
dhernandez	9387389	288077
diadelis	75553201	4840397
dianalay	117630851	12244662
dianapr	8615556	1173842
directora	0	0
dorian	5926849	745676
dulce	0	0
dunia	70593443	5940191
dunia.glez	45029659	2475298
e.suarez	23667923	3848304
ealcolea	2266182	286112
eileen	314016794	599821
elva	55061260	4402064
epelaez	0	0
eperez	0	0
erich	90578766	4102773
evelyn	87448512	2081988
evelyn.mayo	0	0
fabien	0	0
faselis	49084042	2540020
fausto	0	0
francis	0	0
frank.tb	143643753	13644517
gilberto	309100613	5488087
giset	45893660	5777696
gretel	0	0
grethel	75012763	1489396
hendrik	0	0
hendrikr	0	0
heredia	0	0
humberto	0	0
idalis	0	0
ileanagr	0	0
ileanasl	11773890	858506
ileanat	14748565	1089026
imanuel	6802727	90604
isac	0	0
ismaray	139021402	18269362
ismary	0	0
ivan.castellanos	0	0
ivonne	0	0
ivonnerv	0	0
jacome	0	0
jacque	5377	3252
janette	1604843	182133
jasiel	0	0
javi.lopez	0	0
jcarrillo	191204801	11669388
jcasamayor	0	0
jfalcon	1025861152	13470456
jorge	0	0
jpuñales	311768865	2820521
jvr	0	0
karenriera	11288614	718222
kenia	0	0
ksantos	0	0
laura.rivas	96355076	7565434
lazaro	0	0
lazaro.pina	211405161	13355486
lbcubas	971621	132980
leandy	0	0
leanie	0	0
lenier	0	0
leonardo	312792453	1797965
leyla	0	0
lgarcia	0	0
liana	8517708	682577
liena	30692628	2063604
liliana	141012097	9635500
liris	0	0
lisette	0	0
lisi	0	0
lissy	0	0
llilian	195078	66313
lmaria	0	0
loida	0	0
lorena	0	0
luis	51818278	4097075
madai	138620880	8053488
magda	61324090	3836467
manresa	0	0
manuel	0	0
mariam	0	0
marieladp	0	0
marilyn	0	0
mario	76975705	6247240
marlenin	0	0
marlon	152916664	4385375
marthah	0	0
maydelin	123181695	8151649
maydelin.ds	0	0
mayelin	157002533	14654304
mayelis	2779507	329396
maylen	70012735	2491969
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
melissa	119648723	13941424
mercedes	0	0
merleneg	239445233	10522218
meylin	161400039	14767619
mfumero	0	0
mhcollazo	0	0
miriam	0	0
mirta	0	0
mirza	0	0
mylene	26076911	1974047
naisy	322061	77270
natacha	9079939	281423
nestor	0	0
nieves	110572602	9658957
niovis	0	0
noaris	6796745	514732
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	235195606	13610068
olguita	3688368	1578804
orisel	0	0
orlando	3262061	175035
oxana	0	0
piqueras	76005388	5707427
pmando	0	0
rachel	9271653	409718
rafadiaz	155634774	1695930
raidel	151715989	5633315
raisi	71683565	8594416
rancol	75326529	5744850
raul	0	0
raulc	4805892	399184
rcaballero	0	0
regla	0	0
rene	152697	31522
rfuentes	0	0
rizene	0	0
roberto	0	0
rodolfo	36402309	3967972
rodrigo	194677329	5035563
rosa	0	0
roseli	23556989	5328067
rquintanilla	383178125	11695896
rromero	0	0
salon6	0	0
sarah	75619861	4620220
seprot	0	0
servidores	29968058	149297
silvita	15737887	1887005
sistemas	0	0
somja	0	0
sonia	0	0
susel	62557990	4239088
tamara.glez	32926098	1245473
torresvinent	0	0
urbano	0	0
veronica	0	0
violeta	119384283	68374208
virgilio	0	0
vladimir	0	0
wendy	0	0
xiomara	0	0
yadica	68905819	4757821
yadiley	0	0
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	6477022	211002
yamila	195072239	6781603
yamilacv	10112162	246767
yamilaloli	449399	119256
yanisel	0	0
yarmas	1318737	185476
yborjas	8182064	347759
yelenies	330935972	616160848
yency	0	0
ygonzalez	0	0
ygordo	0	0
ygutierrez	2119698	46626
yisel	0	0
ylima	0	0
yolaine	60549050	3013715
yperez	44287582	6531314
yudith	122873589	10476074
yuliet	50633960	6166106
yumara	0	0
yumy	0	0
yunier	149895133	7421740
yusmari	0	0
zenia	0	0
zulema	0	0
orlandos	0	0
