username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aalfonso	0	0
aaronvega	0	0
adalberto	0	0
adamelis	0	0
addys	0	0
adria	0	0
adrianamg	0	0
aleyda	0	0
alicia	0	0
alida	0	0
alina	0	0
amarilys	0	0
amarrero	0	0
ambar	0	0
amorgado	4934697466	33143417
ana.laura	0	0
anagloria	63459748	5416050
anamayra	0	0
ananidia	0	0
anapilar	0	0
anaraime	0	0
angelica	0	0
ankumu	0	0
annerys	0	0
aracelys	85251393	8219728
ariadna	0	0
arismary	0	0
arletys	0	0
armando	0	0
arnaldo	0	0
arodriguez	99369238	35069975
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	0	0
b.peon	0	0
barbara	0	0
belar	0	0
belkis	36200508	2099990
berta	0	0
biorkys	0	0
blanca	0	0
bmazon	0	0
bobrador	0	0
campos	0	0
carmen	0	0
carmen.fdez	0	0
cary	0	0
celeste	0	0
charly	0	0
chavely	0	0
cvarela	0	0
dailen	0	0
dainik	0	0
dalia	0	0
danay	184097058	4066050
danayd	0	0
dayamim	0	0
dayanira	0	0
daylin	0	0
dbcruz	0	0
deneb	0	0
denys	0	0
dergis	0	0
dgmitjams	0	0
dhernandez	0	0
diadelis	23705802	4609143
dianalay	0	0
dianapr	0	0
dorian	0	0
dulce	0	0
dunia	30266393	2321350
dunia.glez	0	0
e.suarez	6595865	393495
ealcolea	0	0
eileen	1333812	136725
elenalaviellez	0	0
eloina	0	0
elsanchez	0	0
elva	0	0
epelaez	0	0
eperez	0	0
erich	53689748	1755007
estrella	0	0
evelyn.mayo	0	0
fabien	0	0
faselis	55323079	2182988
fausto	0	0
gabriel	0	0
gilberto	0	0
giset	0	0
gretel	0	0
hendrik	0	0
heredia	0	0
herminio	161979943	11156477
humberto	0	0
idalis	0	0
ileanagr	0	0
ileanasl	0	0
ileanat	0	0
imanuel	0	0
isac	0	0
ismaray	0	0
ismary	0	0
ivonnerv	0	0
jacome	0	0
jacque	0	0
janette	0	0
javi.lopez	0	0
jcarrillo	5769668871	12860005
jcasamayor	0	0
jessica	0	0
jfalcon	0	0
jorge	377392008	19395504
jpuñales	0	0
jrodriguez	0	0
jvr	0	0
karenriera	0	0
kenia	1567603	137584
ksantos	0	0
laura.rivas	110797925	8546025
lazaro	17285351	909040
lazaro.pina	0	0
lbcubas	1140464	135341
leandy	0	0
leanie	0	0
leonardo	0	0
leyla	0	0
lgarcia	194080550	9670448
liana	0	0
liena	54360297	1948102
liliana	0	0
liris	0	0
lisandra	0	0
lisette	85824009	5541126
lisi	0	0
lissy	0	0
lmaria	0	0
loida	0	0
lorena	0	0
luis	72083193	7363969
madai	88022430	5817234
magda	0	0
manresa	0	0
manuel	0	0
mariam	0	0
marieladp	0	0
marilyn	0	0
mario	186041258	17447819
marlenin	0	0
maydelin	0	0
maydelin.ds	0	0
mayelin	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
mercedes	0	0
merleneg	0	0
meylin	0	0
mhcollazo	0	0
miriam	0	0
mirta	0	0
mirza	0	0
mylene	0	0
naisy	13196617	546613
natacha	0	0
nestor	4777787	285557
nieves	0	0
niovis	0	0
noaris	37549897	12201898
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	0	0
olga	0	0
olguita	0	0
olivia	0	0
orisel	0	0
orlando	0	0
osmar	0	0
oxana	0	0
piqueras	0	0
pmando	0	0
rafadiaz	155766019	1544061
raidel	0	0
raisi	35825672	1955600
rancol	0	0
raul	0	0
raulc	0	0
rcaballero	0	0
regla	0	0
rene	181508	77540
reynaldo	0	0
rfuentes	0	0
rizene	0	0
roberto	0	0
rodolfo	0	0
rodrigo	0	0
rosa	0	0
roseli	0	0
rquintanilla	95706407	7979241
rromero	0	0
salon6	0	0
sarah	0	0
seprot	0	0
servidores	108873643	775556
sheila	0	0
silvita	0	0
sistemas	49952	1450
sonia	0	0
susel	0	0
tamara.glez	0	0
urbano	0	0
veronica	0	0
violeta	0	0
vladimir	4134585	162441
wendy	21519026	678723
xiomara	102058640	3829972
yadica	0	0
yadiley	15820905	3844012
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	0	0
yamilacv	0	0
yamilaloli	0	0
yamira	0	0
yania	0	0
yanisel	0	0
yarmas	0	0
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	0	0
ygordo	0	0
ygutierrez	0	0
yisel	0	0
ylima	0	0
yolaine	13731332	843176
yperez	0	0
yudith	0	0
yuliet	0	0
yumara	0	0
yumy	0	0
yunier	0	0
yusmari	0	0
zenia	0	0
zulema	214695749	8731368
csanchez	80769291	3077066
