username	received(byte)	sent(byte)
luis	111411444	6864648
00-SUBDIRECTORES	0	0
amorgado	0	0
arodriguez	184897583	17605096
carmen	50283991	5337059
dianalay	0	0
dulce	0	0
ivan.castellanos	0	0
jacome	0	0
jcarrillo	1944194010	20470013
jfalcon	22794682	125594
jorge	0	0
liana	0	0
lorena	1966581950	14778806
nod32	0	0
olga	581302523	21684722
reynaldo	0	0
servidores	124560281	769256
sistemas	85838454	10003
bmazon	0	0
diadelis	0	0
jpuñales	78224105	1204777
rodrigo	120021072	7311056
yumy	154906224	33698987
00-Especialistas	0	0
adalberto	0	0
adamelis	3605888	298525
adria	3251528	261863
alicia	582031	54135
alina	3533758	348892
ambar	137475152	10221623
ana.laura	24745063	3288337
anagloria	110303628	12215324
ananidia	0	0
anapilar	52335355	3433768
anaraime	0	0
angelica	0	0
annerys	0	0
arismary	0	0
arletys	26379691	2044081
armando	0	0
arnaldo	0	0
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	53506933	3406303
b.peon	0	0
belar	49602382	4455165
belkis	9051027	378751
berta	0	0
blanca	9653606	381469
bobrador	0	0
campos	0	0
carmen.fdez	0	0
cary	0	0
csanchez	0	0
dailen	0	0
dalia	172184503	11809645
danayd	0	0
dayamim	165899109	11058190
dayanira	15506582	67229512
daylin	0	0
deneb	36908823	2490477
dergis	0	0
dgmitjams	297980888	16634140
dhernandez	175888793	9251020
dianapr	0	0
dorian	48879335	3128671
dunia	0	0
dunia.glez	0	0
ealcolea	0	0
eileen	127662422	11683899
elenalaviellez	0	0
eloina	0	0
elsanchez	80097615	858422
elva	340	350
epelaez	0	0
eperez	0	0
erich	105181651	7184396
estrella	0	0
evelyn.mayo	152754317	2142541
fabien	0	0
gabriel	300081228	14507835
gilberto	0	0
gretel	0	0
grethel	0	0
hendrik	0	0
heredia	0	0
herminio	100770923	8206815
humberto	0	0
idalis	0	0
ileanagr	4168202	401099
ileanat	0	0
imanuel	1201000	250796
isac	84989963	11625361
ivonne	0	0
ivonnerv	0	0
jacque	0	0
janette	0	0
jcasamayor	0	0
jrodriguez	312792213	1813257
jvr	0	0
kenia	0	0
laura.rivas	76504	19472
lazaro.pina	0	0
lbcubas	0	0
leandy	0	0
leanie	0	0
leonardo	0	0
leyla	0	0
lgarcia	224960036	17201351
liliana	0	0
liris	0	0
lisandra	290008004	24595889
lisette	83786245	6076267
lisi	258520280	15306826
lissy	0	0
lmaria	0	0
loida	0	0
madai	0	0
magda	0	0
manresa	0	0
manuel	27321383	1371890
mariam	0	0
marilyn	0	0
marlenin	154499544	10133216
maydelin	0	0
maydelin.ds	0	0
mayelin	0	0
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	0	0
merleneg	0	0
meylin	0	0
mhcollazo	139076123	990065
mirta	0	0
mirza	0	0
naisy	0	0
natacha	0	0
nieves	0	0
noaris	0	0
ocastro	0	0
olguita	24167880	2804490
olivia	0	0
orisel	73314758	1370048
orlando	17553	5949
osmar	0	0
oxana	0	0
pmando	0	0
raisi	0	0
rancol	0	0
raul	0	0
raulc	0	0
rcaballero	0	0
regla	248099980	3498589
rene	421893	142407
rfuentes	99556578	7207945
rizene	0	0
roberto	146217120	7094992
rosa	69484069	1918966
roseli	0	0
rquintanilla	45479392	3424491
rromero	286881945	11531093
sarah	0	0
sheila	0	0
silvita	10629757	955226
sonia	0	0
susel	65903486	4955295
tamara.glez	0	0
urbano	0	0
veronica	33507010	2041646
vladimir	0	0
wendy	28664448	6917784
yadiley	148298451	12920356
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	23180134	1927872
yamilacv	0	0
yamilaloli	0	0
yania	0	0
yanisel	0	0
yarmas	6109436	340279
yborjas	0	0
yelenies	0	0
ygonzalez	50288775	4007042
ygordo	0	0
ygutierrez	1206073	51065
yisel	0	0
yolaine	32704150	3471998
yperez	103682733	10696840
yumara	0	0
zenia	8979763	1133286
zulema	37993196	2865041
adrianamg	195744834	9893641
00-JDpto	0	0
alida	24248809	3277067
anamayra	54233937	3860483
biorkys	0	0
celeste	48645759	13554868
cvarela	0	0
dainik	0	0
danay	0	0
e.suarez	6374115	2199303
fausto	34419397	1827288
giset	133359843	12177809
ismary	0	0
liena	0	0
mario	0	0
miriam	0	0
mylene	1327428	170407
niovis	0	0
violeta	0	0
yadira	0	0
aracelys	34418943	10075620
seprot	0	0
00-Tecnicos	0	0
aalfonso	0	0
aaronvega	0	0
addys	149952417	7365179
aleyda	151638001	5681515
amarilys	0	0
amarrero	0	0
ankumu	0	0
ariadna	0	0
barbara	0	0
carmenevelyn	59329763	2832762
charly	0	0
chavely	0	0
dbcruz	0	0
denys	0	0
evelyn	108157522	276860
faselis	58020595	4300930
ileanasl	0	0
ismaray	18901684	3410616
javi.lopez	718214459	10984177
jessica	36107085	2602899
karenriera	0	0
ksantos	0	0
lazaro	749271	64895
marieladp	0	0
marthah	0	0
mercedes	84881777	1217434
nestor	20766016	1048074
oisis	0	0
piqueras	32375824	5395077
rafadiaz	154895684	2425171
raidel	0	0
rodolfo	56058580	4376284
salon6	0	0
virgilio	0	0
xiomara	41099264	3346803
yadica	60153348	2834753
yency	0	0
ylima	148137732	9197811
yudith	0	0
yuliet	2335495	136144
yunier	144144219	13180971
yusmari	0	0
obriel	0	0
