username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	28922406	1535120
addys	161469417	15641856
adria	0	0
adrianamg	0	0
aleyda	0	0
alicia	0	0
alina	113483182	8975727
amarilys	0	0
ambar	297654977	16648099
ana.laura	8698365	2174436
anagloria	28853898	2963511
anamayra	0	0
ananidia	309381470	5220021
anapilar	60923178	269248
angelica	0	0
ankumu	154059748	3257203
annerys	0	0
antonio	0	0
aracelys	28842212	3581383
ariadna	87263237	5743447
arismary	302935185	11673004
arletys	0	0
armando	220775124	7322706
arnaldo	77215021	1341031
arodriguez	41688	44171
atorrella	0	0
avossirini	224370263	1616684
aymara	0	0
ayme	103202253	4320215
b.peon	0	0
barbara	0	0
belar	276778791	20276283
belkis	304129948	10500678
berta	0	0
biorkys	52611533	3478210
blanca	1877079	296080
bmazon	0	0
bobrador	0	0
camila	1814036	126168
camilav	0	0
campos	0	0
canfux	143703018	13589026
carmen	3487235681	65211018
carmen.fdez	0	0
carmenevelyn	23689492	1035728
cary	71182397	7047205
celeste	129518672	25222090
chavely	0	0
csanchez	282132380	10275647
cvarela	88230974	4541140
dailen	81227329	7224282
dalia	19783797	1140400
dalila	0	0
danay	70037702	2884565
danayd	110748231	3902386
dayamim	0	0
dayanira	87690745	8040725
daylin	0	0
dbcruz	0	0
deneb	278625923	16848211
denys	0	0
dergis	0	0
dhernandez	0	0
diadelis	47790596	3200557
dianalay	1105893957	23861226
dianapr	35644493	2692813
directora	0	0
dorian	0	0
dulce	0	0
dunia	105918080	7082794
dunia.glez	0	0
e.suarez	219888421	4170233
ealcolea	0	0
eileen	160176469	10685137
elva	0	0
epelaez	0	0
eperez	205215264	7426412
erich	303783032	10839092
evelyn	0	0
evelyn.mayo	0	0
fabien	0	0
faselis	150895174	6393934
fausto	285664740	1305262
francis	58152686	2876167
frank.tb	141807214	15540828
gilberto	308364723	6218728
giset	119358131	213714863
gretel	56236109	339810
grethel	0	0
hendrik	372966	55426
hendrikr	0	0
heredia	38198113	1744506
humberto	0	0
idalis	0	0
ileanagr	0	0
ileanasl	155556960	1768816
ileanat	0	0
imanuel	0	0
isac	219840867	58191845
ismaray	149420431	7879589
ismary	0	0
ivan.castellanos	0	0
ivonne	130542676	10282628
ivonnerv	0	0
jacome	0	0
jacque	135416255	2123681
janette	77973586	11480057
jasiel	0	0
javi.lopez	716235388	24684414
jcarrillo	0	0
jcasamayor	62196518	5599167
jfalcon	0	0
jorge	576583864	11365425
jpuñales	205880949	32755653
jvr	249741483	14870950
karenriera	0	0
kenia	0	0
ksantos	0	0
laura.rivas	268511421	23440261
lazaro	0	0
lazaro.pina	295265639	19337308
lbcubas	2232291	247848
leandy	0	0
leanie	0	0
lenier	0	0
leonardo	198335931	3855550
leyla	277566212	23946262
lgarcia	296444661	18185642
liana	339581	61860
liena	0	0
liliana	191585165	15822162
liris	271012783	2813658
lisette	79934108	1845827
lisi	100390616	11688769
lissy	0	0
llilian	0	0
lmaria	0	0
loida	60587895	198081
lorena	3717754212	11553777
luis	94551501	7237331
madai	267011822	16882173
magda	0	0
manresa	0	0
manuel	0	0
mariam	112093688	7951185
marieladp	0	0
marilyn	0	0
mario	315574872	19585747
marlenin	0	0
marlon	0	0
marthah	0	0
maydelin	70300716	10565785
maydelin.ds	0	0
mayelis	0	0
maylen	173309824	11590653
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	105684989	2414835
melissa	152296175	5018060
mercedes	0	0
merleneg	266142638	11675894
mfumero	149478710	7841023
mhcollazo	122190381	4733382
miriam	116497943	7586505
mirta	231132055	2048442
mirza	0	0
mylene	926643	57614
naisy	185099873	9373102
natacha	0	0
nestor	0	0
nieves	297117059	17488683
niovis	0	0
noaris	37332173	2443800
nod32	0	0
obriel	0	0
ocastro	0	0
oisis	94526887	2270759
olga	0	0
olguita	103086077	7521116
orisel	0	0
orlando	0	0
orlandos	0	0
oxana	220114583	18894055
piqueras	113569129	9448349
pmando	0	0
racarreras	0	0
rachel	0	0
rafadiaz	155797303	1501966
raidel	89165864	1763994
raisi	31253387	2406374
rancol	45620795	2902697
raul	219361255	9470718
raulc	0	0
regla	0	0
rene	565612	152283
rfuentes	237544178	11760407
roberto	311553568	3050034
rodolfo	0	0
rodrigo	0	0
rosa	0	0
roseli	0	0
rquintanilla	1764987045	20123505
rromero	0	0
salon6	0	0
sarah	0	0
segurmatica	104640	2354
seprot	0	0
servidores	87448368	3183985
silvita	0	0
sistemas	0	0
somja	0	0
sonia	0	0
susel	232966242	15907347
tamara.glez	0	0
torresvinent	151163808	6173208
urbano	0	0
veronica	0	0
violeta	449892609	30673985
virgilio	0	0
vladimir	0	0
wendy	0	0
xiomara	0	0
yadica	150333192	6980318
yadiley	0	0
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	297148519	17429073
yamilacv	0	0
yamilaloli	7409678	506179
yanisel	36707198	5979582
yarmas	1507533	184560
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	304378955	10201249
ygordo	0	0
ygutierrez	94964240	6375411
yisel	0	0
ylima	151753742	5548703
yolaine	225594087	9806214
yperez	0	0
yudith	145253294	12034567
yuliet	65205793	7412263
yumara	9154945	23709
yumy	206100253	22123694
yunier	97139509	3958895
yusmari	0	0
zenia	25879235	1265368
zulema	181434109	1270756
meylin	103217871	8393051
