username	received(byte)	sent(byte)
00-Especialistas	0	0
00-JDpto	0	0
00-SUBDIRECTORES	0	0
00-Tecnicos	0	0
aaronvega	0	0
adalberto	0	0
adamelis	0	0
addys	139256700	18046305
adria	392279	177737
adrianamg	0	0
aleyda	170492	36712
alicia	235826	21183
alida	0	0
alina	37568364	1514299
amarilys	0	0
amarrero	0	0
ambar	29611662	1953071
amorgado	590380369	10293677
ana.laura	8534848	589588
anagloria	101734772	9237286
anamayra	0	0
ananidia	0	0
anapilar	0	0
anaraime	0	0
angelica	0	0
ankumu	24390680	1978477
annerys	51496576	2941536
antonio	0	0
aracelys	213167139	8009887
ariadna	0	0
arismary	0	0
arletys	0	0
armando	6308561	830739
arnaldo	0	0
arodriguez	79612052	257324
atorrella	0	0
avossirini	0	0
aymara	0	0
ayme	0	0
b.peon	0	0
barbara	0	0
belar	0	0
belkis	60949821	927722
berta	0	0
biorkys	0	0
blanca	0	0
bmazon	0	0
bobrador	0	0
campos	0	0
carmen	312806830	19518224
carmen.fdez	11474321	1059299
carmenevelyn	0	0
cary	2201295	185946
celeste	21169279	2329547
charly	0	0
chavely	0	0
csanchez	0	0
cvarela	0	0
dailen	0	0
dainik	103545344	10589961
dalia	0	0
dalila	0	0
danay	17455420	3701225
danayd	0	0
dayamim	0	0
dayanira	6719558	431408
daylin	0	0
dbcruz	0	0
deneb	209657638	5530373
denys	150449158	6860137
dergis	0	0
dgmitjams	0	0
dhernandez	0	0
diadelis	0	0
dianalay	0	0
dianapr	0	0
dorian	0	0
dulce	0	0
dunia	45872881	3884294
dunia.glez	0	0
e.suarez	11639699	1945776
ealcolea	0	0
eileen	119910239	10926164
elenalaviellez	0	0
elsanchez	0	0
elva	265695598	15608295
epelaez	0	0
eperez	0	0
erich	1585674	160298
estrella	0	0
evelyn	314989	108326
evelyn.mayo	0	0
fabien	0	0
faselis	123429907	8829261
fausto	21914105	972092
gabriel	0	0
gilberto	240259518	2017250
giset	0	0
gretel	0	0
grethel	0	0
hendrik	0	0
heredia	36965595	7722780
herminio	74269218	2354007
humberto	0	0
idalis	0	0
ileanagr	372021	110709
ileanasl	0	0
ileanat	0	0
imanuel	305914596	8699701
isac	0	0
ismaray	0	0
ismary	0	0
ivan.castellanos	0	0
ivonne	0	0
ivonnerv	0	0
jacome	301349552	13255917
jacque	0	0
janette	0	0
javi.lopez	1451919480	13941596
jcarrillo	576633063	12786139
jcasamayor	0	0
jessica	0	0
jfalcon	0	0
jorge	259450248	2726005
jpuñales	304588658	6674904
jrodriguez	0	0
jvr	173934222	6780349
karenriera	0	0
kenia	0	0
ksantos	0	0
laura.rivas	0	0
lazaro	0	0
lazaro.pina	177035218	9256241
lbcubas	1425345	151728
leandy	0	0
leanie	0	0
leonardo	0	0
leyla	0	0
lgarcia	0	0
liana	0	0
liena	29508722	3423423
liliana	166877544	13009248
liris	0	0
lisandra	2950633	2027466
lisette	1564521265	12925677
lisi	0	0
lissy	0	0
lmaria	0	0
loida	13045322	969840
lorena	18116820	755634
luis	79250526	5320668
madai	66467911	5567064
magda	0	0
manresa	29815737	1220464
manuel	0	0
mariam	0	0
marieladp	0	0
marilyn	0	0
mario	306883577	16946122
marlenin	0	0
marthah	0	0
maydelin	477097	187482
maydelin.ds	0	0
mayelin	312495042	2108068
mayelis	0	0
maylen	0	0
mayra	0	0
mbravo	0	0
mcreyes	172552671	10633193
melba	0	0
mercedes	11827319	226279
merleneg	0	0
meylin	73378663	5906146
mhcollazo	0	0
miriam	2363257	181357
mirta	0	0
mirza	0	0
mylene	0	0
naisy	0	0
natacha	0	0
nestor	0	0
nieves	280003627	15996142
niovis	0	0
noaris	0	0
nod32	0	0
obriel	73698418	1239858
ocastro	0	0
oisis	0	0
olga	21224030	433610
olguita	1683117	389484
olivia	0	0
orisel	0	0
orlando	44561272	3751735
osmar	0	0
oxana	0	0
piqueras	0	0
pmando	0	0
rafadiaz	156036374	1279946
raidel	0	0
raisi	0	0
rancol	0	0
raul	0	0
raulc	0	0
rcaballero	0	0
regla	0	0
rene	1563205	168262
reynaldo	0	0
rfuentes	0	0
rizene	0	0
roberto	309666051	4909142
rodolfo	153425582	3884248
rodrigo	0	0
rosa	509	351
roseli	0	0
rquintanilla	845946275	5522276
rromero	18935495	225877
salon6	0	0
sarah	0	0
seprot	0	0
servidores	66573034	765971
sheila	0	0
silvita	0	0
sistemas	0	0
sonia	0	0
susel	0	0
tamara.glez	0	0
urbano	0	0
veronica	0	0
violeta	41050870	5333448
virgilio	0	0
vladimir	0	0
wendy	0	0
xiomara	0	0
yadica	59859776	3437379
yadiley	272667	61384
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	707235	54915
yamila	0	0
yamilacv	0	0
yamilaloli	0	0
yania	0	0
yanisel	0	0
yarmas	311426640	3183292
yborjas	0	0
yelenies	0	0
yency	0	0
ygonzalez	0	0
ygordo	0	0
ygutierrez	284503913	6617408
yisel	0	0
ylima	35919838	771976
yolaine	0	0
yperez	0	0
yudith	80311501	8612636
yuliet	412569	174978
yumara	0	0
yumy	92658420	9726431
yunier	144387572	11013537
yusmari	0	0
zenia	0	0
zulema	0	0
