username	received(byte)	sent(byte)
00-Tecnicos	0	0
aaronvega	4740973	428077
aleyda	247707	73052
amarilys	0	0
amarrero	0	0
ankumu	108915299	1799571
ariadna	0	0
barbara	0	0
camilav	0	0
canfux	51924191	3820069
carmenevelyn	41576759	2275988
chavely	0	0
dalila	19317941	1223793
dbcruz	0	0
denys	0	0
evelyn	0	0
faselis	90721262	5167201
frank.tb	0	0
hendrikr	0	0
ileanasl	12690788	738646
ismaray	149396317	7944545
javi.lopez	2260080912	17574501
karenriera	23749947	1468544
ksantos	0	0
lazaro	152949388	4376723
lenier	0	0
marlon	212903	66798
marthah	156192404	1112379
melissa	147632560	9654361
mercedes	0	0
mfumero	142200167	7574184
nestor	0	0
oisis	0	0
piqueras	65486451	7223107
rafadiaz	156194036	1111766
raidel	154610269	2725689
rodolfo	3788924	218501
salon6	0	0
torresvinent	132632578	3729834
virgilio	0	0
xiomara	0	0
yadica	32170331	2174617
yency	0	0
ylima	102319336	10788046
yudith	76315488	7202155
yuliet	150507865	6796589
yunier	150418200	6547154
yusmari	0	0
seprot	0	0
00-JDpto	0	0
anamayra	0	0
anapilar	0	0
celeste	0	0
cvarela	0	0
dainik	517727721	6601844
danay	4746167	88273
dayanira	61513808	5311517
diadelis	138609613	10396508
dulce	0	0
e.suarez	0	0
fausto	478986046	2159065
giset	50522372	5051427
ismary	3483061	242923
liena	0	0
liliana	0	0
mario	113389308	7168855
miriam	123923111	4544139
mylene	120822	28263
niovis	7656243	671389
rosa	16706626	1189251
rquintanilla	516796744	7492847
violeta	0	0
00-Especialistas	0	0
adalberto	0	0
adamelis	0	0
addys	255333695	18501877
adria	168213891	1746364
adrianamg	271073119	11451561
alicia	66555471	4470327
alina	0	0
ambar	307431101	7148597
ana.laura	0	0
anagloria	11201432	1133576
ananidia	1113938	302035
angelica	28617316	806101
annerys	0	0
antonio	6787	3057
aracelys	0	0
arismary	0	0
arletys	67519596	3746463
armando	81774531	2819777
arnaldo	0	0
atorrella	0	0
avossirini	0	0
aymara	925832	77676
ayme	0	0
b.peon	0	0
belar	55849078	4015479
belkis	0	0
berta	19647845	1160650
blanca	0	0
bmazon	0	0
bobrador	0	0
camila	0	0
campos	123017827	6973370
carmen.fdez	0	0
cary	72023641	6048343
csanchez	0	0
dailen	58650253	2898510
dalia	0	0
danayd	28038636	8436995
dayamim	0	0
daylin	0	0
deneb	232114277	4651464
dergis	0	0
dhernandez	0	0
dianapr	6079300	604405
dorian	0	0
dunia	48681217	4278830
dunia.glez	0	0
ealcolea	0	0
eileen	23369993	1107412
elva	137747221	7452918
epelaez	0	0
eperez	49794116	2957080
erich	0	0
evelyn.mayo	0	0
fabien	0	0
francis	24620441	1173209
gilberto	310670402	3940527
gretel	4494326	248269
grethel	14849285	824719
hendrik	116782446	2354061
heredia	1139206	276476
humberto	0	0
idalis	0	0
ileanagr	32604929	1554680
ileanat	3788317	1016435
imanuel	0	0
isac	0	0
ivonne	42073781	4357424
ivonnerv	0	0
jacome	0	0
jacque	0	0
janette	0	0
jasiel	27114663	1929073
jcasamayor	0	0
jpuñales	237308382	22916340
jvr	0	0
kenia	40458322	2758612
laura.rivas	0	0
lazaro.pina	196658427	11965494
lbcubas	138046	33112
leandy	0	0
leanie	148417632	4570422
leonardo	308689475	5941824
leyla	0	0
lgarcia	0	0
liris	225727501	2860378
lisi	0	0
lissy	313747711	883117
llilian	1096906	163797
lmaria	0	0
loida	547996	223814
madai	49214712	2647263
magda	0	0
manresa	33274103	1938247
manuel	0	0
mariam	0	0
marieladp	0	0
marilyn	0	0
marlenin	0	0
maydelin	70594070	4359106
maydelin.ds	72675680	5873503
mayelis	0	0
maylen	124453949	17350703
mayra	0	0
mbravo	0	0
mcreyes	0	0
melba	278411357	1409403
merleneg	188508498	7051420
meylin	0	0
mhcollazo	0	0
mirta	2616222	263481
mirza	0	0
naisy	0	0
natacha	77355406	4090065
nieves	206960111	18657276
noaris	28734333	2773806
obriel	74393350	3073257
ocastro	0	0
olguita	62938232	6041335
orisel	0	0
orlando	182384546	326075
orlandos	0	0
oxana	0	0
pmando	0	0
racarreras	0	0
rachel	4375058	195898
raisi	37622058	2700958
rancol	29332315	3094757
raul	106075900	2286514
raulc	2878079	345378
regla	23786922	9505416
rene	0	0
rfuentes	220831800	17400955
roberto	0	0
rodrigo	0	0
roseli	0	0
rromero	46262887	4453486
sarah	0	0
silvita	0	0
somja	39170791	2194926
sonia	0	0
susel	206343531	3758072
tamara.glez	0	0
urbano	0	0
veronica	0	0
vladimir	0	0
wendy	0	0
yadiley	22263144	669604
yadira	0	0
yahimara	0	0
yailin	0	0
yalina	0	0
yamila	61451469	7620225
yamilacv	0	0
yamilaloli	0	0
yanisel	182347612	12197438
yarmas	461827	100087
yborjas	0	0
ygonzalez	309943135	4682163
ygordo	8818907	93504
ygutierrez	0	0
yisel	0	0
yolaine	0	0
yperez	0	0
yumara	0	0
yumy	0	0
zenia	174614	27011
zulema	15518010	1152504
00-SUBDIRECTORES	0	0
arodriguez	21966136	108688
biorkys	0	0
carmen	1522034760	1061870324
dianalay	398301068	17398750
directora	0	0
ivan.castellanos	12899439	241257
jcarrillo	0	0
jfalcon	1390506217	31300242
jorge	0	0
liana	1442603	187264
lisette	12338682	1285798
lorena	22176402	1409605
luis	113552252	8369761
nod32	0	0
olga	0	0
segurmatica	225381	2893
servidores	20098055	677542
sistemas	0	0
yelenies	0	0
